Row ID;Row Name;Base FP Recovery Time;Base Stamina Recovery Time;Characer Head Land - Damage Reduction;Runes;Equipped Weapon: Right Primary;Equipped Weapon: Right Secondary;Equipped Weapon: Left Primary;Equipped Weapon: Left Secondary;Equipped Armor: Head;Equipped Armor: Chest;Equipped Armor: Arms;Equipped Armor: Legs;Equipped Ammunition: Arrow Primary;Equipped Ammunition: Bolt Primary;Equipped Ammunition: Arrow Secondary;Equipped Ammunition: Bolt Secondary;Equipped Accessory: Slot 1;Equipped Accessory: Slot 2;Equipped Accessory: Slot 3;Equipped Accessory: Slot 4;Elixir Material 1;Elixir Material 2;Elixir Material 3;Equipped Spell: Slot 1;Equipped Spell: Slot 2;Equipped Spell: Slot 3;Equipped Spell: Slot 4;Equipped Spell: Slot 5;Equipped Spell: Slot 6;Equipped Spell: Slot 7;Equipped Item: Slot 1;Equipped Item: Slot 2;Equipped Item: Slot 3;Equipped Item: Slot 4;Equipped Item: Slot 5;Equipped Item: Slot 6;Equipped Item: Slot 7;Equipped Item: Slot 8;Equipped Item: Slot 9;Equipped Item: Slot 10;NPC Player - Face Gen ID;NPC Player - Think ID;Base HP;Base FP;Base Stamina;Equipped Ammunition: Arrow Primary Count;Equipped Ammunition: Bolt Primary Count;Equipped Ammunition: Arrow Secondary Count;Equipped Ammunition: Bolt Secondary Count;Level;Vigor;Attunement;Endurance;Strength;Dexterity;Intelligence;Faith;Arcane;Humanity;Vitality;Equipped Item: Slot 1 Amount;Equipped Item: Slot 2 Amount;Equipped Item: Slot 3 Amount;Equipped Item: Slot 4 Amount;Equipped Item: Slot 5 Amount;Equipped Item: Slot 6 Amount;Equipped Item: Slot 7 Amount;Equipped Item: Slot 8 Amount;Equipped Item: Slot 9 Amount;Equipped Item: Slot 10 Amount;Equipped Gesture: Slot 1;Equipped Gesture: Slot 2;Equipped Gesture: Slot 3;Equipped Gesture: Slot 4;Equipped Gesture: Slot 5;Equipped Gesture: Slot 6;Equipped Gesture: Slot 7;NPC Player - Type;NPC Player - Draw Type;NPC Player - Sex;Vow Type: 1;Vow Type: 2;Vow Type: 3;Vow Type: 4;Is Sync Target;Weapon Param Type - Right Primary;Weapon Param Type - Right Secondary;Weapon Param Type - Right Tertiary;Weapon Param Type - Left Primary;Weapon Param Type - Left Secondary;Weapon Param Type - Left Tertiary;Equipped Weapon: Right Tertiary;Equipped Weapon: Left Tertiary;Stored Item: Slot 1;Stored Item: Slot 2;Stored Item: Slot 3;Stored Item: Slot 4;Stored Item: Slot 5;Stored Item: Slot 6;Stored Item: Slot 1 Count;Stored Item: Slot 2 Count;Stored Item: Slot 3 Count;Stored Item: Slot 4 Count;Stored Item: Slot 5 Count;Stored Item: Slot 6 Count;HP Flask - Max Possession Limit;FP Flask - Max Possession Limit;Voice Type
8069;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;3060;-1;-1;-1;11019;-1;-1;6850;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8070;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;3070;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8071;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;3080;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8072;;0;0;0;10000000;141;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;3090;-1;-1;-1;11019;-1;-1;4040;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;1;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8073;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4000;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8074;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4001;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8075;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4002;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8076;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4003;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8077;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4010;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8078;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4011;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8079;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4012;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8080;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4020;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8081;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4021;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8082;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4022;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8083;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4030;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8084;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4031;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8085;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4032;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8086;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4040;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8087;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4041;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8088;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4042;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8089;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4050;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8090;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4051;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8091;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4052;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8092;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4060;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8093;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4070;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8094;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4080;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8095;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4090;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8096;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4100;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8097;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;4110;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8098;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5000;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8099;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5010;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8100;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5020;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8101;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5030;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8102;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5040;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8103;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5050;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8104;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;5060;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8105;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6000;-1;-1;-1;11019;-1;-1;6510;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8106;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6010;-1;-1;-1;11019;-1;-1;4670;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8107;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6020;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8108;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6040;-1;-1;-1;11019;-1;-1;6510;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8109;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6050;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8110;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6060;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8111;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6070;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8112;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6080;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8113;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6090;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
8114;;0;0;0;10000000;2000000;34000000;31000000;41000000;40000;40100;40200;40300;50000000;52000000;50010000;53000000;6100;-1;-1;-1;11019;-1;-1;4000;6010;6421;4010;6000;-1;-1;1013;1063;250;130;300;3510;1460;1440;1410;1430;1;0;0;0;0;99;99;99;99;115;27;27;14;20;13;16;14;13;2;50;20;20;1;1;5;5;5;5;10;10;2;7;50;70;80;92;53;0;0;1;False;False;False;False;False;0;0;0;0;0;0;33000000;24000000;207000;10030;9500;9501;9502;9510;1;5;99;99;99;99;3;3;0
