Row ID;Row Name;regionType;category;padding1;dummyPoly1;dummyPoly2;radius;angle;depth;width;height;baseHeightOffset;angleCheckType;padding2;allowAngle;spotDummyPoly;textBoxType;padding3;padding5;isInvalidForRide;isGrayoutForRide;isInvalidForCrouching;isGrayoutForCrouching;padding4;textId;invalidFlag;grayoutFlag;overrideActionButtonIdForRide;execInvalidTime;padding6
7952;Acquire materials (Grave Violet);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630152;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7953;Acquire materials (Faded Erdleaf Flower);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630153;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7954;Acquire materials (Erdtree Flower);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630154;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7955;Acquire materials (Altus Bloom);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630155;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7956;Acquire materials (Fire Blossom);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630156;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7957;Acquire materials (Golden Sunflower);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630157;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7958;Acquire materials (Fulgurbloom);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630158;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7959;Acquire materials (Tarnished Golden Sunflower);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630159;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7960;Acquire materials (Herba);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630160;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7961;Acquire materials (Arteria Leaf);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630161;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7962;Acquire materials (Dewkissed Herba);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630162;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7963;Acquire materials (Rowa Fruit);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630163;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7964;Acquire materials (Golden Rowa);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630164;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7965;Acquire materials (Rimed Rowa);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630165;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7966;Acquire materials (Bloodrose);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630166;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7967;Acquire materials (Eye of Yelough);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630167;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7968;Acquire materials (Crystal Bud);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630168;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7969;Acquire materials (Rimed Crystal Bud);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630169;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7970;Acquire materials (Sacramental Bud);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630170;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7971;Acquire materials (Mushroom);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630171;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7972;Acquire materials (Melted Mushroom);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630172;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7973;Acquire materials (Toxic Mushroom);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630173;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
7974;Acquire materials (Root Resin);0;2;[0|0];-1;-1;3.8;180;0;0;2.5;-1;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;0;0;2810;1049630174;0;-1;0;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8000;Open;1;5;[0|0];100;-1;0;180;1.1;0.7;1;-0.25;0;[0|0|0];60;-1;0;[0|0];0;0;1;0;1;0;3100;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8100;Open;0;5;[0|0];-1;-1;1.5;180;0;0;1;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;3100;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8200;Pull lever;0;5;[0|0];-1;-1;1.5;180;0;0;1;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;3000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8300;Pull lever;0;5;[0|0];190;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];180;193;0;[0|0];0;0;1;0;1;0;3000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8301;Pull lever;0;5;[0|0];192;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];180;193;0;[0|0];0;0;1;0;1;0;3000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8302;Pull lever;0;5;[0|0];102;-1;1.5;90;0;0;1;-1;0;[0|0|0];60;104;0;[0|0];0;0;1;0;1;0;3000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8310;Pull lever;0;5;[0|0];190;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];90;191;0;[0|0];0;0;1;0;1;0;3000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8320;Pull lever;0;5;[0|0];192;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];60;191;0;[0|0];0;0;1;0;1;0;3000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8400;Pull lever;0;5;[0|0];190;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];180;193;0;[0|0];0;0;1;0;1;0;3000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8401;Pull lever;0;5;[0|0];192;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];180;193;0;[0|0];0;0;1;0;1;0;3000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8402;Pull lever;0;5;[0|0];102;-1;1.5;90;0;0;1.5;-1.5;0;[0|0|0];60;104;0;[0|0];0;0;1;0;1;0;3000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8403;Push lever;0;5;[0|0];102;-1;1.5;90;0;0;1.5;-1.5;0;[0|0|0];90;104;0;[0|0];0;0;1;0;1;0;3010;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8420;Pull lever;0;5;[0|0];192;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];60;191;0;[0|0];0;0;1;0;1;0;3000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8501;Pull lever;0;5;[0|0];192;-1;1.5;90;0;0;2;-0.8;0;[0|0|0];180;193;0;[0|0];0;0;1;0;1;0;3000;6001;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
8920;Open;0;5;[0|0];101;-1;1.2;90;0;0;1;-0.25;0;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;3100;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9000;Examine;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9051;Invade White Mask Varré's world;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9051;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9052;Invade Old Knight Istvan's world;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9052;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9053;Invade Rileigh the Idle's world;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9053;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9054;Invade Juno Hoslow Knight of Blood's world;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9054;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9055;Invade Vargram the Raging Wolf's world;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9055;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9056;Invade Great Horned Tragoth's world;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9056;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9057;Be summoned to assist Yura Hunter of Bloody Fingers;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9057;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9058;Be summoned to assist Sorceress Sellen;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9058;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9059;Be summoned to challenge Sorceress Sellen;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9059;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9060;Be summoned to assist Millicent;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9060;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9061;Be summoned to challenge Millicent;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9061;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9062;;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9070;Touch cooperative sign;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9070;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9071;Touch invasion sign;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9071;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9080;Restore the power of the Great Rune;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9080;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9081;Restore the power of the Great Rune;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9081;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9082;Restore the power of the Great Rune;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9082;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9083;Restore the power of the Great Rune;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9083;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9084;Restore the power of the Great Rune;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9084;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9085;Restore the power of the Great Rune;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9085;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9100;Touch;0;5;[0|0];-1;-1;1.5;180;0;0;5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9100;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9110;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9120;Open;1;5;[0|0];100;-1;0;180;1.1;0.7;1;-0.25;0;[0|0|0];60;-1;0;[0|0];0;0;1;0;1;0;3100;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9140;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9190;Examine;0;5;[0|0];101;-1;1.5;180;0;0;5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9200;Kick ladder;0;5;[0|0];194;-1;1.5;90;0;0;5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;3310;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9210;Examine;0;5;[0|0];100;-1;1.5;90;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9210;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9220;Examine;0;5;[0|0];191;-1;0.8;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9230;Examine;0;5;[0|0];100;-1;1.5;180;0;0;1.5;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9240;Stargaze;0;5;[0|0];-1;-1;3;180;0;0;1.5;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9240;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9250;;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9250;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9260;Examine;0;5;[0|0];-1;-1;1.8;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9270;Use Birdseye Telescope;0;5;[0|0];101;-1;1.8;45;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9270;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9280;Examine;0;5;[0|0];-1;-1;1;180;0;0;1.5;-0.5;1;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9290;Return to entrance;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9290;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9300;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9310;Examine;0;5;[0|0];-1;-1;2;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9310;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9320;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9320;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9330;Examine;0;5;[0|0];200;-1;3;90;0;0;3;-1.5;1;[0|0|0];60;-1;0;[0|0];0;0;0;0;0;0;9330;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9500;Touch wall of thorns;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9500;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9501;Touch golden light;1;5;[0|0];101;-1;0;180;1.5;2.8;1;-0.25;1;[0|0|0];30;-1;0;[0|0];0;0;1;0;1;0;9501;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9503;Examine seal;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9503;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9504;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9505;Examine seal;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9505;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9506;Examine seal;1;5;[0|0];101;-1;0;180;1.5;1.5;1;-0.25;1;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;9506;0;0;-1;-1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9519;Examine;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9520;Light flame;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;0;0;1;0;9520;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9521;Touch phantom;0;5;[0|0];-1;-1;1.5;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9521;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9522;Examine seal;1;5;[0|0];-1;-1;0;180;2.5;2;1.5;-0.5;1;[0|0|0];90;-1;0;[0|0];0;0;1;0;1;0;9522;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9523;Examine;0;5;[0|0];191;-1;1;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;0;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9524;Light flame;0;5;[0|0];201;-1;2;80;0;0;2;-1.5;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9524;0;0;-1;1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9525;Touch horned remains;0;5;[0|0];201;-1;3.5;180;0;0;1.5;0;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9525;0;0;-1;1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9526;Go back;0;5;[0|0];100;-1;2;180;0;0;2;-1;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;9526;0;0;-1;1;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
9527;Examine;0;5;[0|0];-1;-1;2;180;0;0;1.5;-0.25;0;[0|0|0];180;-1;0;[0|0];0;0;1;0;1;0;1000;201;0;-1;3;[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0];
