Row ID;Row Name;physicsAtkRate;magicAtkRate;fireAtkRate;thunderAtkRate;staminaAtkRate;saWeaponAtkRate;saDurabilityRate;correctStrengthRate;correctAgilityRate;correctMagicRate;correctFaithRate;physicsGuardCutRate;magicGuardCutRate;fireGuardCutRate;thunderGuardCutRate;poisonGuardResistRate;diseaseGuardResistRate;bloodGuardResistRate;curseGuardResistRate;staminaGuardDefRate;spEffectId1;spEffectId2;spEffectId3;residentSpEffectId1;residentSpEffectId2;residentSpEffectId3;materialSetId;maxReinforceLevel;darkAtkRate;darkGuardCutRate;correctLuckRate;freezeGuardDefRate;reinforcePriceRate;baseChangePriceRate;enableGemRank;sleepGuardDefRate;madnessGuardDefRate;baseAtkRate
809;Magic +9;1.182;1.182;1.182;1.182;1.36;1;1;1.07;1.07;1.63;1.36;0.95;1.19;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;9;9;1.182;1.09;1.36;0.95;2.6;1;0;0.95;0.95;2.08;
810;Magic +10;1.23;1.23;1.23;1.23;1.4;1;1;1.1;1.1;1.7;1.4;0.95;1.2;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;10;10;1.23;1.1;1.4;0.95;2.8;1;0;0.95;0.95;2.2;
811;Magic +11;1.278;1.278;1.278;1.278;1.44;1;1;1.11;1.11;1.75;1.43;0.95;1.2;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;11;11;1.278;1.1;1.43;0.95;3;1;0;0.95;0.95;2.32;
812;Magic +12;1.326;1.326;1.326;1.326;1.48;1;1;1.12;1.12;1.8;1.46;0.95;1.21;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;12;12;1.326;1.11;1.46;0.95;3.2;1;0;0.95;0.95;2.44;
813;Magic +13;1.374;1.374;1.374;1.374;1.52;1;1;1.13;1.13;1.85;1.49;0.95;1.21;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;13;13;1.374;1.11;1.49;0.95;3.4;1;0;0.95;0.95;2.56;
814;Magic +14;1.422;1.422;1.422;1.422;1.56;1;1;1.14;1.14;1.9;1.52;0.95;1.21;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;14;14;1.422;1.11;1.52;0.95;3.6;1;0;0.95;0.95;2.68;
815;Magic +15;1.47;1.47;1.47;1.47;1.6;1;1;1.15;1.15;1.95;1.55;0.95;1.22;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;15;15;1.47;1.12;1.55;0.95;3.8;1;0;0.95;0.95;2.8;
816;Magic +16;1.518;1.518;1.518;1.518;1.64;1;1;1.16;1.16;2;1.58;0.95;1.22;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;16;16;1.518;1.12;1.58;0.95;4;1;0;0.95;0.95;2.92;
817;Magic +17;1.566;1.566;1.566;1.566;1.68;1;1;1.17;1.17;2.05;1.61;0.95;1.22;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;17;17;1.566;1.12;1.61;0.95;4.2;1;0;0.95;0.95;3.04;
818;Magic +18;1.614;1.614;1.614;1.614;1.72;1;1;1.18;1.18;2.1;1.64;0.95;1.23;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;18;18;1.614;1.13;1.64;0.95;4.4;1;0;0.95;0.95;3.16;
819;Magic +19;1.662;1.662;1.662;1.662;1.76;1;1;1.19;1.19;2.15;1.67;0.95;1.23;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;19;19;1.662;1.13;1.67;0.95;4.6;1;0;0.95;0.95;3.28;
820;Magic +20;1.71;1.71;1.71;1.71;1.8;1;1;1.2;1.2;2.2;1.7;0.95;1.23;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;20;20;1.71;1.13;1.7;0.95;4.8;1;0;0.95;0.95;3.4;
821;Magic +21;1.758;1.758;1.758;1.758;1.84;1;1;1.22;1.22;2.23;1.72;0.95;1.24;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;21;21;1.758;1.14;1.72;0.95;5;1;0;0.95;0.95;3.52;
822;Magic +22;1.806;1.806;1.806;1.806;1.88;1;1;1.24;1.24;2.26;1.74;0.95;1.24;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;22;22;1.806;1.14;1.74;0.95;5.2;1;0;0.95;0.95;3.64;
823;Magic +23;1.854;1.854;1.854;1.854;1.92;1;1;1.26;1.26;2.29;1.76;0.95;1.24;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;23;23;1.854;1.14;1.76;0.95;5.4;1;0;0.95;0.95;3.76;
824;Magic +24;1.902;1.902;1.902;1.902;1.96;1;1;1.28;1.28;2.32;1.78;0.95;1.24;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;24;24;1.902;1.14;1.78;0.95;5.6;1;0;0.95;0.95;3.88;
825;Magic +25;1.95;1.95;1.95;1.95;2;1;1;1.3;1.3;2.35;1.8;0.95;1.25;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;25;25;1.95;1.15;1.8;0.95;5.8;1;0;0.95;0.95;4;
900;Cold +0;0.85;0.85;0.85;0.85;1;1;1;1;1;1;1;0.95;1.05;0.95;0.95;0.95;0.95;0.95;0.95;1;0;0;0;0;0;0;0;0;0.85;0.95;1;1;1;1;0;0.95;0.95;1;
901;Cold +1;0.888;0.888;0.888;0.888;1.04;1;1;1.05;1.05;1.05;1.04;0.95;1.05;0.95;0.95;0.95;0.95;0.95;0.95;1;0;1;0;0;0;0;1;1;0.888;0.95;1.04;1;1;1;0;0.95;0.95;1.12;
902;Cold +2;0.926;0.926;0.926;0.926;1.08;1;1;1.1;1.1;1.1;1.08;0.95;1.06;0.95;0.95;0.95;0.95;0.95;0.95;1;0;2;0;0;0;0;2;2;0.926;0.95;1.08;1;1.2;1;0;0.95;0.95;1.24;
903;Cold +3;0.964;0.964;0.964;0.964;1.12;1;1;1.15;1.15;1.15;1.12;0.95;1.06;0.95;0.95;0.95;0.95;0.95;0.95;1;0;3;0;0;0;0;3;3;0.964;0.95;1.12;1;1.4;1;0;0.95;0.95;1.36;
904;Cold +4;1.002;1.002;1.002;1.002;1.16;1;1;1.2;1.2;1.2;1.16;0.95;1.07;0.95;0.95;0.95;0.95;0.95;0.95;1;0;4;0;0;0;0;4;4;1.002;0.95;1.16;1;1.6;1;0;0.95;0.95;1.48;
905;Cold +5;1.04;1.04;1.04;1.04;1.2;1;1;1.25;1.25;1.25;1.2;0.95;1.07;0.95;0.95;0.95;0.95;0.95;0.95;1;0;5;0;0;0;0;5;5;1.04;0.95;1.2;1;1.8;1;0;0.95;0.95;1.6;
906;Cold +6;1.078;1.078;1.078;1.078;1.24;1;1;1.3;1.3;1.3;1.24;0.95;1.08;0.95;0.95;0.95;0.95;0.95;0.95;1;0;6;0;0;0;0;6;6;1.078;0.95;1.24;1;2;1;0;0.95;0.95;1.72;
907;Cold +7;1.116;1.116;1.116;1.116;1.28;1;1;1.35;1.35;1.35;1.28;0.95;1.08;0.95;0.95;0.95;0.95;0.95;0.95;1;0;7;0;0;0;0;7;7;1.116;0.95;1.28;1;2.2;1;0;0.95;0.95;1.84;
908;Cold +8;1.154;1.154;1.154;1.154;1.32;1;1;1.4;1.4;1.4;1.32;0.95;1.09;0.95;0.95;0.95;0.95;0.95;0.95;1;0;8;0;0;0;0;8;8;1.154;0.95;1.32;1;2.4;1;0;0.95;0.95;1.96;
909;Cold +9;1.192;1.192;1.192;1.192;1.36;1;1;1.45;1.45;1.45;1.36;0.95;1.09;0.95;0.95;0.95;0.95;0.95;0.95;1;0;9;0;0;0;0;9;9;1.192;0.95;1.36;1;2.6;1;0;0.95;0.95;2.08;
910;Cold +10;1.23;1.23;1.23;1.23;1.4;1;1;1.5;1.5;1.5;1.4;0.95;1.09;0.95;0.95;0.95;0.95;0.95;0.95;1;0;10;0;0;0;0;10;10;1.23;0.95;1.4;1;2.8;1;0;0.95;0.95;2.2;
911;Cold +11;1.268;1.268;1.268;1.268;1.44;1;1;1.53;1.53;1.54;1.43;0.95;1.1;0.95;0.95;0.95;0.95;0.95;0.95;1;0;11;0;0;0;0;11;11;1.268;0.95;1.43;1;3;1;0;0.95;0.95;2.32;
912;Cold +12;1.306;1.306;1.306;1.306;1.48;1;1;1.56;1.56;1.58;1.46;0.95;1.1;0.95;0.95;0.95;0.95;0.95;0.95;1;0;12;0;0;0;0;12;12;1.306;0.95;1.46;1;3.2;1;0;0.95;0.95;2.44;
913;Cold +13;1.344;1.344;1.344;1.344;1.52;1;1;1.59;1.59;1.62;1.49;0.95;1.1;0.95;0.95;0.95;0.95;0.95;0.95;1;0;13;0;0;0;0;13;13;1.344;0.95;1.49;1;3.4;1;0;0.95;0.95;2.56;
914;Cold +14;1.382;1.382;1.382;1.382;1.56;1;1;1.62;1.62;1.66;1.52;0.95;1.11;0.95;0.95;0.95;0.95;0.95;0.95;1;0;14;0;0;0;0;14;14;1.382;0.95;1.52;1;3.6;1;0;0.95;0.95;2.68;
915;Cold +15;1.42;1.42;1.42;1.42;1.6;1;1;1.65;1.65;1.7;1.55;0.95;1.11;0.95;0.95;0.95;0.95;0.95;0.95;1;0;15;0;0;0;0;15;15;1.42;0.95;1.55;1;3.8;1;0;0.95;0.95;2.8;
916;Cold +16;1.458;1.458;1.458;1.458;1.64;1;1;1.68;1.68;1.74;1.58;0.95;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0;16;0;0;0;0;16;16;1.458;0.95;1.58;1;4;1;0;0.95;0.95;2.92;
917;Cold +17;1.496;1.496;1.496;1.496;1.68;1;1;1.71;1.71;1.78;1.61;0.95;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0;17;0;0;0;0;17;17;1.496;0.95;1.61;1;4.2;1;0;0.95;0.95;3.04;
918;Cold +18;1.534;1.534;1.534;1.534;1.72;1;1;1.74;1.74;1.82;1.64;0.95;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0;18;0;0;0;0;18;18;1.534;0.95;1.64;1;4.4;1;0;0.95;0.95;3.16;
919;Cold +19;1.572;1.572;1.572;1.572;1.76;1;1;1.77;1.77;1.86;1.67;0.95;1.13;0.95;0.95;0.95;0.95;0.95;0.95;1;0;19;0;0;0;0;19;19;1.572;0.95;1.67;1;4.6;1;0;0.95;0.95;3.28;
920;Cold +20;1.61;1.61;1.61;1.61;1.8;1;1;1.8;1.8;1.9;1.7;0.95;1.13;0.95;0.95;0.95;0.95;0.95;0.95;1;0;20;0;0;0;0;20;20;1.61;0.95;1.7;1;4.8;1;0;0.95;0.95;3.4;
921;Cold +21;1.648;1.648;1.648;1.648;1.84;1;1;1.82;1.82;1.92;1.72;0.95;1.13;0.95;0.95;0.95;0.95;0.95;0.95;1;0;21;0;0;0;0;21;21;1.648;0.95;1.72;1;5;1;0;0.95;0.95;3.52;
922;Cold +22;1.686;1.686;1.686;1.686;1.88;1;1;1.84;1.84;1.94;1.74;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;22;0;0;0;0;22;22;1.686;0.95;1.74;1;5.2;1;0;0.95;0.95;3.64;
923;Cold +23;1.724;1.724;1.724;1.724;1.92;1;1;1.86;1.86;1.96;1.76;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;23;0;0;0;0;23;23;1.724;0.95;1.76;1;5.4;1;0;0.95;0.95;3.76;
924;Cold +24;1.762;1.762;1.762;1.762;1.96;1;1;1.88;1.88;1.98;1.78;0.95;1.14;0.95;0.95;0.95;0.95;0.95;0.95;1;0;24;0;0;0;0;24;24;1.762;0.95;1.78;1;5.6;1;0;0.95;0.95;3.88;
925;Cold +25;1.8;1.8;1.8;1.8;2;1;1;1.9;1.9;2;1.8;0.95;1.15;0.95;0.95;0.95;0.95;0.95;0.95;1;0;25;0;0;0;0;25;25;1.8;0.95;1.8;1;5.8;1;0;0.95;0.95;4;
1000;Poison +0;0.85;0.85;0.85;0.85;1;1;1;1;1;1;1;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;0;0;0;0;0;0;0;0.85;0.95;1;0.95;1;1;0;0.95;0.95;1;
1001;Poison +1;0.902;0.902;0.902;0.902;1.04;1;1;1.04;1.04;1.04;1.04;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;1;0;0;0;0;1;1;0.902;0.95;1.03;0.95;1;1;0;0.95;0.95;1.12;
1002;Poison +2;0.954;0.954;0.954;0.954;1.08;1;1;1.08;1.08;1.08;1.08;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;2;0;0;0;0;2;2;0.954;0.95;1.06;0.95;1.2;1;0;0.95;0.95;1.24;
1003;Poison +3;1.006;1.006;1.006;1.006;1.12;1;1;1.12;1.12;1.12;1.12;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;3;0;0;0;0;3;3;1.006;0.95;1.09;0.95;1.4;1;0;0.95;0.95;1.36;
1004;Poison +4;1.058;1.058;1.058;1.058;1.16;1;1;1.16;1.16;1.16;1.16;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;4;0;0;0;0;4;4;1.058;0.95;1.12;0.95;1.6;1;0;0.95;0.95;1.48;
1005;Poison +5;1.11;1.11;1.11;1.11;1.2;1;1;1.2;1.2;1.2;1.2;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;5;0;0;0;0;5;5;1.11;0.95;1.15;0.95;1.8;1;0;0.95;0.95;1.6;
1006;Poison +6;1.162;1.162;1.162;1.162;1.24;1;1;1.24;1.24;1.24;1.24;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;6;0;0;0;0;6;6;1.162;0.95;1.18;0.95;2;1;0;0.95;0.95;1.72;
1007;Poison +7;1.214;1.214;1.214;1.214;1.28;1;1;1.28;1.28;1.28;1.28;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;7;0;0;0;0;7;7;1.214;0.95;1.21;0.95;2.2;1;0;0.95;0.95;1.84;
1008;Poison +8;1.266;1.266;1.266;1.266;1.32;1;1;1.32;1.32;1.32;1.32;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;8;0;0;0;0;8;8;1.266;0.95;1.24;0.95;2.4;1;0;0.95;0.95;1.96;
1009;Poison +9;1.318;1.318;1.318;1.318;1.36;1;1;1.36;1.36;1.36;1.36;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;9;0;0;0;0;9;9;1.318;0.95;1.27;0.95;2.6;1;0;0.95;0.95;2.08;
1010;Poison +10;1.37;1.37;1.37;1.37;1.4;1;1;1.4;1.4;1.4;1.4;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;10;0;0;0;0;10;10;1.37;0.95;1.3;0.95;2.8;1;0;0.95;0.95;2.2;
1011;Poison +11;1.422;1.422;1.422;1.422;1.44;1;1;1.43;1.43;1.43;1.43;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;11;0;0;0;0;11;11;1.422;0.95;1.31;0.95;3;1;0;0.95;0.95;2.32;
1012;Poison +12;1.474;1.474;1.474;1.474;1.48;1;1;1.46;1.46;1.46;1.46;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;12;0;0;0;0;12;12;1.474;0.95;1.32;0.95;3.2;1;0;0.95;0.95;2.44;
1013;Poison +13;1.526;1.526;1.526;1.526;1.52;1;1;1.49;1.49;1.49;1.49;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;13;0;0;0;0;13;13;1.526;0.95;1.33;0.95;3.4;1;0;0.95;0.95;2.56;
1014;Poison +14;1.578;1.578;1.578;1.578;1.56;1;1;1.52;1.52;1.52;1.52;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;14;0;0;0;0;14;14;1.578;0.95;1.34;0.95;3.6;1;0;0.95;0.95;2.68;
1015;Poison +15;1.63;1.63;1.63;1.63;1.6;1;1;1.55;1.55;1.55;1.55;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;15;0;0;0;0;15;15;1.63;0.95;1.35;0.95;3.8;1;0;0.95;0.95;2.8;
1016;Poison +16;1.682;1.682;1.682;1.682;1.64;1;1;1.58;1.58;1.58;1.58;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;16;0;0;0;0;16;16;1.682;0.95;1.36;0.95;4;1;0;0.95;0.95;2.92;
1017;Poison +17;1.734;1.734;1.734;1.734;1.68;1;1;1.61;1.61;1.61;1.61;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;17;0;0;0;0;17;17;1.734;0.95;1.37;0.95;4.2;1;0;0.95;0.95;3.04;
1018;Poison +18;1.786;1.786;1.786;1.786;1.72;1;1;1.64;1.64;1.64;1.64;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;18;0;0;0;0;18;18;1.786;0.95;1.38;0.95;4.4;1;0;0.95;0.95;3.16;
1019;Poison +19;1.838;1.838;1.838;1.838;1.76;1;1;1.67;1.67;1.67;1.67;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;19;0;0;0;0;19;19;1.838;0.95;1.39;0.95;4.6;1;0;0.95;0.95;3.28;
1020;Poison +20;1.89;1.89;1.89;1.89;1.8;1;1;1.7;1.7;1.7;1.7;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;20;0;0;0;0;20;20;1.89;0.95;1.4;0.95;4.8;1;0;0.95;0.95;3.4;
1021;Poison +21;1.942;1.942;1.942;1.942;1.84;1;1;1.74;1.74;1.74;1.74;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;21;0;0;0;0;21;21;1.942;0.95;1.41;0.95;5;1;0;0.95;0.95;3.52;
1022;Poison +22;1.994;1.994;1.994;1.994;1.88;1;1;1.78;1.78;1.78;1.78;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;22;0;0;0;0;22;22;1.994;0.95;1.42;0.95;5.2;1;0;0.95;0.95;3.64;
1023;Poison +23;2.046;2.046;2.046;2.046;1.92;1;1;1.82;1.82;1.82;1.82;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;23;0;0;0;0;23;23;2.046;0.95;1.43;0.95;5.4;1;0;0.95;0.95;3.76;
1024;Poison +24;2.098;2.098;2.098;2.098;1.96;1;1;1.86;1.86;1.86;1.86;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;24;0;0;0;0;24;24;2.098;0.95;1.44;0.95;5.6;1;0;0.95;0.95;3.88;
1025;Poison +25;2.15;2.15;2.15;2.15;2;1;1;1.9;1.9;1.9;1.9;0.95;0.95;0.95;0.95;1;1;0.95;0.95;1;0;25;0;0;0;0;25;25;2.15;0.95;1.45;0.95;5.8;1;0;0.95;0.95;4;
1100;Blood +0;0.85;0.85;0.85;0.85;1;1;1;1;1;1;1;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;0;0;0;0;0;0;0;0;0.85;0.95;1;0.95;1;1;0;0.95;0.95;1;
1101;Blood +1;0.902;0.902;0.902;0.902;1.04;1;1;1.04;1.04;1.04;1.04;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;1;0;0;0;0;0;1;1;0.902;0.95;1.03;0.95;1;1;0;0.95;0.95;1.12;
1102;Blood +2;0.954;0.954;0.954;0.954;1.08;1;1;1.08;1.08;1.08;1.08;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;2;0;0;0;0;0;2;2;0.954;0.95;1.06;0.95;1.2;1;0;0.95;0.95;1.24;
1103;Blood +3;1.006;1.006;1.006;1.006;1.12;1;1;1.12;1.12;1.12;1.12;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;3;0;0;0;0;0;3;3;1.006;0.95;1.09;0.95;1.4;1;0;0.95;0.95;1.36;
1104;Blood +4;1.058;1.058;1.058;1.058;1.16;1;1;1.16;1.16;1.16;1.16;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;4;0;0;0;0;0;4;4;1.058;0.95;1.12;0.95;1.6;1;0;0.95;0.95;1.48;
1105;Blood +5;1.11;1.11;1.11;1.11;1.2;1;1;1.2;1.2;1.2;1.2;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;5;0;0;0;0;0;5;5;1.11;0.95;1.15;0.95;1.8;1;0;0.95;0.95;1.6;
1106;Blood +6;1.162;1.162;1.162;1.162;1.24;1;1;1.24;1.24;1.24;1.24;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;6;0;0;0;0;0;6;6;1.162;0.95;1.18;0.95;2;1;0;0.95;0.95;1.72;
1107;Blood +7;1.214;1.214;1.214;1.214;1.28;1;1;1.28;1.28;1.28;1.28;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;7;0;0;0;0;0;7;7;1.214;0.95;1.21;0.95;2.2;1;0;0.95;0.95;1.84;
1108;Blood +8;1.266;1.266;1.266;1.266;1.32;1;1;1.32;1.32;1.32;1.32;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;8;0;0;0;0;0;8;8;1.266;0.95;1.24;0.95;2.4;1;0;0.95;0.95;1.96;
1109;Blood +9;1.318;1.318;1.318;1.318;1.36;1;1;1.36;1.36;1.36;1.36;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;9;0;0;0;0;0;9;9;1.318;0.95;1.27;0.95;2.6;1;0;0.95;0.95;2.08;
1110;Blood +10;1.37;1.37;1.37;1.37;1.4;1;1;1.4;1.4;1.4;1.4;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;10;0;0;0;0;0;10;10;1.37;0.95;1.3;0.95;2.8;1;0;0.95;0.95;2.2;
1111;Blood +11;1.422;1.422;1.422;1.422;1.44;1;1;1.43;1.43;1.43;1.43;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;11;0;0;0;0;0;11;11;1.422;0.95;1.31;0.95;3;1;0;0.95;0.95;2.32;
1112;Blood +12;1.474;1.474;1.474;1.474;1.48;1;1;1.46;1.46;1.46;1.46;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;12;0;0;0;0;0;12;12;1.474;0.95;1.32;0.95;3.2;1;0;0.95;0.95;2.44;
1113;Blood +13;1.526;1.526;1.526;1.526;1.52;1;1;1.49;1.49;1.49;1.49;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;13;0;0;0;0;0;13;13;1.526;0.95;1.33;0.95;3.4;1;0;0.95;0.95;2.56;
1114;Blood +14;1.578;1.578;1.578;1.578;1.56;1;1;1.52;1.52;1.52;1.52;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;14;0;0;0;0;0;14;14;1.578;0.95;1.34;0.95;3.6;1;0;0.95;0.95;2.68;
1115;Blood +15;1.63;1.63;1.63;1.63;1.6;1;1;1.55;1.55;1.55;1.55;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;15;0;0;0;0;0;15;15;1.63;0.95;1.35;0.95;3.8;1;0;0.95;0.95;2.8;
1116;Blood +16;1.682;1.682;1.682;1.682;1.64;1;1;1.58;1.58;1.58;1.58;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;16;0;0;0;0;0;16;16;1.682;0.95;1.36;0.95;4;1;0;0.95;0.95;2.92;
1117;Blood +17;1.734;1.734;1.734;1.734;1.68;1;1;1.61;1.61;1.61;1.61;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;17;0;0;0;0;0;17;17;1.734;0.95;1.37;0.95;4.2;1;0;0.95;0.95;3.04;
1118;Blood +18;1.786;1.786;1.786;1.786;1.72;1;1;1.64;1.64;1.64;1.64;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;18;0;0;0;0;0;18;18;1.786;0.95;1.38;0.95;4.4;1;0;0.95;0.95;3.16;
1119;Blood +19;1.838;1.838;1.838;1.838;1.76;1;1;1.67;1.67;1.67;1.67;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;19;0;0;0;0;0;19;19;1.838;0.95;1.39;0.95;4.6;1;0;0.95;0.95;3.28;
1120;Blood +20;1.89;1.89;1.89;1.89;1.8;1;1;1.7;1.7;1.7;1.7;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;20;0;0;0;0;0;20;20;1.89;0.95;1.4;0.95;4.8;1;0;0.95;0.95;3.4;
1121;Blood +21;1.942;1.942;1.942;1.942;1.84;1;1;1.74;1.74;1.74;1.74;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;21;0;0;0;0;0;21;21;1.942;0.95;1.41;0.95;5;1;0;0.95;0.95;3.52;
1122;Blood +22;1.994;1.994;1.994;1.994;1.88;1;1;1.78;1.78;1.78;1.78;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;22;0;0;0;0;0;22;22;1.994;0.95;1.42;0.95;5.2;1;0;0.95;0.95;3.64;
1123;Blood +23;2.046;2.046;2.046;2.046;1.92;1;1;1.82;1.82;1.82;1.82;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;23;0;0;0;0;0;23;23;2.046;0.95;1.43;0.95;5.4;1;0;0.95;0.95;3.76;
1124;Blood +24;2.098;2.098;2.098;2.098;1.96;1;1;1.86;1.86;1.86;1.86;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;24;0;0;0;0;0;24;24;2.098;0.95;1.44;0.95;5.6;1;0;0.95;0.95;3.88;
1125;Blood +25;2.15;2.15;2.15;2.15;2;1;1;1.9;1.9;1.9;1.9;0.95;0.95;0.95;0.95;0.95;0.95;1;0.95;1;25;0;0;0;0;0;25;25;2.15;0.95;1.45;0.95;5.8;1;0;0.95;0.95;4;
1200;Occult +0;0.9;0.9;0.9;0.9;1;1;1;0.8;0.8;0.8;0.8;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0.9;1;1;1;1;1;0;1;1;1;
1201;Occult +1;0.954;0.954;0.954;0.954;1.04;1;1;0.84;0.84;0.84;0.84;1;1;1;1;1;1;1;1;1.01;0;0;0;0;0;0;1;1;0.954;1;1.04;1;1;1;0;1;1;1.12;
1202;Occult +2;1.008;1.008;1.008;1.008;1.08;1;1;0.88;0.88;0.88;0.88;1;1;1;1;1;1;1;1;1.01;0;0;0;0;0;0;2;2;1.008;1;1.08;1;1.2;1;0;1;1;1.24;
1203;Occult +3;1.062;1.062;1.062;1.062;1.12;1;1;0.92;0.92;0.92;0.92;1;1;1;1;1;1;1;1;1.02;0;0;0;0;0;0;3;3;1.062;1;1.12;1;1.4;1;0;1;1;1.36;
1204;Occult +4;1.116;1.116;1.116;1.116;1.16;1;1;0.96;0.96;0.96;0.96;1;1;1;1;1;1;1;1;1.02;0;0;0;0;0;0;4;4;1.116;1;1.16;1;1.6;1;0;1;1;1.48;
1205;Occult +5;1.17;1.17;1.17;1.17;1.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.03;0;0;0;0;0;0;5;5;1.17;1;1.2;1;1.8;1;0;1;1;1.6;
1206;Occult +6;1.224;1.224;1.224;1.224;1.24;1;1;1.04;1.04;1.04;1.04;1;1;1;1;1;1;1;1;1.03;0;0;0;0;0;0;6;6;1.224;1;1.24;1;2;1;0;1;1;1.72;
1207;Occult +7;1.278;1.278;1.278;1.278;1.28;1;1;1.08;1.08;1.08;1.08;1;1;1;1;1;1;1;1;1.04;0;0;0;0;0;0;7;7;1.278;1;1.28;1;2.2;1;0;1;1;1.84;
1208;Occult +8;1.332;1.332;1.332;1.332;1.32;1;1;1.12;1.12;1.12;1.12;1;1;1;1;1;1;1;1;1.04;0;0;0;0;0;0;8;8;1.332;1;1.32;1;2.4;1;0;1;1;1.96;
