Row ID;Row Name;lotItemId01;lotItemId02;lotItemId03;lotItemId04;lotItemId05;lotItemId06;lotItemId07;lotItemId08;lotItemCategory01;lotItemCategory02;lotItemCategory03;lotItemCategory04;lotItemCategory05;lotItemCategory06;lotItemCategory07;lotItemCategory08;lotItemBasePoint01;lotItemBasePoint02;lotItemBasePoint03;lotItemBasePoint04;lotItemBasePoint05;lotItemBasePoint06;lotItemBasePoint07;lotItemBasePoint08;cumulateLotPoint01;cumulateLotPoint02;cumulateLotPoint03;cumulateLotPoint04;cumulateLotPoint05;cumulateLotPoint06;cumulateLotPoint07;cumulateLotPoint08;getItemFlagId01;getItemFlagId02;getItemFlagId03;getItemFlagId04;getItemFlagId05;getItemFlagId06;getItemFlagId07;getItemFlagId08;getItemFlagId;cumulateNumFlagId;cumulateNumMax;lotItem_Rarity;lotItemNum01;lotItemNum02;lotItemNum03;lotItemNum04;lotItemNum05;lotItemNum06;lotItemNum07;lotItemNum08;enableLuck01;enableLuck02;enableLuck03;enableLuck04;enableLuck05;enableLuck06;enableLuck07;enableLuck08;cumulateReset01;cumulateReset02;cumulateReset03;cumulateReset04;cumulateReset05;cumulateReset06;cumulateReset07;cumulateReset08;GameClearOffset;canExecByFriendlyGhost;canExecByHostileGhost;PAD1;PAD2
431512020;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512021;[Mausoleum Soldier] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512022;[Mausoleum Soldier] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512023;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512100;[Mausoleum Soldier] Warpick;0;11040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512101;[Mausoleum Soldier] Brass Shield;0;31130000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512102;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512103;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512104;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512105;[Mausoleum Soldier] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512106;[Mausoleum Soldier] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512107;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512200;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512201;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512202;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512203;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512300;[Mausoleum Soldier] Lordsworn's Shield;0;32300000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512301;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512302;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512303;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431512304;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;960;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520000;[Mausoleum Soldier] Lordsworn's Straight Sword;0;2040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520001;[Mausoleum Soldier] Brass Shield;0;31130000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520002;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520003;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520004;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520005;[Mausoleum Soldier] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520006;[Mausoleum Soldier] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520007;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520008;[Mausoleum Soldier] Smithing Stone [2];0;10101;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520009;[Mausoleum Soldier] Smithing Stone [3];0;10102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520015;[Mausoleum Soldier] Lordsworn's Straight Sword;0;2040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520016;[Mausoleum Soldier] Brass Shield;0;31130000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520017;[Mausoleum Soldier] Heavy Crossbow;0;43030000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520018;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520019;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520020;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520021;[Mausoleum Soldier] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520022;[Mausoleum Soldier] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520023;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520024;[Mausoleum Soldier] Smithing Stone [2];0;10101;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520025;[Mausoleum Soldier] Smithing Stone [3];0;10102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520100;[Mausoleum Soldier] Warpick;0;11040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520101;[Mausoleum Soldier] Brass Shield;0;31130000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520102;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520103;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520104;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520105;[Mausoleum Soldier] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520106;[Mausoleum Soldier] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520107;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520108;[Mausoleum Soldier] Smithing Stone [2];0;10101;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520109;[Mausoleum Soldier] Smithing Stone [3];0;10102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520200;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520201;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520202;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520203;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520204;[Mausoleum Soldier] Smithing Stone [2];0;10101;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520205;[Mausoleum Soldier] Smithing Stone [3];0;10102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520300;[Mausoleum Soldier] Lordsworn's Shield;0;32300000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520301;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520302;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520303;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520304;[Mausoleum Soldier] Smithing Stone [1];0;10100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520305;[Mausoleum Soldier] Smithing Stone [2];0;10101;0;0;0;0;0;0;0;1;0;0;0;0;0;0;975;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431520306;[Mausoleum Soldier] Smithing Stone [3];0;10102;0;0;0;0;0;0;0;1;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552000;[Mausoleum Soldier] Lordsworn's Straight Sword;0;2040000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552001;[Mausoleum Soldier] Brass Shield;0;31130000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552002;[Mausoleum Soldier] Mausoleum Surcoat;0;1740100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552003;[Mausoleum Soldier] Mausoleum Gauntlets;0;1740200;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552004;[Mausoleum Soldier] Mausoleum Greaves;0;1740300;0;0;0;0;0;0;0;3;0;0;0;0;0;0;985;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552005;[Mausoleum Soldier] Bolt;0;52000000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;900;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552006;[Mausoleum Soldier] Lordsworn's Bolt;0;52080000;0;0;0;0;0;0;0;2;0;0;0;0;0;0;950;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552007;[Mausoleum Soldier] Smithing Stone [6];0;10105;0;0;0;0;0;0;0;1;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552008;[Mausoleum Soldier] Smithing Stone [7];0;10106;0;0;0;0;0;0;0;1;0;0;0;0;0;0;980;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
431552009;[Mausoleum Soldier] Smithing Stone [8];0;10107;0;0;0;0;0;0;0;1;0;0;0;0;0;0;995;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;
