Row ID,Row Name,AtkParam ID,Projectile FX ID,Impact FX ID,Flick FX ID,Duration,Attenuation Range,Shoot Interval,Gravity: In Range,Gravity: Out of Range,Homing Stop Range,Initial Velocity,Acceleration: In Range,Acceleration: Out of Range,Max Velocity,Min Velocity,Acceleration Duration,Homing Start Distance,Initial Hit Radius,Final Hit Radius,Radius Spread Time,Explosion Delay,Homing Offset Range,Hitbox Duration,External Force,Owner SpEffect ID,Bullet AI,Hit Bullet ID,Target SpEffect ID 0,Target SpEffect ID 1,Target SpEffect ID 2,Target SpEffect ID 3,Target SpEffect ID 4,Bullet Count,Homing Angle,Horizontal Shoot Angle,Shoot Angle - Horizontal Interval,Shoot Angle - Vertical Interval,Damage Falloff: Physical,Damage Falloff: Magic,Damage Falloff: Fire,Damage Falloff: Lightning,Damage Falloff: Stamina,Damage Falloff: Knockback,Vertical Shoot Angle,Lock Shoot Limit Angle,Is Object Penetration,Previous Velocity Direction Rate,Attack Attribute,Effect Attribute,Material Attack Type,Material Attack Material,Material Size,Launch Condition Type,Follow Type: Soulmass,Follow Type: Catalyst,Follow Type: Follow Floor,Emitter Type: Player Feet,Emitter Type: Parent Bullet,Emitter Type: Nearest Enemy Feet,Persistent Attack FX,Continuous Hitbox,Penetrate Map,Hit Both Teams,Use Shared Hit List,Use Multiple Model Points,Attach Effect Type 0,Attach Effect Type 1,Can be Deflected by Magic,Ignore FX On Water Hit,Ignore State Transition On Water Hit,Can Be Deflected By Bullet Deflection,Transfer Effect to Child Bullet,Transfer Speed to Child Bullet,Is Lock Module,Is Search For Target,Is Emitted Bullet,Transfer Duration to Child Bullet,Damage Falloff: Dark Damage,Bullet Hit Type 0,Bullet Hit Type 1,Sp Homing Y Angle,Emitted Bullet - Random Angle XZ,Emitted Bullet - Random Angle Y,Bullet Emitter: Bullet ID,Bullet Emitter: Shoot Interval 1,Bullet Emitter: Initial Shoot Interval,Sp Homing Y Angle For Enemy,Bullet Emitter: Shoot Interval 2,Launch Type,Limit Bullet Param ID,Counter Hit Type,Is Position Hit Bullet,Is Attach Attack SFX,Is Sp Correction 0,Is Sp Correction 1,Is Penetrate Target,Is Sp Correction 2,Is Disable Int Scale,Unk1,Emitter Position Radius,Hit Object ID,Unk2,Unk3,Unk4,Unk5,Unk6,Unk7,Unk8,Unk9,Unk10,Unk11,Unk12a,Unk12b,Unk13,Unk14,Unk15,Unk16a,Unk16b,Unk17,Unk18,Unk19,Unk20,Unk21
10470032,Meteorite,47000,530122,530123,-1,4,20,0,0,0,1,15,0,0,15,15,0,0,0.6,0.6,0,0,3,0.8,0,0,0,10470033,0,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,241,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,20,5,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470033,Meteorite,47001,530123,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-1,0,0,0,0.8,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470040,Meteorite,1,-1,-1,-1,0.2,999,1,0,0,0,10,0,0,10,10,0,0,0.2,0.2,0,0,0,2,0,0,0,10470041,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,70,0,0,0,254,254,254,254,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,10,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.2,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470041,Meteorite,1,-1,-1,-1,0.2,999,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.2,0.2,0,0,0,2,0,0,0,10470042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.2,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470042,Meteorite,47000,530122,530123,-1,4,20,0,0,0,1,15,0,0,15,15,0,0,0.6,0.6,0,0,3,2,0,0,0,10470043,0,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,236,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,30,15,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470043,Meteorite,47001,530123,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-1,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470100,Meteorite of Astel,1,-1,-1,-1,1,30,0.6,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,10470101,0.3,0.9,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470101,Meteorite of Astel,1,-1,-1,-1,0.07,30,0,0,0,0,10,0,0,10,10,0,0,0.1,-1,0,0,0,2,0,0,0,10470102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,254,254,254,254,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.06,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470102,Meteorite of Astel,1,-1,-1,-1,0.2,30,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,10470103,0.1,0.15,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470103,Meteorite of Astel,1,-1,-1,-1,0.07,30,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,2,0,0,0,10470104,0,0,0,0,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.06,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470104,Meteorite of Astel,1,529994,-1,-1,0.1,30,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,2,0,0,0,10470105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.08,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470105,Meteorite of Astel,47010,529992,-1,-1,4,30,0,0,0,0,15,0,30,15,15,0,0,0.6,-1,0.3,0,0,2,0,0,0,10470106,0,0,0,0,0,1,0,-90,0,0,0,0,0,0,0,0,241,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,60,10,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470106,Meteorite of Astel,47011,529993,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.6,0.2,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470110,Meteorite of Astel,1,-1,-1,-1,1,30,0.6,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,10470111,0.3,0.9,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470111,Meteorite of Astel,1,-1,-1,-1,0.07,30,0,0,0,0,10,0,0,10,10,0,0,0.1,-1,0,0,0,2,0,0,0,10470112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,254,254,254,254,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.06,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470112,Meteorite of Astel,1,-1,-1,-1,0.2,30,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,2,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,10470113,0.1,0.15,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470113,Meteorite of Astel,1,-1,-1,-1,0.07,30,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,2,0,0,0,10470114,0,0,0,0,0,1,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.06,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470114,Meteorite of Astel,1,529994,-1,-1,0.1,30,0,0,0,0,0,0,0,0,0,0,0,0.1,-1,0,0,0,2,0,0,0,10470115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.08,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470115,Meteorite of Astel,47010,529992,-1,-1,4,30,0,0,0,0,15,0,30,15,15,0,0,0.6,-1,0.3,0,0,2,0,0,0,10470106,0,0,0,0,0,1,0,90,0,0,0,0,0,0,0,0,241,0,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,60,10,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470120,Meteorite of Astel,1,-1,-1,-1,1,30,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,10470121,0.3,0.9,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470121,Meteorite of Astel,1,-1,-1,-1,0.07,30,0,0,0,0,15,0,0,15,15,0,0,0.1,-1,0,0,0,1,0,0,0,10470122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,254,254,254,254,3,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.06,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470122,Meteorite of Astel,1,529994,-1,-1,0.2,30,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.1,-1,0,0,0,1,0,0,0,10470125,0,0,0,0,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.3,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470125,Meteorite of Astel,47010,529992,-1,-1,4,30,0,0,0,10,15,0,30,15,15,0,0,0.2,0.6,0.3,0,0,1,0,0,0,10470106,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,246,45,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,5,10,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470150,Meteorite of Astel,1,-1,-1,-1,0.2,30,0,0,0,0,7,0,0,7,7,0,0,0.1,-1,0,0,0,0.8,0,0,0,10470122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,254,254,254,254,3,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.2,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470151,Meteorite of Astel,1,-1,-1,-1,0.1,30,0.2,0,0,0,4,0,0,4,4,0,0,0.1,-1,0,0,0,0.8,0,0,0,10470102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,254,254,254,254,3,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.5,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10470152,Meteorite of Astel,1,-1,-1,-1,0.3,30,0.1,0,0,0,4,0,0,4,4,0,0,0.1,-1,0,0,0,0.8,0,0,0,10470112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,254,254,254,254,3,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,-1,0.5,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10471000,Rock Sling,1,-1,-1,-1,0.17,15,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,0,0,0,0,10471003,0,0,0,0,0,1,0,-40,0,0,0,0,0,0,0,0,196,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1103101952,0,0
10471001,Rock Sling,1,-1,-1,-1,0.17,15,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,0,0,0,0,10471004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1102053376,0,0
10471002,Rock Sling,1,-1,-1,-1,0.17,15,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,0,0,0,0,10471005,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,196,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1092616192,0,0
10471003,Rock Sling,79981,530132,-1,-1,0.9,15,0,-3,0,0,2,-0.5,-0.5,2,0.2,0.15,0,0.1,-1,0,0,0,0,0,0,0,10471006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1103626240,0,0
10471004,Rock Sling,79981,530132,-1,-1,0.9,15,0,-3,0,0,2,-0.5,-0.5,2,0.2,0.15,0,0.1,-1,0,0,0,0,0,0,0,10471007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1101004800,0,0
10471005,Rock Sling,79981,530132,-1,-1,0.9,15,0,-3,0,0,2,-0.5,-0.5,2,0.2,0.15,0,0.1,-1,0,0,0,0,0,0,0,10471008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1092616192,0,0
10471006,Rock Sling,1,530132,-1,-1,0.05,20,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.5,-1,0,0,0,0,0,0,0,10471009,0,0,0,0,0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1103626240,0,0
10471007,Rock Sling,1,530132,-1,-1,0.05,20,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.5,-1,0,0,0,0,0,0,0,10471010,0,0,0,0,0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1101004800,0,0
10471008,Rock Sling,1,530132,-1,-1,0.05,20,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.5,-1,0,0,0,0,0,0,0,10471011,0,0,0,0,0,1,999,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1092616192,0,0
10471009,Rock Sling,79982,530132,530133,-1,4.5,20,0,0,24,0.5,10,5,0,20,10,0.5,1,0.5,-1,0,0,0,0,0,0,0,10471012,0,0,0,0,0,1,70,-30,0,0,0,0,0,0,0,0,5,90,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1103626240,0,0
10471010,Rock Sling,79982,530132,530133,-1,4.5,20,0,0,22,0.5,10,5,0,20,10,0.5,0.6,0.5,-1,0,0,0,0,0,0,0,10471012,0,0,0,0,0,1,50,-20,0,0,0,0,0,0,0,0,2,90,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1101004800,0,0
10471011,Rock Sling,79982,530132,530133,-1,4.5,20,0,0,10,0.2,10,5,0,20,10,0.5,0.1,0.5,-1,0,0,0,0,0,0,0,10471012,0,0,0,0,0,1,30,-12,0,0,0,0,0,0,0,0,255,90,0,0,254,254,254,254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1092616192,0,0
10471012,Rock Sling,47100,-1,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,3,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0
10471050,Rock Sling,1,-1,-1,-1,0.17,15,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,0,0,0,0,10471053,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,196,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1103101952,0,0
10471051,Rock Sling,1,-1,-1,-1,0.17,15,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,0,0,0,0,10471054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,191,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1102053376,0,0
10471052,Rock Sling,1,-1,-1,-1,0.17,15,0,0,0,0,20,0,0,20,20,0,0,0.1,-1,0,0,0,0,0,0,0,10471055,0,0,0,0,0,1,0,-40,0,0,0,0,0,0,0,0,196,0,0,0,254,254,254,254,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1092616192,0,0
10471053,Rock Sling,79981,530132,-1,-1,0.9,15,0,-3,0,0,2,-0.5,-0.5,2,0.2,0.15,0,0.1,-1,0,0,0,0,0,0,0,10471056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1103626240,0,0
10471054,Rock Sling,79981,530132,-1,-1,0.9,15,0,-3,0,0,2,-0.5,-0.5,2,0.2,0.15,0,0.1,-1,0,0,0,0,0,0,0,10471057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,254,254,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,True,False,False,False,False,False,False,True,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,1101004800,0,0
