Row ID;Row Name;Unk0;Logic ID;Battle Goal ID;Unk1;Unk2;Unk3;Unk4;Retreat Time after NPC Wall Collision;Goal ID - To Caution (Sound);Animation ID - Attack Cannot Move;Goal ID - To Find (Sight);Call Help - Action Animation ID;Call Help - Call Action ID;Distance - Sight;Distance - Listen;Listen - Sound Cut Distance;Distance - Sense;Retreat Home - Max Distance;Retreat Home - Distance;Retreat Home - Battle Distance;Non-Battle Act Life;Retreat Home - Look for Target Time;Retreat Home - Look for Target Distance;Target - Sight Forget Time;Target - Listen Forget Time;Battle - Start Distance;Call Help - My Peer ID;Call Help - Call Peer ID;Target System - Damage Effect Rate;Team Attack Effectivity;Sight - Angle X;Sight - Angle Y;State 0;State 1;Call Help - Valid Target Min Distance;Call Help - Valid Target Range;Call Help - Forget Time by Arrival;Call Help - Min Wait Time;Call Help - Max Wait Time;Goal Action - To Caution (Sound);Goal Action - To Find (Sight);Call Help - Reply Behavior Type;Ignore Navmesh;Skip Arrival Visibility Check;Think Attribute - Do Admirer;Navigation - Edge;Navigation - Large Space;Navigation - Ladder;Navigation - Hole;Navigation - Door;Navigation - Ignore Navmesh Wall;Navigation - Ordinary Edge;Navigation - Reserve;Sight Distance (Dark);Battle - Start Distance (Dark);Sight Distance (Pitch Dark);Battle - Start Distance (Pitch Dark);Platoon - Reply Time;Platoon - Reply Add Random Time;Sight - Back Offset Distance;Sight - Begin Distance;Target Arrival Distance;Point Arrival Distance;Change State Action - To Find;Change State Action - To Caution;Change State Action - To Battle;Goal Action - To Disappear;Disable Local Steering;Act Type On Failed Path;Interest Category;Goal Action - To Interest;Unk5;Listen - Angle X;Listen - Angle Y;Change State Action - To Interest;Change State Action - to Normal;Unk6;Unk7;Unk8;Unk11;Unk12;Unk13;Unk14;Unk15;Unk16;Unk17;Unk18;Unk19;Unk20;Unk21;Unk22;Unk23;Unk24;Unk25;Unk26;Unk27
41920000;Scarab;0;419000;419200;67108864;-1;5;8;0;500;6000;30;-1;99999999;30;0;0;0;9999;9999;9999;1;7;12;0;16256;30;0;0;100;0;50;135;0;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;600;-1;512;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42000000;Giant Bat;0;10000;420000;68419592;-1;2;2;5;8;3011;0.1;0;0;10;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;30;90;130;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;420000;420001;420100;420101;420102;-1;-1;-1;-1;-1;-1;-1;-1
42000001;;0;10000;420000;68419592;-1;2;2;5;8;3011;0.1;0;0;10;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;30;90;130;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;420000;420001;420100;420101;420102;-1;-1;-1;-1;-1;-1;-1;-1
42000100;Giant Bat;0;10000;420000;68419604;-1;2;2;5;8;3011;0.1;0;0;10;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;30;90;130;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;420000;420001;420100;420101;420102;-1;-1;-1;-1;-1;-1;-1;-1
42000200;Giant Bat;0;10000;420000;68419592;-1;2;2;5;999;3011;0.1;0;0;10;0;0;0;250;210;200;1;7;12;0;16448;20;0;0;100;30;90;130;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;-1;16842752;65537;999;-1;66048;0;420000;420001;420100;420101;420102;-1;-1;-1;-1;-1;-1;-1;-1
42010000;Bat Harpy;0;10000;420100;67436552;-1;5;8;5;8;3020;0.1;0;0;10;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;30;90;130;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;420000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42011000;Bat Harpy;0;10000;420100;67436552;-1;5;8;5;8;3020;0.1;0;0;10;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;30;90;130;1;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;420000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42100000;Warhawk;0;421000;421000;67108872;-1;5;8;5;8;3000;0.1;0;0;16;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;60;90;100;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42100050;;0;421000;421000;67108869;-1;5;8;5;8;3000;0.1;0;0;50;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;60;90;100;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42100100;Warhawk;0;421000;421000;67108874;-1;5;8;5;8;3000;0.1;0;0;60;0;0;0;85;30;12;1;7;12;0;16448;20;0;0;100;60;90;100;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42100200;Warhawk;0;421000;421000;67108872;-1;5;8;5;8;3000;0.1;0;0;16;0;0;0;30;30;12;1;7;12;0;16448;20;0;0;100;60;90;100;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;5;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42200000;Giant Land Octopus;0;422000;422000;196608;-1;2;2;5;8;3000;0.1;0;0;27;0;0;0;85;30;20;1;7;12;0;16448;25;0;0;100;80;45;30;0;0;0;0;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;-1;33619968;131072;2;3030;512;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42300000;Small Land Octopus;0;10000;423000;67174400;-1;2;2;5;8;3000;0.1;0;0;16;0;0;0;85;30;12;1;7;12;0;16448;12;0;0;100;30;35;15;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;False;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;2;-1;33619968;131072;2;-1;512;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42400000;Giant Fingercreeper;0;424000;424000;655365;-1;3;5;5;8;3000;0.1;-1;-1;20;0;0;2;85;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42400020;Giant Fingercreeper;0;424000;424000;655370;-1;3;5;5;8;3000;0.1;-1;-1;40;0;0;2;85;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42400050;;0;424000;424000;655365;-1;3;5;5;8;3000;0.1;-1;-1;20;0;0;2;85;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;1;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42400100;Giant Fingercreeper;0;424000;424000;655364;-1;3;5;5;8;3000;0.1;-1;-1;30;0;0;2;85;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42400900;;0;424000;424000;655365;-1;3;5;5;8;3000;4;-1;-1;40;0;0;2;85;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42410000;Giant Fingercreeper;0;424000;424000;655368;-1;3;5;5;8;3000;0.1;-1;-1;32;0;0;2;100;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42410050;;0;424000;424000;655368;-1;3;5;5;8;3000;0.1;-1;-1;32;0;0;2;100;30;20;3;7;50;0;16512;20;0;0;100;80;30;62;1;0;5;15;0;0;0;1;128;0;1;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42500000;Small Fingercreeper;0;10000;425000;67436546;-1;3;5;5;8;3001;0.1;-1;-1;16;0;0;0;85;30;12;3;7;50;0;16512;40;0;0;100;30;30;62;1;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42600000;Burial Watchdog;0;10000;426000;67174401;-1;3;5;5;999;3010;0.1;-1;-1;32;0;0;0;85;30;20;1;7;12;-16384;17529;40;0;0;100;100;60;180;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;999;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42600200;;0;10000;426000;67174401;-1;3;5;5;8;3010;0.1;-1;-1;20;0;0;0;85;30;20;1;7;12;0;16448;40;0;0;100;100;60;60;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;5;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42600900;;0;10000;426000;67174401;-1;3;5;5;999;3010;0.1;-1;-1;32;0;0;0;85;30;20;1;7;12;-16384;17529;40;0;0;100;0;60;180;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;-1;0;0;999;-1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42601000;Burial Watchdog;0;10000;426010;67174401;-1;3;5;5;999;3010;0.1;-1;-1;32;0;0;0;85;30;20;1;7;12;-16384;17529;40;0;0;100;100;60;180;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;-1;0;0;999;3008;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42601010;;0;10000;426010;67174401;-1;3;5;5;999;3010;0.1;-1;-1;32;0;0;0;85;30;20;1;7;12;-16384;17529;40;0;0;100;0;60;180;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;-1;0;0;999;3008;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42601100;Burial Watchdog;0;10000;426010;67174401;-1;3;5;5;999;3010;0.1;-1;-1;60;0;0;0;85;30;20;1;7;12;-16384;17529;60;0;0;100;100;60;180;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;-1;0;0;999;3008;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42601200;;0;10000;426010;67174401;-1;3;5;5;8;3010;0.1;-1;-1;20;0;0;0;85;30;20;1;7;12;0;16448;40;0;0;100;100;60;60;1;0;5;15;0;0;0;0;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;-1;0;0;5;3008;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42700000;Lion Guardian;0;10000;427000;65537;-1;3;5;5;12;3001;0.1;-1;-1;32;0;0;0;100;30;20;3;7;12;0;16512;40;0;0;100;100;60;60;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;-1;33619968;131073;8;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42700040;Lion Guardian;0;10000;427000;65537;-1;3;5;5;12;3001;0.1;-1;-1;32;0;0;0;65;30;20;3;7;12;0;16512;40;0;0;100;100;60;60;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;-1;33619968;131073;8;-1;16843264;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42700100;;0;10000;427000;65537;-1;3;5;5;12;3001;0.1;-1;-1;32;0;0;0;50;30;20;3;7;12;0;16512;40;0;0;100;100;60;60;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;-1;33619968;131073;8;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42701000;Lion Guardian;0;10000;427000;65537;-1;3;5;5;12;3001;0.1;-1;-1;32;0;0;0;100;30;20;3;7;12;0;16512;40;0;0;100;100;60;60;1;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;-1;33619968;131073;8;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42702000;;0;10000;427000;65537;-1;3;5;5;12;3001;0.1;-1;-1;32;0;0;0;100;30;20;3;7;12;0;16512;40;0;0;100;100;60;60;1;0;5;15;0;0;0;1;128;0;1;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;2;-1;33619968;131073;8;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42800000;Giant Ant;0;10000;428000;67174401;-1;3;5;5;8;3000;0.1;-1;-1;16;0;0;0;85;30;12;200;200;200;0;16672;40;0;0;100;35;60;60;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;-1;33619968;131073;10;3005;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42800100;Giant Ant;0;10000;428000;67174401;-1;3;5;5;8;3000;0.1;-1;-1;10;0;0;0;85;30;12;200;200;200;0;16672;40;0;0;100;35;30;30;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;-1;33619968;131073;10;3005;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42800200;Giant Ant;0;10000;428000;67174401;-1;3;5;5;8;3000;0.1;-1;-1;16;0;0;0;20;10;5;200;200;200;0;16672;40;0;0;100;35;60;60;1;0;5;15;0;0;0;1;128;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;-1;33619968;131073;10;3005;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42801000;;0;10000;428000;67174400;-1;3;5;5;8;3000;0;-1;-1;10;0;0;0;85;30;12;200;200;200;0;16672;40;0;0;100;35;30;30;1;0;5;15;0;0;0;0;0;0;0;0;0;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-1;0;1;10;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42900000;Bloodhound Knight;0;10000;429000;67174401;-1;3;5;5;8;3005;0.1;-1;-1;20;0;0;0;85;30;20;3;7;50;0;16512;40;0;0;100;100;60;60;0;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42900010;Bloodhound Knight;0;10000;429000;67174401;-1;3;5;5;8;3005;0.1;-1;-1;20;0;0;0;85;30;20;3;7;50;0;16512;40;0;0;100;0;60;60;0;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42900011;;0;10000;429000;67174401;-1;3;5;5;8;3005;0.1;-1;-1;20;0;0;0;85;30;20;3;7;50;0;16512;40;0;0;100;0;60;60;0;0;5;15;0;0;0;3;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;-1;50528256;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42900020;Bloodhound Knight;0;10000;429000;67174401;-1;3;5;5;8;3005;0.1;-1;-1;40;0;0;0;85;30;20;3;7;50;0;16512;40;0;0;100;100;60;60;0;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42900030;;0;10000;429000;67174401;-1;3;5;5;9999;3005;0.1;-1;-1;70;0;0;0;9999;9999;9999;3;7;50;15360;17948;40;0;0;100;100;90;180;1;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-1;33619968;131073;9999;-1;16843264;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42900100;Bloodhound Knight;0;10000;429000;67174401;-1;3;5;5;8;3005;0.1;-1;-1;20;0;0;0;85;30;20;3;7;50;0;16512;40;0;0;100;100;60;60;1;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-1;33619968;131073;2;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
42909000;Bloodhound Knight;0;10000;429000;67174401;-1;3;5;5;9999;3005;0.1;-1;-1;70;0;0;0;9999;9999;9999;3;7;50;15360;17948;40;0;0;100;100;90;180;1;0;5;15;0;0;0;1;128;0;0;0;1;True;True;False;False;False;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-1;33619968;131073;9999;-1;66048;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
43000000;Wandering Noble;0;430000;430000;67436549;-1;2;2;5;8;3000;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43000006;Wandering Noble;0;430000;430000;67436549;-1;2;2;5;8;3000;0.1;0;0;8;0;0;0;7;5;4;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43000010;Wandering Noble;0;430000;430000;67436549;-1;2;2;5;8;3000;0.1;0;0;15;0;0;0;7;5;4;1;7;12;0;16448;21;0;0;100;20;40;60;0;0;0;0;0;0;0;1;10;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43000100;Wandering Noble;0;430000;430000;67436549;-1;2;2;5;8;3000;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43000500;;0;430000;430000;67436549;-1;2;2;5;8;3000;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16544;15;0;0;100;20;40;60;0;0;0;0;0;0;0;0;128;0;0;0;1;True;True;True;False;True;False;False;False;-1;-1;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;0;0;2;-1;512;0;450001;430002;430003;430004;430000;-1;-1;-1;-1;-1;-1;-1;20020
43000800;Wandering Noble;0;430000;430000;67436549;-1;2;2;5;8;3000;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43001000;Wandering Noble;0;430000;430010;67436549;-1;2;2;5;8;3008;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43001500;;0;430000;430010;67436549;-1;2;2;5;8;3008;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16544;15;0;0;100;20;40;60;0;0;0;0;0;0;0;0;128;0;0;0;1;True;True;True;False;True;False;False;False;-1;-1;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;0;0;2;-1;512;0;450001;430002;430003;430004;-1;-1;-1;-1;-1;-1;-1;-1;20020
43001800;Wandering Noble;0;430000;430010;67436549;-1;2;2;5;8;3008;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;-1;33619968;131072;2;-1;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43002000;Wandering Noble;0;430000;430020;67436549;-1;2;2;5;8;3002;0.1;0;0;8;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131072;2;3000;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;20020
43002010;Wandering Noble;0;430000;430020;67436549;-1;2;2;5;8;-1;0.1;0;0;100;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131072;2;3000;512;0;450001;430000;430001;430002;-1;-1;-1;-1;-1;-1;-1;-1;-1
43002110;Wandering Noble;0;430000;430020;67436549;-1;2;2;5;8;-1;0.1;0;0;100;0;0;0;85;30;12;1;7;12;0;16448;15;0;0;100;20;40;60;0;0;0;0;0;0;0;1;128;0;0;0;1;True;True;True;False;True;False;False;False;5;0;35;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;-1;33619968;131072;2;3000;512;0;450001;430000;430001;430002;431001;-1;-1;-1;-1;-1;-1;-1;-1
