Row ID;Row Name;disableParam_NT;msgId;voiceId;spEffectId0;motionId0;spEffectId1;motionId1;returnPos;reactionId;eventId;msgId_female;voiceId_female;lipSyncStart;lipSyncTime;timeout;talkAnimationId;isForceDisp
31000200;I understand.;0;310002000;310002000;-1;-1;-1;-1;0;-1;-1;310002000;310002000;0;-1;-1;-1;0;
31000201;I fear some of the castle's servants are still prowling nearby.;0;310002010;310002010;-1;-1;-1;-1;0;-1;-1;310002010;310002010;0;-1;-1;-1;0;
31000202;Do take care on the road. I pray your journey comes to fruition.;0;310002020;310002020;-1;-1;-1;-1;0;-1;-1;310002020;310002020;0;-1;-1;-1;0;
31000203;And if you happen to change your mind...;0;310002030;310002030;-1;-1;-1;-1;0;-1;-1;310002030;310002030;0;-1;-1;-1;0;
31000204;Please come to see me again.;0;310002040;310002040;-1;-1;-1;-1;0;-1;-1;310002040;310002040;0;-1;-1;-1;0;
31000300;Hello? Is somebody there?;0;310003000;310003000;-1;-1;-1;-1;0;-1;-1;310003000;310003000;0;-1;-1;-1;0;
31000301;Ah, you're the one from before, aren't you?;0;310003010;310003010;-1;-1;-1;-1;0;-1;-1;310003010;310003010;0;-1;-1;-1;0;
31000302;Please, I implore you.;0;310003020;310003020;-1;-1;-1;-1;0;-1;-1;310003020;310003020;0;-1;-1;-1;0;
31000303;Would you mind taking a letter to my father, at the castle?;0;310003030;310003030;-1;-1;-1;-1;0;-1;-1;310003030;310003030;0;-1;-1;-1;0;
31000304;My sole wish is that he escape,;0;310003040;310003040;-1;-1;-1;-1;0;-1;-1;310003040;310003040;0;-1;-1;-1;0;
31000305;Please...I just need him to be safe...;0;310003050;310003050;-1;-1;-1;-1;0;-1;-1;310003050;310003050;0;-1;-1;-1;0;
31000400;Thank you, dearly.;0;310004000;310004000;-1;-1;-1;-1;0;-1;-1;310004000;310004000;0;-1;-1;-1;0;
31000401;Then please, take this.;0;310004010;310004010;-1;-1;-1;-1;0;-1;-1;310004010;310004010;0;-1;-1;90200;0;
31000450;Deliver it to my father, who remains in the castle, if you please.;0;310004030;310004030;-1;-1;-1;-1;0;-1;-1;310004030;310004030;0;-1;-1;-1;0;
31000500;Please, if you wouldn't mind. Deliver the letter to my father at the castle.;0;310005000;310005000;-1;-1;-1;-1;0;-1;-1;310005000;310005000;0;-1;-1;-1;0;
31000501;He can be stubborn, but I'm sure he'll come around.;0;310005010;310005010;-1;-1;-1;-1;0;-1;-1;310005010;310005010;0;-1;-1;-1;0;
31000600;I...I fear for father's life.;0;310006000;310006000;-1;-1;-1;-1;0;-1;-1;310006000;310006000;0;-1;-1;-1;0;
31000601;The servants are full wroth. Filled with hatred for every one of us.;0;310006010;310006010;-1;-1;-1;-1;0;-1;-1;310006010;310006010;0;-1;-1;-1;0;
31000602;They've since come for every one of the companions I escaped with.;0;310006020;310006020;-1;-1;-1;-1;0;-1;-1;310006020;310006020;0;-1;-1;-1;0;
31000603;I fear it's no different at Castle Morne...;0;310006030;310006030;-1;-1;-1;-1;0;-1;-1;310006030;310006030;0;-1;-1;-1;0;
31000604;Please, I implore you.;0;310006040;310006040;-1;-1;-1;-1;0;-1;-1;310006040;310006040;0;-1;-1;-1;0;
31000605;Would you mind taking a letter to my father, at the castle?;0;310006050;310006050;-1;-1;-1;-1;0;-1;-1;310006050;310006050;0;-1;-1;-1;0;
31000606;My sole wish is that he escape,;0;310006060;310006060;-1;-1;-1;-1;0;-1;-1;310006060;310006060;0;-1;-1;-1;0;
31000607;Please...I just want him to be safe...;0;310006070;310006070;-1;-1;-1;-1;0;-1;-1;310006070;310006070;0;-1;-1;-1;0;
31001000;Hello? Is someone there?;0;310010000;310010000;-1;-1;-1;-1;0;-1;-1;310010000;310010000;0;-1;-1;-1;0;
31001001;My name is Hyetta, and I'm journeying in search of the distant light.;0;310010010;310010010;-1;-1;-1;-1;0;-1;-1;310010010;310010010;0;-1;-1;-1;0;
31001002;If I might be so bold as to ask...;0;310010020;310010020;-1;-1;-1;-1;0;-1;-1;310010020;310010020;0;-1;-1;-1;0;
31001003;Would you donate any Shabriri grapes in your possession to me?;0;310010030;310010030;-1;-1;-1;-1;0;-1;-1;310010030;310010030;0;-1;-1;-1;0;
31001004;My eyesight has been weak since birth, you see.;0;310010040;310010040;-1;-1;-1;-1;0;-1;-1;310010040;310010040;0;-1;-1;-1;0;
31001005;But when I eat one of those grapes, I can feel a distant light;0;310010050;310010050;-1;-1;-1;-1;0;-1;-1;310010050;310010050;0;-1;-1;-1;0;
31001006;It will lead me, to my true duty, as a Finger Maiden.;0;310010070;310010070;-1;-1;-1;-1;0;-1;-1;310010070;310010070;0;-1;-1;-1;0;
31001100;Hello? Is someone there?;0;310011000;310011000;-1;-1;-1;-1;0;-1;-1;310011000;310011000;0;-1;-1;-1;0;
31001101;Would you donate any Shabriri grapes in your possession to me?;0;310011010;310011010;-1;-1;-1;-1;0;-1;-1;310011010;310011010;0;-1;-1;-1;0;
31001102;I'm on a pilgrimage in search of the distant light.;0;310011020;310011020;-1;-1;-1;-1;0;-1;-1;310011020;310011020;0;-1;-1;-1;0;
31001103;And when I eat one of those grapes, I can feel the light;0;310011030;310011030;-1;-1;-1;-1;0;-1;-1;310011030;310011030;0;-1;-1;-1;0;
31001200;Oh, many thanks to you.;0;310012000;310012000;-1;-1;-1;-1;0;-1;-1;310012000;310012000;0;-1;-1;-1;0;
31001201;Now I can feel the distant light once more.;0;310012010;310012010;-1;-1;-1;-1;0;-1;-1;310012010;310012010;0;-1;-1;-1;0;
31001202;You are most kind, indeed.;0;310012020;310012020;-1;-1;-1;-1;0;-1;-1;310012020;310012020;0;-1;-1;-1;0;
31001203;May the blessing of the Fingers be upon you.;0;310012030;310012030;-1;-1;-1;-1;0;-1;-1;310012030;310012030;0;-1;-1;-1;0;
31001300;You're not like the others who give me grapes, are you...;0;310013000;310013000;-1;-1;-1;-1;0;-1;-1;310013000;310013000;0;-1;-1;-1;0;
31001301;They rest their trembling hands upon me.;0;310013010;310013010;-1;-1;-1;-1;0;-1;-1;310013010;310013010;0;-1;-1;-1;0;
31001302;Howling wordlessly, they gently stroke my eyes.;0;310013020;310013020;-1;-1;-1;-1;0;-1;-1;310013020;310013020;0;-1;-1;-1;0;
31001303;Their frail fingers, emaciated... Yet still, they give me the grapes.;0;310013030;310013030;-1;-1;-1;-1;0;-1;-1;310013030;310013030;0;-1;-1;-1;0;
31001304;But you...seem somehow...firmer.;0;310013040;310013040;-1;-1;-1;-1;0;-1;-1;310013040;310013040;0;-1;-1;-1;0;
31001400;Oh, many thanks to you.;0;310014000;310014000;-1;-1;-1;-1;0;-1;-1;310014000;310014000;0;-1;-1;-1;0;
31001401;Now I can feel the distant light once more.;0;310014010;310014010;-1;-1;-1;-1;0;-1;-1;310014010;310014010;0;-1;-1;-1;0;
31001402;That aside, I wonder what Shabriri grapes really are?;0;310014020;310014020;-1;-1;-1;-1;0;-1;-1;310014020;310014020;0;-1;-1;-1;0;
31001403;Delectably tender and sweet, yet searing...;0;310014030;310014030;-1;-1;-1;-1;0;-1;-1;310014030;310014030;0;-1;-1;-1;0;
31001404;What a sight they must be to behold.;0;310014040;310014040;-1;-1;-1;-1;0;-1;-1;310014040;310014040;0;-1;-1;-1;0;
31001500;N-No... That's not possible...;0;310015000;310015000;-1;-1;-1;-1;0;-1;-1;310015000;310015000;0;-1;-1;-1;0;
31001501;Not all of those people... Their own...;0;310015010;310015010;-1;-1;-1;-1;0;-1;-1;310015010;310015010;0;-1;-1;-1;0;
31001502;So those noises I heard were...;0;310015020;310015020;-1;-1;-1;-1;0;-1;-1;310015020;310015020;0;-1;-1;-1;0;
31001503;...;0;310015030;310015030;-1;-1;-1;-1;0;-1;-1;310015030;310015030;-1;-1;-1;90204;0;
31001504;<retching>;0;310015040;310015040;-1;-1;-1;-1;0;-1;-1;310015040;310015040;-1;-1;-1;-1;0;
31001505;Sorry... I'm alright now.;0;310015050;310015050;-1;-1;-1;-1;0;-1;-1;310015050;310015050;0;-1;-1;-1;0;
31001506;Don't mind me...;0;310015060;310015060;-1;-1;-1;-1;0;-1;-1;310015060;310015060;0;-1;-1;-1;0;
31001600;...;0;310016000;310016000;-1;-1;-1;-1;0;-1;-1;310016000;310016000;-1;-1;-1;-1;0;
31001700;Ah, is that you over there?;0;310017000;310017000;-1;-1;-1;-1;0;-1;-1;310017000;310017000;0;-1;-1;-1;0;
31001701;I've gleaned something very important indeed, thanks to you.;0;310017010;310017010;-1;-1;-1;-1;0;-1;-1;310017010;310017010;0;-1;-1;-1;0;
31001702;The reason why it was eyes I had to eat.;0;310017020;310017020;-1;-1;-1;-1;0;-1;-1;310017020;310017020;0;-1;-1;-1;0;
31001703;The distant light is far and frail.;0;310017030;310017030;-1;-1;-1;-1;0;-1;-1;310017030;310017030;0;-1;-1;-1;0;
31001704;So faint it can't be seen by the naked eye.;0;310017040;310017040;-1;-1;-1;-1;0;-1;-1;310017040;310017040;0;-1;-1;-1;0;
31001705;But with everyone's eyes together, it appears.;0;310017050;310017050;-1;-1;-1;-1;0;-1;-1;310017050;310017050;0;-1;-1;-1;0;
31001706;Finally, it all makes sense.;0;310017060;310017060;-1;-1;-1;-1;0;-1;-1;310017060;310017060;0;-1;-1;-1;0;
31001707;I'm certain now. I will be a Finger Maiden.;0;310017070;310017070;-1;-1;-1;-1;0;-1;-1;310017070;310017070;0;-1;-1;-1;0;
31001900;You are most kind, indeed.;0;310019000;310019000;-1;-1;-1;-1;0;-1;-1;310019000;310019000;0;-1;-1;-1;0;
31001901;May the blessing of the Fingers be upon you.;0;310019010;310019010;-1;-1;-1;-1;0;-1;-1;310019010;310019010;0;-1;-1;-1;0;
31002000;You are most kind, indeed.;0;310020000;310020000;-1;-1;-1;-1;0;-1;-1;310020000;310020000;0;-1;-1;-1;0;
31002001;May the blessing of the Fingers be upon you.;0;310020010;310020010;-1;-1;-1;-1;0;-1;-1;310020010;310020010;0;-1;-1;-1;0;
31002100;I wonder, what are Shabriri grapes?;0;310021000;310021000;-1;-1;-1;-1;0;-1;-1;310021000;310021000;0;-1;-1;-1;0;
31002101;Delectably tender and sweet, yet searing...;0;310021010;310021010;-1;-1;-1;-1;0;-1;-1;310021010;310021010;0;-1;-1;-1;0;
31002102;What a sight they must be to behold.;0;310021020;310021020;-1;-1;-1;-1;0;-1;-1;310021020;310021020;0;-1;-1;-1;0;
31002200;I apologise. You only did as I asked.;0;310022000;310022000;-1;-1;-1;-1;0;-1;-1;310022000;310022000;0;-1;-1;-1;0;
31002201;I'll be fine. Think no more of it.;0;310022010;310022010;-1;-1;-1;-1;0;-1;-1;310022010;310022010;0;-1;-1;-1;0;
31002300;I've gleaned something very important indeed, thanks to you.;0;310023000;310023000;-1;-1;-1;-1;0;-1;-1;310023000;310023000;0;-1;-1;-1;0;
31002301;I'm certain now. I will be a Finger Maiden.;0;310023010;310023010;-1;-1;-1;-1;0;-1;-1;310023010;310023010;0;-1;-1;-1;0;
31003000;Oh hello, is that you over there?;0;310030000;310030000;-1;-1;-1;-1;0;-1;-1;310030000;310030000;0;-1;-1;-1;0;
31003001;Have you ever heard of fingerprint grapes?;0;310030010;310030010;-1;-1;-1;-1;0;-1;-1;310030010;310030010;0;-1;-1;-1;0;
31003002;They're special grapes which only grow on those;0;310030020;310030020;-1;-1;-1;-1;0;-1;-1;310030020;310030020;0;-1;-1;-1;0;
31003003;I would truly love to try one...;0;310030030;310030030;-1;-1;-1;-1;0;-1;-1;310030030;310030030;0;-1;-1;-1;0;
31003004;The distant light seems far closer than before,;0;310030040;310030040;-1;-1;-1;-1;0;-1;-1;310030040;310030040;0;-1;-1;-1;0;
31003005;But I can't sense a thing from the usual grapes anymore...;0;310030050;310030050;-1;-1;-1;-1;0;-1;-1;310030050;310030050;0;-1;-1;-1;0;
31003006;Please, could you donate a fingerprint grape to me?;0;310030060;310030060;-1;-1;-1;-1;0;-1;-1;310030060;310030060;0;-1;-1;-1;0;
31003007;Without one I don't know, I feel like I might go mad.;0;310030070;310030070;-1;-1;-1;-1;0;-1;-1;310030070;310030070;0;-1;-1;-1;0;
31003100;Oh, Oh!;0;310031000;310031000;-1;-1;-1;-1;0;-1;-1;310031000;310031000;0;-1;-1;-1;0;
31003101;A fingerprint grape, tried and true, what a wondrous thing! A fingerprint grape!;0;310031010;310031010;-1;-1;-1;-1;0;-1;-1;310031010;310031010;0;-1;-1;-1;0;
31003102;Ohh, how sweet, yet, how it burns...;0;310031020;310031020;-1;-1;-1;-1;0;-1;-1;310031020;310031020;0;-1;-1;-1;0;
31003103;Thank you. I've composed myself again.;0;310031030;310031030;-1;-1;-1;-1;0;-1;-1;310031030;310031030;0;-1;-1;-1;0;
31003104;May the blessing of the Fingers be upon you.;0;310031040;310031040;-1;-1;-1;-1;0;-1;-1;310031040;310031040;0;-1;-1;-1;0;
31003200;Oh, that's right.;0;310032000;310032000;-1;-1;-1;-1;0;-1;-1;310032000;310032000;0;-1;-1;-1;0;
31003201;...Might I ask a boon of you?;0;310032010;310032010;-1;-1;-1;-1;0;-1;-1;310032010;310032010;0;-1;-1;90201;0;
31003202;Look after this for me, if you please.;0;310032020;310032020;-1;-1;-1;-1;0;-1;-1;310032020;310032020;0;-1;-1;90201;0;
31003250;It's been so long, I don't know how I came upon it,;0;310032030;310032030;-1;-1;-1;-1;0;-1;-1;310032030;310032030;0;-1;-1;-1;0;
31003251;Now I'm to be a Maiden though, it'll never find its way home.;0;310032040;310032040;-1;-1;-1;-1;0;-1;-1;310032040;310032040;0;-1;-1;-1;0;
31003252;Which is why I'd like you to have it.;0;310032050;310032050;-1;-1;-1;-1;0;-1;-1;310032050;310032050;0;-1;-1;-1;0;
31003253;It must be very, very precious indeed.;0;310032060;310032060;-1;-1;-1;-1;0;-1;-1;310032060;310032060;0;-1;-1;-1;0;
31003300;They're special grapes which only grow on those;0;310033000;310033000;-1;-1;-1;-1;0;-1;-1;310033000;310033000;0;-1;-1;-1;0;
31003301;Please, could you donate a fingerprint grape to me?;0;310033010;310033010;-1;-1;-1;-1;0;-1;-1;310033010;310033010;0;-1;-1;-1;0;
31003302;Without one I don't know, I feel like I might go mad.;0;310033020;310033020;-1;-1;-1;-1;0;-1;-1;310033020;310033020;0;-1;-1;-1;0;
31003400;Thank you from the bottom of my heart.;0;310034000;310034000;-1;-1;-1;-1;0;-1;-1;310034000;310034000;0;-1;-1;-1;0;
31003401;I'm sure I'll be a Finger Maiden.;0;310034010;310034010;-1;-1;-1;-1;0;-1;-1;310034010;310034010;0;-1;-1;-1;0;
31004000;Ah, so you're here as well, are you?;0;310040000;310040000;-1;-1;-1;-1;0;-1;-1;310040000;310040000;0;-1;-1;-1;0;
31004001;...I realised as we've talked.;0;310040010;310040010;-1;-1;-1;-1;0;-1;-1;310040010;310040010;0;-1;-1;-1;0;
31004002;I'll be a Maiden, and you... Surely, a Lord.;0;310040020;310040020;-1;-1;-1;-1;0;-1;-1;310040020;310040020;0;-1;-1;-1;0;
31004003;Go to the door ahead, after divesting yourself of your possessions.;0;310040030;310040030;-1;-1;-1;-1;0;-1;-1;310040030;310040030;0;-1;-1;-1;0;
31004004;It will surely open, and the Three Fingers will welcome you.;0;310040040;310040040;-1;-1;-1;-1;0;-1;-1;310040040;310040040;0;-1;-1;-1;0;
31004005;May the flame of chaos find purchase within you.;0;310040050;310040050;-1;-1;-1;-1;0;-1;-1;310040050;310040050;0;-1;-1;-1;0;
31004100;Go to the door ahead, after divesting yourself of your possessions.;0;310041000;310041000;-1;-1;-1;-1;0;-1;-1;310041000;310041000;0;-1;-1;-1;0;
31004101;It will surely open, and the Three Fingers will welcome you.;0;310041010;310041010;-1;-1;-1;-1;0;-1;-1;310041010;310041010;0;-1;-1;-1;0;
31005000;Ahh, the flame of chaos has nestled within you.;0;310050000;310050000;-1;-1;-1;-1;0;-1;-1;310050000;310050000;0;-1;-1;-1;0;
31005001;Could you please rest your hand upon me?;0;310050010;310050010;-1;-1;-1;-1;0;-1;-1;310050010;310050010;0;-1;-1;-1;0;
31005002;Burn me with the flame, to make me your maiden...;0;310050020;310050020;-1;-1;-1;-1;0;-1;-1;310050020;310050020;0;-1;-1;-1;0;
31005100;Oh, it burns...;0;310051000;310051000;-1;-1;-1;-1;0;-1;-1;310051000;310051000;0;-1;-1;-1;0;
31005101;My eyes, my eyes, they're melting...;0;310051010;310051010;-1;-1;-1;-1;0;-1;-1;310051010;310051010;0;-1;-1;-1;0;
31005102;Aaargh!;0;310051020;310051020;-1;-1;-1;-1;0;-1;-1;310051020;310051020;0;-1;-1;-1;0;
31005103;...;0;310051030;310051030;-1;-1;-1;-1;0;-1;-1;310051030;310051030;-1;-1;-1;90209;0;
31005200;Could you please rest your hand upon me?;0;310052000;310052000;-1;-1;-1;-1;0;-1;-1;310052000;310052000;0;-1;-1;-1;0;
31005201;Burn me with the flame, to make me your maiden...;0;310052010;310052010;-1;-1;-1;-1;0;-1;-1;310052010;310052010;0;-1;-1;-1;0;
31005300;...;0;310053000;310053000;-1;-1;-1;-1;0;-1;-1;310053000;310053000;-1;-1;-1;-1;0;
31005301;Thank...thank you...;0;310053010;310053010;-1;-1;-1;-1;0;-1;-1;310053010;310053010;0;-1;-1;-1;0;
31005302;I have touched them. The words of the Three Fingers.;0;310053020;310053020;-1;-1;-1;-1;0;-1;-1;310053020;310053020;0;-1;-1;-1;0;
31005303;As your maiden, allow me to divine them.;0;310053030;310053030;-1;-1;-1;-1;0;-1;-1;310053030;310053030;0;-1;-1;-1;0;
31005304;All that there is came from the One Great.;0;310053040;310053040;-1;-1;-1;-1;0;-1;-1;310053040;310053040;0;-1;-1;-1;0;
31005305;Then came fractures, and births, and souls.;0;310053050;310053050;-1;-1;-1;-1;0;-1;-1;310053050;310053050;0;-1;-1;-1;0;
31005306;But the Greater Will made a mistake.;0;310053060;310053060;-1;-1;-1;-1;0;-1;-1;310053060;310053060;0;-1;-1;-1;0;
31005307;Torment, despair, affliction. Every sin, every curse.;0;310053070;310053070;-1;-1;-1;-1;0;-1;-1;310053070;310053070;0;-1;-1;-1;0;
31005308;Every one, born of the mistake.;0;310053080;310053080;-1;-1;-1;-1;0;-1;-1;310053080;310053080;0;-1;-1;-1;0;
31005309;And so, what was borrowed must be returned.;0;310053090;310053090;-1;-1;-1;-1;0;-1;-1;310053090;310053090;0;-1;-1;-1;0;
31005310;Melt it all away, with the yellow chaos flame.;0;310053100;310053100;-1;-1;-1;-1;0;-1;-1;310053100;310053100;0;-1;-1;-1;0;
31005311;Until all is One again.;0;310053110;310053110;-1;-1;-1;-1;0;-1;-1;310053110;310053110;0;-1;-1;-1;0;
31005400;Those who gave me grapes howled without words.;0;310054000;310054000;-1;-1;-1;-1;0;-1;-1;310054000;310054000;0;-1;-1;-1;0;
31005401;Saying they wished they were never born.;0;310054010;310054010;-1;-1;-1;-1;0;-1;-1;310054010;310054010;0;-1;-1;-1;0;
31005402;Become their lord.;0;310054020;310054020;-1;-1;-1;-1;0;-1;-1;310054020;310054020;0;-1;-1;-1;0;
31005403;Take their torment, despair. Their affliction. Every sin, every curse.;0;310054030;310054030;-1;-1;-1;-1;0;-1;-1;310054030;310054030;0;-1;-1;-1;0;
31005404;And melt it all away. As the Lord of Chaos.;0;310054040;310054040;-1;-1;-1;-1;0;-1;-1;310054040;310054040;0;-1;-1;-1;0;
31005405;No more fractures. No more birth...;0;310054050;310054050;-1;-1;-1;-1;0;-1;-1;310054050;310054050;0;-1;-1;-1;0;
31005450;...;0;310054060;310054060;-1;-1;-1;-1;0;-1;-1;310054060;310054060;-1;-1;-1;-1;0;
31080000;Agh!;0;310800000;310800000;-1;-1;-1;-1;0;-1;-1;310800000;310800000;0;-1;-1;-1;0;
31080100;What's happened to you?;0;310801000;310801000;-1;-1;-1;-1;0;-1;-1;310801000;310801000;0;-1;-1;-1;0;
31080101;Please, you must stop this.;0;310801010;310801010;-1;-1;-1;-1;0;-1;-1;310801010;310801010;0;-1;-1;-1;0;
31080200;Ah, why on earth?;0;310802000;310802000;-1;-1;-1;-1;0;-1;-1;310802000;310802000;0;-1;-1;-1;0;
31080201;I do not wish to cause anyone harm.;0;310802010;310802010;-1;-1;-1;-1;0;-1;-1;310802010;310802010;0;-1;-1;-1;0;
31080300;Oh, bless the stars.;0;310803000;310803000;-1;-1;-1;-1;0;-1;-1;310803000;310803000;0;-1;-1;-1;0;
31080301;You've chosen to reconsider.;0;310803010;310803010;-1;-1;-1;-1;0;-1;-1;310803010;310803010;0;-1;-1;-1;0;
31080400;Father...;0;310804000;310804000;-1;-1;-1;-1;0;-1;-1;310804000;310804000;0;-1;-1;-1;0;
31080401;Please, be safe...;0;310804010;310804010;-1;-1;-1;-1;0;-1;-1;310804010;310804010;0;-1;-1;-1;0;
31080500;Ahh, the distant light...fades...;0;310805000;310805000;-1;-1;-1;-1;0;-1;-1;310805000;310805000;0;-1;-1;-1;0;
31080501;I'm so sorry, my dears...;0;310805010;310805010;-1;-1;-1;-1;0;-1;-1;310805010;310805010;0;-1;-1;-1;0;
31100100;Ah, there's a face I've not seen before.;0;311001000;311001000;-1;-1;-1;-1;0;-1;-1;311001000;311001000;0;-1;-1;-1;0;
31100101;I'm Edgar, warden of this castle as ordained by Lord Godrick himself.;0;311001010;311001010;-1;-1;-1;-1;0;-1;-1;311001010;311001010;0;-1;-1;-1;0;
31100102;But you can see how things have turned out.;0;311001020;311001020;-1;-1;-1;-1;0;-1;-1;311001020;311001020;0;-1;-1;-1;0;
31100103;The menials have all rebelled.;0;311001030;311001030;-1;-1;-1;-1;0;-1;-1;311001030;311001030;0;-1;-1;-1;0;
31100104;They gave me good service, or so I thought,;0;311001040;311001040;-1;-1;-1;-1;0;-1;-1;311001040;311001040;0;-1;-1;-1;0;
31100105;Foul creatures, as it's said.;0;311001050;311001050;-1;-1;-1;-1;0;-1;-1;311001050;311001050;0;-1;-1;-1;0;
31100106;I'm sorry to disappoint you,;0;311001060;311001060;-1;-1;-1;-1;0;-1;-1;311001060;311001060;0;-1;-1;-1;0;
31100107;But whatever you've come here to do,;0;311001070;311001070;-1;-1;-1;-1;0;-1;-1;311001070;311001070;0;-1;-1;-1;0;
31100108;Take this, by way of apology.;0;311001080;311001080;-1;-1;-1;-1;0;-1;-1;311001080;311001080;0;-1;-1;90202;0;
31100200;Now then, away with you.;0;311002000;311002000;-1;-1;-1;-1;0;-1;-1;311002000;311002000;0;-1;-1;-1;0;
31100201;You've no reason to risk your neck dawdling here, eh.;0;311002010;311002010;-1;-1;-1;-1;0;-1;-1;311002010;311002010;0;-1;-1;-1;0;
31100300;I see, from Irina...;0;311003000;311003000;-1;-1;-1;-1;0;-1;-1;311003000;311003000;0;-1;-1;-1;0;
31100301;Thank you. I'm in your debt.;0;311003010;311003010;-1;-1;-1;-1;0;-1;-1;311003010;311003010;0;-1;-1;-1;0;
31100302;But I can't leave yet.;0;311003020;311003020;-1;-1;-1;-1;0;-1;-1;311003020;311003020;0;-1;-1;-1;0;
31100303;Even if the castle should fall, as commander, I must remain.;0;311003030;311003030;-1;-1;-1;-1;0;-1;-1;311003030;311003030;0;-1;-1;-1;0;
31100304;To ensure the treasured sword of Morne does not fall into the wrong hands.;0;311003040;311003040;-1;-1;-1;-1;0;-1;-1;311003040;311003040;0;-1;-1;-1;0;
31100400;If you see Irina, do tell her.;0;311004000;311004000;-1;-1;-1;-1;0;-1;-1;311004000;311004000;0;-1;-1;-1;0;
31100401;That her father will come for her, once he's fulfilled his duty.;0;311004010;311004010;-1;-1;-1;-1;0;-1;-1;311004010;311004010;0;-1;-1;-1;0;
31101000;I'm in your debt.;0;311010000;311010000;-1;-1;-1;-1;0;-1;-1;311010000;311010000;0;-1;-1;-1;0;
31101001;For keeping the sword from those fallen creatures.;0;311010010;311010010;-1;-1;-1;-1;0;-1;-1;311010010;311010010;0;-1;-1;-1;0;
31101002;I'm no longer bound by duty.;0;311010020;311010020;-1;-1;-1;-1;0;-1;-1;311010020;311010020;0;-1;-1;-1;0;
31101003;Once I've rescued Irina, I will spend my remaining days with her.;0;311010030;311010030;-1;-1;-1;-1;0;-1;-1;311010030;311010030;0;-1;-1;-1;0;
31101100;Thanks to you, I will be reunited with Irina.;0;311011000;311011000;-1;-1;-1;-1;0;-1;-1;311011000;311011000;0;-1;-1;-1;0;
31101101;And devote my remaining days to her.;0;311011010;311011010;-1;-1;-1;-1;0;-1;-1;311011010;311011010;0;-1;-1;-1;0;
31101102;Irina has a gentle nature, though.;0;311011020;311011020;-1;-1;-1;-1;0;-1;-1;311011020;311011020;0;-1;-1;-1;0;
31101103;I only hope it remains intact.;0;311011030;311011030;-1;-1;-1;-1;0;-1;-1;311011030;311011030;0;-1;-1;-1;0;
31102000;Irina...;0;311020000;311020000;-1;-1;-1;-1;0;-1;-1;311020000;311020000;0;-1;-1;-1;0;
31102001;How could this be�;0;311020010;311020010;-1;-1;-1;-1;0;-1;-1;311020010;311020010;0;-1;-1;-1;0;
31102002;My daughter deserved better�;0;311020020;311020020;-1;-1;-1;-1;0;-1;-1;311020020;311020020;0;-1;-1;-1;0;
31102003;The fault lies...with me.;0;311020030;311020030;-1;-1;-1;-1;0;-1;-1;311020030;311020030;0;-1;-1;-1;0;
31102004;I chose duty over my daughter's safety.;0;311020040;311020040;-1;-1;-1;-1;0;-1;-1;311020040;311020040;0;-1;-1;-1;0;
31102005;And that is how fate has answered�;0;311020050;311020050;-1;-1;-1;-1;0;-1;-1;311020050;311020050;0;-1;-1;-1;0;
31102100;I'll find them.;0;311021000;311021000;-1;-1;-1;-1;0;-1;-1;311021000;311021000;0;-1;-1;-1;0;
31102101;The foul wretches responsible for this.;0;311021010;311021010;-1;-1;-1;-1;0;-1;-1;311021010;311021010;0;-1;-1;-1;0;
31102102;I'll hunt them down, and exterminate every last one of them.;0;311021020;311021020;-1;-1;-1;-1;0;-1;-1;311021020;311021020;0;-1;-1;-1;0;
31102103;Rest assured, Irina. It will be done.;0;311021030;311021030;-1;-1;-1;-1;0;-1;-1;311021030;311021030;0;-1;-1;-1;0;
31180000;Ugh!;0;311800000;311800000;-1;-1;-1;-1;0;-1;-1;311800000;311800000;0;-1;-1;-1;0;
31180100;What's this about?;0;311801000;311801000;-1;-1;-1;-1;0;-1;-1;311801000;311801000;0;-1;-1;-1;0;
31180101;We need not fight, I assure you.;0;311801010;311801010;-1;-1;-1;-1;0;-1;-1;311801010;311801010;0;-1;-1;-1;0;
31180200;I haven't a clue what's got into you,;0;311802000;311802000;-1;-1;-1;-1;0;-1;-1;311802000;311802000;0;-1;-1;-1;0;
31180201;but as Lord of this castle, I will stand for it no longer!;0;311802010;311802010;-1;-1;-1;-1;0;-1;-1;311802010;311802010;0;-1;-1;-1;0;
31180300;And now even your ilk have complicated matters.;0;311803000;311803000;-1;-1;-1;-1;0;-1;-1;311803000;311803000;0;-1;-1;-1;0;
31180400;Please, enlighten me.;0;311804000;311804000;-1;-1;-1;-1;0;-1;-1;311804000;311804000;0;-1;-1;-1;0;
31180401;What was the purpose of such folly?;0;311804010;311804010;-1;-1;-1;-1;0;-1;-1;311804010;311804010;0;-1;-1;-1;0;
31180500;Please forgive me, Lord Godrick.;0;311805010;311805010;-1;-1;-1;-1;0;-1;-1;311805010;311805010;0;-1;-1;-1;0;
31180600;No, not here, not yet�;0;311806000;311806000;-1;-1;-1;-1;0;-1;-1;311806000;311806000;0;-1;-1;-1;0;
31180601;Forgive me, Iri�na�;0;311806010;311806010;-1;-1;-1;-1;0;-1;-1;311806010;311806010;0;-1;-1;-1;0;
31181000;Ugh!;0;311810000;311810000;-1;-1;-1;-1;0;-1;-1;311810000;311810000;0;-1;-1;-1;0;
31181100;What's the matter?;0;311811000;311811000;-1;-1;-1;-1;0;-1;-1;311811000;311811000;0;-1;-1;-1;0;
