Row ID;Row Name;disableParam_NT;sortId;wanderingEquipId;resistSleep;resistMadness;saDurability;toughnessCorrectRate;fixPrice;basicPrice;sellValue;weight;residentSpEffectId;residentSpEffectId2;residentSpEffectId3;materialSetId;partsDamageRate;corectSARecover;originEquipPro;originEquipPro1;originEquipPro2;originEquipPro3;originEquipPro4;originEquipPro5;originEquipPro6;originEquipPro7;originEquipPro8;originEquipPro9;originEquipPro10;originEquipPro11;originEquipPro12;originEquipPro13;originEquipPro14;originEquipPro15;faceScaleM_ScaleX;faceScaleM_ScaleZ;faceScaleM_MaxX;faceScaleM_MaxZ;faceScaleF_ScaleX;faceScaleF_ScaleZ;faceScaleF_MaxX;faceScaleF_MaxZ;qwcId;equipModelId;iconIdM;iconIdF;knockBack;knockbackBounceRate;durability;durabilityMax;defFlickPower;defensePhysics;defenseMagic;defenseFire;defenseThunder;defenseSlash;defenseBlow;defenseThrust;resistPoison;resistDisease;resistBlood;resistCurse;reinforceTypeId;trophySGradeId;shopLv;knockbackParamId;flickDamageCutRate;equipModelCategory;equipModelGender;protectorCategory;rarity;sortGroupId;partsDmgType;isDeposit;headEquip;bodyEquip;armEquip;legEquip;useFaceScale;isSkipWeakDamageAnim;defenseMaterialVariationValue_Weak;autoFootEffectDecalBaseId2;autoFootEffectDecalBaseId3;defenseMaterialVariationValue;isDiscard;isDrop;disableMultiDropShare;simpleModelForDlc;showLogCondType;showDialogCondType;neutralDamageCutRate;slashDamageCutRate;blowDamageCutRate;thrustDamageCutRate;magicDamageCutRate;fireDamageCutRate;thunderDamageCutRate;defenseMaterialSfx1;defenseMaterialSfx_Weak1;defenseMaterial1;defenseMaterial_Weak1;defenseMaterialSfx2;defenseMaterialSfx_Weak2;footMaterialSe;defenseMaterial_Weak2;autoFootEffectDecalBaseId1;toughnessDamageCutRate;toughnessRecoverCorrection;darkDamageCutRate;defenseDark;postureControlId;saleValue;resistFreeze;invisibleFlag_SexVer00;invisibleFlag_SexVer01;invisibleFlag_SexVer02;invisibleFlag_SexVer03;invisibleFlag_SexVer04;invisibleFlag_SexVer05;invisibleFlag_SexVer06;invisibleFlag_SexVer07;invisibleFlag_SexVer08;invisibleFlag_SexVer09;invisibleFlag_SexVer10;invisibleFlag_SexVer11;invisibleFlag_SexVer12;invisibleFlag_SexVer13;invisibleFlag_SexVer14;invisibleFlag_SexVer15;invisibleFlag_SexVer16;invisibleFlag_SexVer17;invisibleFlag_SexVer18;invisibleFlag_SexVer19;invisibleFlag_SexVer20;invisibleFlag_SexVer21;invisibleFlag_SexVer22;invisibleFlag_SexVer23;invisibleFlag_SexVer24;invisibleFlag_SexVer25;invisibleFlag_SexVer26;invisibleFlag_SexVer27;invisibleFlag_SexVer28;invisibleFlag_SexVer29;invisibleFlag_SexVer30;invisibleFlag_SexVer31;invisibleFlag_SexVer32;invisibleFlag_SexVer33;invisibleFlag_SexVer34;invisibleFlag_SexVer35;invisibleFlag_SexVer36;invisibleFlag_SexVer37;invisibleFlag_SexVer38;invisibleFlag_SexVer39;invisibleFlag_SexVer40;invisibleFlag_SexVer41;invisibleFlag_SexVer42;invisibleFlag_SexVer43;invisibleFlag_SexVer44;invisibleFlag_SexVer45;invisibleFlag_SexVer46;invisibleFlag_SexVer47;invisibleFlag_SexVer48;invisibleFlag_SexVer49;invisibleFlag_SexVer50;invisibleFlag_SexVer51;invisibleFlag_SexVer52;invisibleFlag_SexVer53;invisibleFlag_SexVer54;invisibleFlag_SexVer55;invisibleFlag_SexVer56;invisibleFlag_SexVer57;invisibleFlag_SexVer58;invisibleFlag_SexVer59;invisibleFlag_SexVer60;invisibleFlag_SexVer61;invisibleFlag_SexVer62;invisibleFlag_SexVer63;invisibleFlag_SexVer64;invisibleFlag_SexVer65;invisibleFlag_SexVer66;invisibleFlag_SexVer67;invisibleFlag_SexVer68;invisibleFlag_SexVer69;invisibleFlag_SexVer70;invisibleFlag_SexVer71;invisibleFlag_SexVer72;invisibleFlag_SexVer73;invisibleFlag_SexVer74;invisibleFlag_SexVer75;invisibleFlag_SexVer76;invisibleFlag_SexVer77;invisibleFlag_SexVer78;invisibleFlag_SexVer79;invisibleFlag_SexVer80;invisibleFlag_SexVer81;invisibleFlag_SexVer82;invisibleFlag_SexVer83;invisibleFlag_SexVer84;invisibleFlag_SexVer85;invisibleFlag_SexVer86;invisibleFlag_SexVer87;invisibleFlag_SexVer88;invisibleFlag_SexVer89;invisibleFlag_SexVer90;invisibleFlag_SexVer91;invisibleFlag_SexVer92;invisibleFlag_SexVer93;invisibleFlag_SexVer94;invisibleFlag_SexVer95
670200;Warrior Gauntlets;0;703010;0;17;17;0;0.001;1150;0;100;2.6;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1290;14032;14032;0;0;0;0;0;0;0;0;0;0;0;0;21;21;14;17;0;-1;-1;1;0;1;4;2;1;40;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.977;0.981;0.977;0.981;0.975;0.973;0.971;109;50;108;50;108;139;139;139;-1;1;0;0.977;0;0;0;14;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
670300;Warrior Greaves;0;803020;0;31;31;0;0.004;1250;0;100;4.8;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1290;14033;14033;0;0;0;0;0;0;0;0;0;0;0;0;39;39;26;31;0;-1;-1;1;0;6;4;3;1;40;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.946;0.955;0.946;0.955;0.942;0.938;0.932;109;50;108;50;108;139;108;139;111;1;0;0.946;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
680000;White Mask;0;504030;0;21;21;0;0.002;1050;0;100;3.2;6068000;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1300;14040;14040;0;0;0;0;0;0;0;0;0;0;0;0;23;23;18;22;0;-1;-1;1;0;5;4;0;2;50;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.973;0.967;0.97;0.973;0.965;0.963;0.961;109;110;108;110;108;139;139;139;-1;1;0;0.963;0;0;0;18;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
680100;War Surgeon Gown;0;603030;0;44;44;100;0.005;1150;0;100;6.9;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1300;14041;14041;0;0;0;0;0;0;0;0;0;0;0;0;53;53;37;48;0;-1;-1;1;0;2;4;1;1;40;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.93;0.913;0.921;0.93;0.906;0.899;0.892;109;50;113;50;113;139;139;139;-1;1;0;0.899;0;0;0;37;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
680200;War Surgeon Gloves;0;703030;0;15;15;0;0.001;1150;0;100;2.3;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1300;14042;14042;0;0;0;0;0;0;0;0;0;0;0;0;18;18;13;17;0;-1;-1;1;0;1;4;2;1;40;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.984;0.98;0.982;0.984;0.978;0.976;0.974;109;50;108;50;108;139;139;139;-1;1;0;0.976;0;0;0;13;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
680300;War Surgeon Trousers;0;803040;0;28;28;0;0.003;1250;0;100;4.2;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1300;14043;14043;0;0;0;0;0;0;0;0;0;0;0;0;33;33;23;31;0;-1;-1;1;0;6;4;3;1;40;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.961;0.951;0.956;0.961;0.947;0.943;0.939;109;50;108;50;108;139;139;139;111;1;0;0.943;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
681100;War Surgeon Gown (Altered);1;603040;0;38;38;100;0.002;1150;0;100;6.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1301;14051;14051;0;0;0;0;0;0;0;0;0;0;0;0;45;45;32;42;0;-1;-1;1;0;2;4;1;1;40;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.934;0.921;0.93;0.934;0.913;0.906;0.899;109;50;113;50;113;139;139;139;-1;1;0;0.906;0;0;0;32;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
690000;Royal Remains Helm;1;508080;0;10;10;0;0.005;1050;0;500;4.6;6069000;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1310;14060;14060;0;0;0;0;0;0;0;0;0;0;0;0;15;15;24;5;0;-1;-1;1;0;5;4;0;2;90;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.958;0.954;0.96;0.958;0.966;0.964;0.972;109;110;106;110;106;139;139;139;-1;1;0;0.969;0;0;0;24;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
690100;Royal Remains Armor;1;608140;0;24;24;100;0.015;1150;0;500;10.6;6069010;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1310;14061;14061;0;0;0;0;0;0;0;0;0;0;0;0;35;35;57;11;0;-1;-1;1;0;2;4;1;2;90;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.881;0.871;0.886;0.881;0.905;0.898;0.92;109;50;106;50;106;139;139;139;-1;1;0;0.912;0;0;0;57;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
690200;Royal Remains Gauntlets;1;707070;0;8;8;0;0.003;1150;0;500;3.5;6069020;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1310;14062;14062;0;0;0;0;0;0;0;0;0;0;0;0;12;12;19;4;0;-1;-1;1;0;1;4;2;2;80;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.971;0.968;0.972;0.971;0.977;0.975;0.981;109;50;106;50;106;139;139;139;-1;1;0;0.979;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
690300;Royal Remains Greaves;1;807070;0;15;15;0;0.009;1250;0;500;6.6;6069030;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1310;14063;14063;0;0;0;0;0;0;0;0;0;0;0;0;22;22;35;7;0;-1;-1;1;0;6;4;3;2;80;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.932;0.926;0.935;0.932;0.946;0.942;0.955;109;50;108;50;108;139;139;139;111;1;0;0.95;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
700000;Brave's Cord Circlet;1;999999;0;26;26;0;0;1050;0;500;1;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1320;14070;14070;0;0;0;0;0;0;0;0;0;0;0;0;15;15;8;26;0;-1;-1;1;0;5;4;0;1;255;0;1;1;0;0;0;1;0;0;-1;-1;0;1;0;0;0;1;2;0.991;0.991;0.991;0.998;0.956;0.96;0.958;109;110;109;110;139;139;139;139;-1;1;0;0.956;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
700100;Brave's Battlewear;1;999999;0;67;67;100;0.002;1150;0;500;4.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1320;14071;14071;0;0;0;0;0;0;0;0;0;0;0;0;42;42;23;67;0;-1;-1;1;0;2;4;1;1;255;0;1;0;1;0;0;0;0;0;-1;-1;0;1;0;0;0;1;2;0.947;0.947;0.947;0.958;0.872;0.876;0.874;109;50;113;50;113;139;139;139;-1;1;0;0.872;0;0;0;23;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
700200;Brave's Bracer;1;999999;0;20;20;0;0;1150;0;500;0.8;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1320;14072;14072;0;0;0;0;0;0;0;0;0;0;0;0;12;12;6;20;0;-1;-1;1;0;1;4;2;1;255;0;1;0;0;1;0;0;0;0;-1;-1;0;1;0;0;0;1;2;0.994;0.994;0.994;0.999;0.969;0.972;0.971;109;50;113;50;113;139;139;139;-1;1;0;0.969;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
700300;Brave's Legwraps;1;999999;0;47;47;0;0.001;1250;0;500;3.1;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1320;14073;14073;0;0;0;0;0;0;0;0;0;0;0;0;29;29;15;47;0;-1;-1;1;0;6;4;3;1;255;0;1;0;0;0;1;0;0;0;-1;-1;0;1;0;0;0;1;2;0.966;0.966;0.966;0.97;0.926;0.928;0.927;109;50;108;50;108;139;108;139;111;1;0;0.926;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
701000;Brave's Leather Helm;1;999999;0;8;8;0;0.004;1050;0;500;3.8;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1325;14090;14090;0;0;0;0;0;0;0;0;0;0;0;0;11;11;20;8;0;-1;-1;1;0;5;4;0;1;255;0;1;1;0;0;0;1;0;0;-1;-1;0;1;0;0;0;1;2;0.958;0.958;0.966;0.96;0.972;0.966;0.977;109;110;108;110;108;139;139;139;-1;1;0;0.972;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
702000;Brave's Battlewear (Altered);1;999999;0;57;57;100;0.001;1050;0;500;3.2;-1;-1;-1;7000;1.5;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1321;14081;14081;0;0;0;0;0;0;0;0;0;0;0;0;34;34;19;57;0;-1;-1;1;0;2;4;1;1;255;0;1;0;1;0;0;1;0;0;-1;-1;0;1;0;0;0;1;2;0.958;0.958;0.958;0.973;0.874;0.881;0.876;109;110;108;110;108;139;139;139;-1;1;0;0.874;0;0;0;19;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
720000;Beast Champion Helm;1;509060;0;18;18;0;0.009;1050;0;200;7.5;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1330;14100;14100;0;0;0;0;0;0;0;0;0;0;0;0;24;24;39;16;0;-1;-1;1;0;5;4;0;2;100;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.937;0.932;0.941;0.933;0.954;0.951;0.954;109;110;106;110;106;139;139;139;-1;1;0;0.952;0;0;0;39;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
720100;Beast Champion Armor;1;609080;0;42;42;100;0.028;1150;0;200;17.5;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1330;14101;14101;0;0;0;0;0;0;0;0;0;0;0;0;57;57;90;38;0;-1;-1;1;0;2;4;1;2;100;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.825;0.813;0.837;0.817;0.87;0.862;0.872;109;50;113;50;113;139;139;139;-1;1;0;0.865;0;0;0;90;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
720200;Beast Champion Gauntlets;1;708040;0;14;14;0;0.006;1150;0;200;5.8;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1330;14102;14102;0;0;0;0;0;0;0;0;0;0;0;0;19;19;30;13;0;-1;-1;1;0;1;4;2;2;90;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.956;0.953;0.959;0.954;0.968;0.966;0.968;109;50;106;50;106;139;139;139;-1;1;0;0.967;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
720300;Beast Champion Greaves;1;808040;0;26;26;0;0.017;1250;0;200;10.8;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1330;14103;14103;0;0;0;0;0;0;0;0;0;0;0;0;35;35;56;24;0;-1;-1;1;0;6;4;3;2;90;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.899;0.892;0.906;0.894;0.926;0.921;0.927;109;50;106;50;106;139;139;139;111;1;0;0.923;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
721100;Beast Champion Armor (Altered);1;609090;0;34;34;100;0.025;1150;0;200;16.4;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1331;14111;14111;0;0;0;0;0;0;0;0;0;0;0;0;50;50;75;32;0;-1;-1;1;0;2;4;1;2;100;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.828;0.815;0.841;0.818;0.871;0.863;0.873;109;50;106;50;106;139;139;139;-1;1;0;0.866;0;0;0;75;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
730000;Champion Headband;0;505140;0;18;18;0;0.002;1050;0;100;2.7;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1380;14120;14120;0;0;0;0;0;0;0;0;0;0;0;0;22;22;14;16;0;-1;-1;1;0;5;4;0;1;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.977;0.975;0.969;0.972;0.972;0.966;0.964;109;110;109;110;113;139;139;139;-1;1;0;0.966;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
730100;Champion Pauldron;0;604170;0;38;38;100;0.003;1150;0;100;5.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1380;14121;14126;0;0;0;0;0;0;0;0;0;0;0;0;46;46;28;35;0;-1;-1;1;0;2;3;1;1;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.939;0.933;0.92;0.929;0.929;0.912;0.905;109;50;109;50;113;139;139;139;-1;1;0;0.912;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
