Row ID;Row Name;disableParam_NT;behaviorVariationId;sortId;wanderingEquipId;weight;weaponWeightRate;fixPrice;reinforcePrice;sellValue;correctStrength;correctAgility;correctMagic;correctFaith;physGuardCutRate;magGuardCutRate;fireGuardCutRate;thunGuardCutRate;spEffectBehaviorId0;spEffectBehaviorId1;spEffectBehaviorId2;residentSpEffectId;residentSpEffectId1;residentSpEffectId2;materialSetId;originEquipWep;originEquipWep1;originEquipWep2;originEquipWep3;originEquipWep4;originEquipWep5;originEquipWep6;originEquipWep7;originEquipWep8;originEquipWep9;originEquipWep10;originEquipWep11;originEquipWep12;originEquipWep13;originEquipWep14;originEquipWep15;weakA_DamageRate;weakB_DamageRate;weakC_DamageRate;weakD_DamageRate;sleepGuardResist_MaxCorrect;madnessGuardResist_MaxCorrect;saWeaponDamage;equipModelId;iconId;durability;durabilityMax;attackThrowEscape;parryDamageLife;attackBasePhysics;attackBaseMagic;attackBaseFire;attackBaseThunder;attackBaseStamina;guardAngle;saDurability;staminaGuardDef;reinforceTypeId;trophySGradeId;trophySeqId;throwAtkRate;bowDistRate;equipModelCategory;equipModelGender;weaponCategory;wepmotionCategory;guardmotionCategory;atkMaterial;defSeMaterial1;correctType_Physics;spAttribute;spAtkcategory;wepmotionOneHandId;wepmotionBothHandId;properStrength;properAgility;properMagic;properFaith;overStrength;attackBaseParry;defenseBaseParry;guardBaseRepel;attackBaseRepel;guardCutCancelRate;guardLevel;slashGuardCutRate;blowGuardCutRate;thrustGuardCutRate;poisonGuardResist;diseaseGuardResist;bloodGuardResist;curseGuardResist;atkAttribute;rightHandEquipable;leftHandEquipable;bothHandEquipable;arrowSlotEquipable;boltSlotEquipable;enableGuard;enableParry;enableMagic;enableSorcery;enableMiracle;enableVowMagic;isNormalAttackType;isBlowAttackType;isSlashAttackType;isThrustAttackType;isEnhance;isHeroPointCorrect;isCustom;disableBaseChangeReset;disableRepair;isDarkHand;simpleModelForDlc;lanternWep;isVersusGhostWep;baseChangeCategory;isDragonSlayer;isDeposit;disableMultiDropShare;isDiscard;isDrop;showLogCondType;enableThrow;showDialogCondType;disableGemAttr;defSfxMaterial1;wepCollidableType0;wepCollidableType1;postureControlId_Right;postureControlId_Left;traceSfxId0;traceDmyIdHead0;traceDmyIdTail0;traceSfxId1;traceDmyIdHead1;traceDmyIdTail1;traceSfxId2;traceDmyIdHead2;traceDmyIdTail2;traceSfxId3;traceDmyIdHead3;traceDmyIdTail3;traceSfxId4;traceDmyIdHead4;traceDmyIdTail4;traceSfxId5;traceDmyIdHead5;traceDmyIdTail5;traceSfxId6;traceDmyIdHead6;traceDmyIdTail6;traceSfxId7;traceDmyIdHead7;traceDmyIdTail7;defSfxMaterial2;defSeMaterial2;absorpParamId;toughnessCorrectRate;isValidTough_ProtSADmg;isDualBlade;isAutoEquip;isEnableEmergencyStep;invisibleOnRemo;correctType_Magic;correctType_Fire;correctType_Thunder;weakE_DamageRate;weakF_DamageRate;darkGuardCutRate;attackBaseDark;correctType_Dark;correctType_Poison;sortGroupId;atkAttribute2;sleepGuardResist;madnessGuardResist;correctType_Blood;properLuck;freezeGuardResist;autoReplenishType;swordArtsParamId;correctLuck;arrowBoltEquipId;DerivationLevelType;enchantSfxSize;wepType;physGuardCutRate_MaxCorrect;magGuardCutRate_MaxCorrect;fireGuardCutRate_MaxCorrect;thunGuardCutRate_MaxCorrect;darkGuardCutRate_MaxCorrect;poisonGuardResist_MaxCorrect;diseaseGuardResist_MaxCorrect;bloodGuardResist_MaxCorrect;curseGuardResist_MaxCorrect;freezeGuardResist_MaxCorrect;staminaGuardDef_MaxCorrect;residentSfxId_1;residentSfxId_2;residentSfxId_3;residentSfxId_4;residentSfx_DmyId_1;residentSfx_DmyId_2;residentSfx_DmyId_3;residentSfx_DmyId_4;staminaConsumptionRate;vsPlayerDmgCorrectRate_Physics;vsPlayerDmgCorrectRate_Magic;vsPlayerDmgCorrectRate_Fire;vsPlayerDmgCorrectRate_Thunder;vsPlayerDmgCorrectRate_Dark;vsPlayerDmgCorrectRate_Poison;vsPlayerDmgCorrectRate_Blood;vsPlayerDmgCorrectRate_Freeze;attainmentWepStatusStr;attainmentWepStatusDex;attainmentWepStatusMag;attainmentWepStatusFai;attainmentWepStatusLuc;attackElementCorrectId;saleValue;reinforceShopCategory;maxArrowQuantity;residentSfx_1_IsVisibleForHang;residentSfx_2_IsVisibleForHang;residentSfx_3_IsVisibleForHang;residentSfx_4_IsVisibleForHang;isSoulParamIdChange_model0;isSoulParamIdChange_model1;isSoulParamIdChange_model2;isSoulParamIdChange_model3;wepSeIdOffset;baseChangePrice;levelSyncCorrectId;correctType_Sleep;correctType_Madness;rarity;gemMountType;wepRegainHp;spEffectMsgId0;spEffectMsgId1;spEffectMsgId2;originEquipWep16;originEquipWep17;originEquipWep18;originEquipWep19;originEquipWep20;originEquipWep21;originEquipWep22;originEquipWep23;originEquipWep24;originEquipWep25;vsPlayerDmgCorrectRate_Sleep;vsPlayerDmgCorrectRate_Madness;saGuardCutRate;defMaterialVariationValue;spAttributeVariationValue;stealthAtkRate;vsPlayerDmgCorrectRate_Disease;vsPlayerDmgCorrectRate_Curse
31230200;Large Leather Shield [Keen];0;3100;7207002;0;3;0;900;340;100;8;32;0;0;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;0;61;60;0;46;200;-1;-1;0;-1;7;0;12;49;0;1;105;2;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230300;Large Leather Shield [Quality];0;3100;7207003;0;3;0;900;340;100;40;40;0;0;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;0;61;60;0;46;300;-1;-1;0;-1;7;0;12;49;0;1;105;8;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230400;Large Leather Shield [Fire];0;3100;7207005;0;3;0;900;340;100;28;12;0;0;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;73;0;61;60;0;46;400;-1;-1;0;-1;7;0;12;49;0;1;105;0;11;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;4;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10005;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230500;Large Leather Shield [Flame Art];0;3100;7207006;0;3;0;900;340;100;14;0;0;24;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;73;0;61;60;0;46;500;-1;-1;0;-1;7;0;12;49;0;1;105;0;11;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;4;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230600;Large Leather Shield [Lightning];0;3100;7207007;0;3;0;900;340;100;8;28;0;0;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;73;61;60;0;46;600;-1;-1;0;-1;7;0;12;49;0;1;105;0;12;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;4;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230700;Large Leather Shield [Sacred];0;3100;7207008;0;3;0;900;340;100;18;0;0;24;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;0;61;60;0;46;700;-1;-1;0;-1;7;0;12;49;0;1;105;0;13;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;45;73;4;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230800;Large Leather Shield [Magic];0;3100;7207004;0;3;0;900;340;100;16;0;24;0;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;73;0;0;61;60;0;46;800;-1;-1;0;-1;7;0;12;49;0;1;105;0;10;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;4;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31230900;Large Leather Shield [Cold];0;3100;7207011;0;3;0;900;340;100;36;0;24;0;85;49;36;45;-1;107500;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;62;0;0;61;60;0;46;900;-1;-1;0;-1;7;0;12;49;0;1;105;0;10;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;4;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;6601;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31231000;Large Leather Shield [Poison];0;3100;7207009;0;3;0;900;340;100;38;0;0;0;85;49;36;45;-1;106000;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;0;61;60;0;46;1000;-1;-1;0;-1;7;0;12;49;0;1;105;0;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;30;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;6401;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31231100;Large Leather Shield [Blood];0;3100;7207010;0;3;0;900;340;100;38;0;0;0;85;49;36;45;105000;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;0;61;60;0;46;1100;-1;-1;0;-1;7;0;12;49;0;1;105;0;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;30;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;6501;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31231200;Large Leather Shield [Occult];0;3100;7207012;0;3;0;900;340;100;38;0;0;0;85;49;36;45;-1;-1;-1;-1;-1;-1;0;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;1;1;15;15;5.5;2044;12059;0;0;1;10;73;0;0;0;61;60;0;46;1200;-1;-1;0;-1;7;0;12;49;0;1;105;7;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;22;22;22;22;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;108;2;2;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;45;0;0;6;30;1;22;22;6;0;22;0;302;38;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.9;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10013;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;31230000;1;1;0;0;0;0;1;1;
31240000;Horse Crest Wooden Shield;1;3100;7201000;0;3.5;0;900;340;100;40;0;0;0;87;50;32;43;-1;-1;-1;-1;-1;-1;0;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;1;1;15;15;5.5;2043;12060;0;0;1;10;76;0;0;0;61;60;0;47;8100;-1;-1;0;-1;7;0;12;49;0;2;105;0;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;23;23;23;23;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;128;2;1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;42;0;0;6;30;1;23;23;6;0;23;0;10;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.935;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;0;0;0;0;1;1;
31240100;Horse Crest Wooden Shield [Heavy];1;3100;7201001;0;3.5;0;900;340;100;36;0;0;0;87;50;32;43;-1;-1;-1;-1;-1;-1;0;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;1;1;15;15;5.5;2043;12060;0;0;1;10;74;0;0;0;61;60;0;47;100;-1;-1;0;-1;7;0;12;49;0;2;105;1;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;23;23;23;23;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;128;2;1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;42;0;0;6;30;1;23;23;6;0;23;0;10;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.935;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;0;0;0;0;1;1;
31240200;Horse Crest Wooden Shield [Keen];1;3100;7201002;0;3.5;0;900;340;100;8;32;0;0;87;50;32;43;-1;-1;-1;-1;-1;-1;0;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;1;1;15;15;5.5;2043;12060;0;0;1;10;74;0;0;0;61;60;0;47;200;-1;-1;0;-1;7;0;12;49;0;2;105;2;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;23;23;23;23;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;128;2;1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;42;0;0;6;30;1;23;23;6;0;23;0;10;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.935;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;0;0;0;0;1;1;
31240300;Horse Crest Wooden Shield [Quality];1;3100;7201003;0;3.5;0;900;340;100;40;40;0;0;87;50;32;43;-1;-1;-1;-1;-1;-1;0;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;1;1;15;15;5.5;2043;12060;0;0;1;10;74;0;0;0;61;60;0;47;300;-1;-1;0;-1;7;0;12;49;0;2;105;8;0;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;23;23;23;23;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;128;2;1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;0;0;1;1;42;0;0;6;30;1;23;23;6;0;23;0;10;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.935;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;0;0;0;0;1;1;
31240400;Horse Crest Wooden Shield [Fire];1;3100;7201005;0;3.5;0;900;340;100;28;12;0;0;87;50;32;43;-1;-1;-1;-1;-1;-1;0;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;1;1;15;15;5.5;2043;12060;0;0;1;10;74;0;74;0;61;60;0;47;400;-1;-1;0;-1;7;0;12;49;0;2;105;0;11;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;23;23;23;23;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;128;2;1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;4;0;1;1;42;0;0;6;30;1;23;23;6;0;23;0;10;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.935;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10005;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;0;0;0;0;1;1;
31240500;Horse Crest Wooden Shield [Flame Art];1;3100;7201006;0;3.5;0;900;340;100;14;0;0;24;87;50;32;43;-1;-1;-1;-1;-1;-1;0;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;1;1;15;15;5.5;2043;12060;0;0;1;10;74;0;74;0;61;60;0;47;500;-1;-1;0;-1;7;0;12;49;0;2;105;0;11;0;0;15;8;0;0;0;99;0;0;50;80;0;3;0;0;0;23;23;23;23;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;128;2;1;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;139;139;49;0.03;0;0;0;0;1;0;4;0;1;1;42;0;0;6;30;1;23;23;6;0;23;0;10;0;0;0;0;67;15;15;15;15;15;15;15;15;15;15;0;-1;-1;-1;-1;-1;-1;-1;-1;0.935;1;1;1;1;1;1;1;1;-1;-1;-1;-1;-1;10000;0;1;1;0;0;0;0;1;0;0;0;1;3400;310;6;6;1;2;40;-1;-1;-1;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;31240000;1;1;0;0;0;0;1;1;
