Row ID;Row Name;Random Slot [0];Random Slot [1];Random Slot [2];Random Slot [3];Random Slot [4];Random Slot [5];Random Slot [6];Random Slot [7];Random Slot [8];Random Slot [9];Random Slot [10];Random Slot [11];Random Slot [12]
603941028;;49;80;129;136;44;232;76;192;6;38;100;104;9
603941029;;164;165;104;2;154;130;22;42;129;80;6;135;12
603941030;;65;6;32;197;128;55;161;7;114;137;57;105;3
603941031;;20;24;20;71;33;8;171;128;28;172;146;16;2
603941032;;68;0;0;0;33;32;36;36;0;0;0;0;0
603941033;;128;146;140;194;160;233;129;9;0;28;87;59;0
603941034;;9;102;195;1;2;180;161;49;230;85;2;72;4
603941035;;164;32;21;214;4;65;134;104;52;36;15;192;2
603941036;;148;240;108;214;58;8;20;208;24;194;0;196;1
603941037;;44;104;36;1;32;150;24;64;23;4;160;6;8
603941038;;25;68;89;88;162;34;66;87;65;66;152;0;0
603941039;;102;76;64;141;24;71;0;2;37;8;36;210;8
603941040;;9;6;5;9;45;66;24;0;128;81;63;26;4
603941041;;194;129;23;33;72;219;0;192;41;156;192;6;0
603941042;;180;16;34;160;40;2;234;185;31;113;96;32;12
603941043;;16;27;16;108;241;0;32;129;38;40;20;33;3
603941044;;69;128;97;102;3;128;7;0;234;224;122;44;13
603941045;;88;40;48;90;64;132;240;166;138;9;160;210;4
603941046;;216;4;42;40;133;0;102;152;128;4;191;112;11
603941047;;74;4;1;0;87;185;169;9;64;128;8;5;12
603941048;;193;182;136;8;216;16;115;38;80;2;192;24;1
603941049;;129;27;216;0;6;44;68;36;142;170;88;70;6
603941050;;17;115;2;36;152;1;141;130;17;48;4;165;2
603941051;;34;76;210;19;144;17;28;16;0;71;135;129;10
603941052;;10;10;130;50;70;108;205;76;74;18;0;24;0
603941053;;38;241;163;206;160;217;16;239;49;51;32;240;1
603941054;;38;1;236;0;83;100;10;88;200;140;17;41;15
603941055;;65;137;20;177;69;30;66;22;116;169;65;131;1
603941056;;50;129;8;149;13;34;49;39;129;195;203;13;2
603942000;;145;137;69;5;21;245;151;0;241;65;150;224;4
603942001;;22;110;16;39;50;30;129;10;209;176;72;5;2
603942002;;201;4;138;130;99;152;50;193;150;2;164;14;0
603942003;;56;66;83;76;12;201;0;32;57;0;34;249;9
603942004;;18;50;28;117;76;6;216;58;96;9;137;128;13
603942005;;38;68;39;26;17;42;72;65;14;224;57;0;3
603942006;;165;148;0;65;213;65;227;54;14;142;86;73;0
603942007;;74;136;230;160;194;1;60;195;128;159;75;146;2
603942008;;192;51;41;176;136;68;6;149;64;117;52;86;14
603942009;;9;65;232;218;162;162;9;60;12;66;192;46;5
603942010;;100;185;144;8;40;48;100;204;35;60;1;49;8
603942011;;34;152;62;200;148;68;48;216;64;16;96;5;2
603942012;;12;102;192;50;40;35;13;3;137;224;150;18;1
603942013;;209;1;1;5;67;152;194;36;54;15;9;232;12
603942014;;113;172;97;109;17;81;60;13;97;64;14;176;13
603942015;;18;211;34;83;98;56;242;3;169;36;10;85;1
603942016;;193;22;11;33;184;5;2;164;219;183;36;169;8
603942017;;138;193;0;224;143;233;136;118;5;10;49;67;4
603942018;;166;1;204;207;53;54;90;146;30;85;209;4;3
603942019;;117;84;133;152;136;138;149;216;16;135;123;118;0
603942020;;20;48;30;56;199;192;13;80;234;170;202;78;6
603942021;;169;40;50;6;106;5;166;40;224;56;208;17;14
603942022;;10;171;248;144;0;174;97;67;20;193;165;138;10
603942023;;76;78;213;6;84;82;65;173;6;88;4;168;1
603942024;;8;31;35;132;2;6;40;32;36;145;139;3;1
603942025;;209;97;152;104;48;32;147;133;72;2;28;7;8
603942026;;224;8;232;12;8;16;33;88;155;66;37;216;6
603942027;;13;162;84;17;196;217;20;50;4;188;192;176;1
603942028;;18;196;0;82;147;11;194;11;130;104;18;44;6
603942029;;38;16;7;163;109;228;76;196;113;5;96;64;8
603942030;;36;146;20;139;5;21;207;8;35;21;66;41;1
603942031;;225;32;18;16;186;44;16;21;195;89;216;144;14
603942032;;216;69;67;224;192;240;1;72;8;32;1;66;1
603942033;;10;138;196;41;89;66;40;135;16;194;170;133;4
603942034;;18;104;41;6;4;9;160;160;132;172;5;106;0
603942035;;5;21;168;84;34;130;86;114;124;2;52;20;10
603942036;;128;0;32;128;128;64;160;0;0;4;2;0;4
603943000;;137;203;8;33;3;35;188;36;169;154;128;56;12
603943001;;65;154;121;64;76;48;225;57;72;3;117;192;0
603943002;;98;1;130;16;177;214;82;150;141;164;2;16;2
603943003;;100;34;128;71;194;139;17;34;99;72;1;37;9
603943004;;168;82;98;126;160;137;168;197;16;4;200;73;3
603943005;;193;161;208;149;161;140;64;136;0;42;216;25;10
603943006;;56;208;17;130;70;88;26;202;22;176;61;64;4
603943007;;149;37;39;61;67;32;9;19;130;81;174;38;4
603943008;;10;44;12;138;60;68;38;0;52;110;53;166;9
603943009;;22;12;140;72;24;86;198;64;126;85;2;222;6
603943010;;22;84;119;160;28;33;5;125;193;129;66;131;1
603943011;;74;84;116;113;52;169;220;32;42;43;8;198;1
603943012;;21;128;35;58;227;88;146;153;152;68;84;73;8
603943013;;220;140;129;68;196;247;106;126;33;202;19;144;12
603943014;;226;65;76;74;8;35;146;194;72;232;6;100;4
603943015;;85;34;78;160;19;68;33;80;82;109;162;31;7
603943016;;12;171;16;140;152;42;108;37;82;144;58;120;9
603943017;;161;72;134;47;55;194;7;38;164;18;205;128;14
603943018;;42;61;41;147;136;21;17;128;151;20;57;51;3
603943019;;161;179;147;69;70;132;193;29;101;161;197;136;2
603943020;;18;86;248;144;105;24;44;203;141;23;224;39;0
603943021;;37;132;3;162;129;73;129;100;0;68;40;209;8
603943022;;216;50;100;4;60;32;42;11;18;138;209;46;4
603943023;;2;73;152;89;66;150;84;144;237;49;6;0;3
603944000;;194;219;227;36;1;167;120;134;236;145;107;181;10
603944001;;58;204;148;254;210;89;17;15;248;199;49;249;14
603944002;;85;115;98;205;111;172;15;107;7;76;148;10;9
603944003;;38;13;75;115;55;222;9;89;209;42;163;102;1
603944004;;233;178;188;140;108;247;179;178;159;181;215;176;7
603944005;;218;196;53;187;176;1;246;196;42;106;238;13;6
603944006;;181;45;24;17;206;10;236;244;37;54;76;90;8
603944007;;13;50;207;66;153;112;198;57;82;217;24;199;5
603944008;;210;72;157;30;125;26;42;251;213;127;76;158;2
603944009;;78;226;118;196;132;82;249;160;47;129;135;39;7
603944010;;113;19;250;241;102;195;4;61;234;184;17;70;11
603944011;;250;29;132;19;192;181;7;70;25;15;173;131;4
603944012;;9;206;139;40;55;100;121;201;225;104;112;109;9
603944013;;141;180;97;42;154;107;229;182;4;115;182;216;8
603944014;;166;249;96;213;91;156;146;0;30;198;106;249;6
603944015;;53;39;31;239;169;173;222;95;242;148;219;48;13
603944016;;6;144;138;7;146;40;132;180;2;140;193;135;14
603944017;;201;21;116;68;73;73;26;128;133;39;17;82;9
603944018;;20;160;34;89;12;9;119;224;104;65;30;45;2
603944019;;42;64;204;155;132;149;16;4;181;80;38;172;3
603944020;;146;19;73;38;65;193;212;78;144;176;132;11;8
603944021;;100;4;21;32;90;108;168;11;202;171;128;16;1
603944022;;154;233;49;16;36;130;9;58;72;56;8;57;12
603944023;;5;138;1;234;113;80;11;25;55;7;72;212;0
603944024;;97;10;194;145;33;182;68;85;90;192;115;64;0
603944025;;73;101;190;100;134;6;226;130;5;12;224;160;5
603944026;;176;126;0;136;186;50;33;97;32;82;63;66;6
603944027;;158;220;55;133;52;33;180;220;92;205;42;112;1
603944028;;97;35;200;122;203;222;75;35;163;50;213;143;14
603944029;;18;176;117;180;128;1;33;56;132;74;36;110;1
603944030;;196;76;8;74;80;132;134;6;121;180;139;1;14
603944031;;41;3;130;1;47;122;88;193;2;1;80;144;0
603944032;;64;0;2;9;64;0;130;104;0;32;0;0;0
603945000;;217;148;141;89;3;133;241;145;108;87;17;237;10
603945001;;14;163;113;38;252;219;174;121;11;220;42;0;5
603945002;;113;193;166;13;26;2;107;199;159;40;219;2;10
603945003;;182;15;38;254;241;189;85;170;64;201;133;183;1
603945004;;101;122;88;145;37;96;156;6;246;166;238;124;12
603945005;;138;124;219;226;206;126;2;124;177;51;116;219;7
603945006;;225;31;78;7;245;50;62;52;152;26;199;247;7
603945007;;118;74;186;169;16;239;67;75;175;116;102;30;12
603945008;;141;224;213;88;107;205;140;243;67;227;56;41;0
603945009;;26;181;33;246;142;16;241;140;116;141;153;192;11
603945010;;114;18;40;22;2;216;24;69;202;9;130;0;2
603945011;;129;44;6;73;173;3;96;154;52;176;101;149;0
603945012;;12;193;209;160;80;36;135;32;1;70;24;106;13
603946000;;166;165;211;20;171;94;167;84;64;239;179;198;14
603946001;;121;90;44;99;132;181;203;194;150;68;205;57;7
603946002;;150;76;124;206;114;234;60;45;253;185;58;91;0
603946003;;73;179;131;185;93;1;80;187;43;18;68;164;9
603946004;;198;204;107;253;168;92;189;34;149;87;233;206;10
603946005;;153;42;53;65;51;182;90;193;203;172;133;48;5
603946006;;113;119;210;14;84;163;164;255;42;192;118;205;2
603946007;;46;145;140;178;207;73;67;28;116;59;26;51;13
603946008;;34;3;41;216;200;8;36;38;46;35;34;74;7
603946009;;28;180;4;34;2;81;211;200;129;204;16;52;8
603946010;;193;72;210;5;53;166;8;17;80;16;205;129;0
603948000;;188;56;249;206;125;205;255;180;124;169;175;199;11
603948001;;123;223;126;59;246;183;198;107;135;247;244;252;13
603948002;;199;231;135;245;139;122;57;223;251;94;91;59;6
603948003;;68;54;192;114;65;21;17;32;173;12;145;39;4
603948004;;49;193;3;9;26;72;102;195;64;130;106;152;9
603948005;;138;8;60;132;164;162;136;28;18;113;4;64;2
603949000;;30;227;33;10;228;110;76;206;43;189;84;227;1
603949001;;225;28;222;245;27;145;179;49;212;66;171;28;14
603949002;;26;238;197;45;76;150;11;110;235;129;77;234;4
603949003;;229;17;58;210;179;105;244;145;20;126;178;21;11
603949004;;113;40;137;36;65;0;0;27;0;77;24;12;5
603949005;;50;44;128;72;56;37;6;65;184;24;34;2;2
603949006;;24;19;20;80;64;10;48;116;224;138;32;36;0
603949007;;66;65;63;66;0;148;107;0;139;224;128;193;9
603949008;;172;8;1;141;153;106;24;168;20;160;243;128;1
603949009;;12;194;98;53;132;84;194;66;1;67;65;17;0
603949010;;65;144;80;2;34;131;240;167;0;23;12;24;4
603949011;;0;5;6;8;11;185;133;12;69;48;4;66;10
603949012;;133;34;192;129;54;64;4;0;110;0;141;250;10
603949013;;130;212;40;178;196;0;9;144;18;4;82;37;4
603949014;;162;116;174;61;156;55;172;48;233;245;54;26;15
603949015;;93;139;81;194;99;200;83;207;22;10;201;229;0
603950000;;59;221;253;131;28;181;251;228;155;217;143;159;7
603950001;;238;98;50;254;231;234;68;255;236;127;244;126;14
603950002;;213;191;207;125;251;95;191;27;119;166;123;225;9
603950003;;133;109;81;69;1;80;131;145;208;8;65;161;6
603950004;;82;0;140;34;28;143;116;78;40;52;44;2;1
603950005;;40;146;34;152;226;32;8;32;7;195;146;92;8
603952000;;136;7;139;76;128;84;61;140;15;17;4;192;11
603952001;;17;88;86;49;211;167;160;184;64;158;83;254;10
603952002;;86;176;247;28;78;168;2;33;48;36;226;5;1
603952003;;226;230;32;179;44;84;7;82;116;162;142;235;0
603952004;;13;149;172;202;27;194;216;87;227;210;45;0;4
603952005;;105;74;25;39;245;11;104;175;157;105;152;49;13
603952006;;182;41;64;192;32;57;215;64;138;77;113;30;6
603952007;;26;72;32;229;168;21;100;163;165;202;100;146;12
603952008;;32;166;129;18;20;64;27;68;66;4;129;13;3
603952009;;197;17;94;8;67;170;128;24;24;49;26;96;0
603952010;;246;96;89;240;50;253;35;11;74;95;102;151;2
603952011;;202;220;133;47;197;194;236;254;227;49;145;174;13
603952012;;53;151;50;138;249;24;221;96;156;138;12;96;4
603952013;;9;43;238;85;14;39;18;149;53;228;251;89;11
603953000;;217;50;22;124;65;107;142;230;33;94;101;142;4
603953001;;66;101;155;223;166;40;34;88;174;204;119;83;10
603953002;;153;154;79;177;91;212;114;231;200;161;186;108;6
603953003;;181;230;164;104;28;246;201;146;82;27;74;196;13
603953004;;46;205;97;130;250;27;93;29;119;247;128;51;9
603953005;;102;25;248;7;165;133;181;41;157;32;157;185;3
603953006;;229;168;192;14;131;6;149;49;24;34;35;107;8
603953007;;20;119;147;33;36;120;219;25;224;29;178;49;4
603953008;;5;23;109;90;114;16;0;2;183;207;64;244;7
603953009;;177;92;29;177;129;26;41;38;36;194;173;22;11
603953010;;90;128;106;98;237;161;162;206;24;92;18;141;9
603953011;;74;34;52;220;90;207;124;196;195;176;93;74;0
603953012;;170;201;130;133;28;229;70;249;79;33;204;128;6
603953013;;20;20;142;82;32;69;128;178;45;168;33;12;6
603953014;;97;168;64;9;145;138;89;72;66;69;16;241;9
603953015;;138;67;49;164;78;48;38;5;144;18;206;2;0
604037000;;145;25;48;26;116;6;24;33;8;9;129;0;5
604037001;;104;192;197;193;128;160;193;154;214;32;22;104;10
604037002;;6;38;10;36;11;89;38;68;33;214;104;151;0
604037003;;231;189;184;93;217;215;229;247;189;126;250;25;4
604037004;;84;122;239;254;251;187;186;63;77;219;51;123;15
604037005;;189;157;252;231;142;110;122;225;87;180;254;239;11
604037006;;187;242;19;97;102;255;183;189;230;107;255;245;3
604037007;;107;231;231;154;247;244;95;222;186;197;197;150;14
604037008;;222;79;95;191;61;9;205;74;251;191;13;238;13
604037009;;251;17;255;31;174;123;205;215;23;155;76;15;14
604037010;;102;238;183;253;125;252;118;252;237;253;191;254;9
604037011;;157;255;72;226;211;135;187;43;250;102;243;241;7
604037012;;136;0;1;0;1;16;0;81;0;0;18;0;8
604052000;;42;69;9;108;29;63;139;236;118;76;193;77;14
604052001;;213;186;246;147;226;192;116;19;137;179;62;178;1
604052002;;65;68;10;145;240;154;88;33;66;25;12;54;5
604052003;;138;184;96;14;0;1;161;198;156;66;65;9;2
604052004;;52;3;149;96;15;100;6;24;33;164;178;192;8
604052005;;2;128;20;0;64;4;4;0;32;96;128;64;0
604053000;;138;130;32;67;2;97;196;56;68;4;243;130;12
604053001;;113;136;32;72;31;80;128;41;40;3;147;53;12
604053002;;134;0;27;37;37;192;16;13;83;0;92;236;1
604053003;;161;1;209;149;209;175;128;4;56;49;8;52;2
604053004;;152;76;134;0;66;44;50;0;132;74;41;200;5
604053005;;65;84;8;186;68;33;56;82;33;68;64;16;8
604053006;;66;184;12;58;138;1;27;134;26;29;2;2;13
604053007;;56;66;19;128;8;18;198;209;16;136;160;73;2
604053008;;12;153;208;12;148;138;97;236;3;134;4;99;0
604053009;;1;3;233;17;1;132;33;3;46;112;4;8;2
604053010;;20;49;96;98;48;72;8;0;196;160;23;134;2
604053011;;66;36;4;64;32;22;68;82;128;26;40;17;0
604053012;;36;102;6;132;232;16;15;160;193;225;192;0;1
604053013;;9;61;104;238;56;72;202;179;14;85;239;105;11
604053014;;57;98;191;1;135;63;19;71;103;170;146;151;12
604053015;;214;153;87;177;114;231;37;136;152;131;60;226;6
604053016;;230;198;128;94;205;144;252;124;241;124;65;28;1
604053017;;166;44;119;156;249;118;188;100;9;185;15;72;8
604053018;;89;211;136;99;6;137;67;155;246;70;240;183;7
604053019;;134;83;34;2;7;219;46;202;10;30;235;60;2
604053020;;145;34;149;181;25;12;144;133;232;195;20;169;8
604053021;;105;156;70;9;250;32;103;20;3;8;9;134;9
604053022;;88;69;8;248;68;68;200;104;21;96;198;82;6
604053023;;38;168;249;70;160;179;17;51;244;181;48;65;5
604053024;;2;157;145;100;74;230;0;193;171;100;14;254;7
604053025;;70;121;89;136;48;82;150;34;0;130;232;117;8
604053026;;165;130;14;183;147;8;109;156;8;73;49;8;5
604053027;;153;38;228;16;77;25;8;41;119;27;151;2;8
604053028;;120;64;34;75;164;165;243;86;212;180;64;129;2
604053029;;250;55;183;50;46;79;239;222;229;174;205;111;7
604053030;;135;235;123;253;209;253;243;165;58;245;115;145;10
604053031;;125;220;204;207;255;178;28;123;223;91;190;254;13
604053032;;4;0;32;0;32;0;64;0;4;0;1;0;1
604054000;;10;164;67;97;168;212;162;74;32;81;128;4;12
604054001;;33;8;178;5;33;96;70;7;133;240;8;44;11
604054002;;169;40;88;17;133;81;112;146;108;6;36;17;12
604054003;;145;77;64;6;64;12;34;56;34;32;12;40;1
604054004;;133;122;172;40;80;168;200;184;137;1;181;240;0
604054005;;80;19;72;128;219;81;17;0;98;74;2;195;4
604054006;;100;226;162;250;38;32;65;64;21;33;81;70;0
604054007;;38;128;41;74;8;0;5;117;140;140;202;14;0
604054008;;26;19;22;128;81;14;29;138;16;164;26;129;2
604054009;;192;68;5;28;2;31;142;37;211;218;241;208;3
604054010;;18;132;17;244;6;131;128;64;80;31;5;51;2
604054011;;76;17;132;3;188;162;56;133;10;0;98;8;13
604054012;;108;81;0;146;25;82;44;220;73;36;162;242;1
604054013;;146;132;97;44;132;45;195;32;130;137;68;4;14
604054014;;1;42;158;65;98;128;16;3;52;82;25;9;0
604055000;;174;146;188;138;2;43;103;244;84;245;120;70;2
604055001;;101;109;109;192;240;193;157;25;43;174;6;181;13
604055002;;81;147;195;61;95;118;200;138;165;72;197;185;8
604055003;;154;108;18;119;173;156;50;103;218;19;187;74;7
604055004;;10;83;42;50;16;33;83;39;1;70;50;112;8
604055005;;145;40;1;196;11;218;32;208;92;145;204;133;3
604055006;;100;132;212;9;228;4;140;8;162;40;1;10;4
604132000;;46;158;65;177;99;48;191;68;151;155;159;46;0
604132001;;209;97;190;78;156;207;64;187;104;100;96;209;15
604132002;;255;255;255;255;255;255;255;255;255;255;255;255;15
604132003;;78;171;205;3;38;9;230;220;222;111;28;249;11
604132004;;154;148;105;236;252;152;164;198;80;207;173;12;0
604132005;;165;6;118;60;41;165;57;54;45;84;25;76;15
604132006;;141;248;146;47;127;86;129;203;135;154;67;243;4
604132007;;86;125;8;198;195;119;207;162;96;176;223;198;0
604132008;;241;2;246;186;209;203;22;25;58;9;228;161;13
604132009;;57;221;21;209;6;102;120;117;209;37;114;27;15
604132010;;98;99;171;81;152;184;91;41;175;242;162;54;2
604132011;;70;162;112;223;210;163;64;155;31;40;146;60;4
604132012;;188;227;178;60;35;231;176;14;255;140;23;196;14
604132013;;230;134;89;225;95;73;158;118;12;180;122;226;2
604132014;;121;112;77;142;116;20;109;109;38;199;235;105;3
604132015;;195;189;138;147;45;126;127;229;97;106;116;86;15
604132016;;25;77;54;99;202;152;206;8;137;83;109;57;9
604132017;;53;93;173;28;168;212;33;211;208;245;141;151;8
604132018;;138;26;199;96;149;43;147;176;242;27;128;139;5
604132019;;1;136;62;176;17;49;2;7;0;128;84;0;10
604132020;;132;37;23;26;233;4;4;36;196;65;106;64;4
604132021;;82;214;192;170;0;68;144;72;138;28;167;62;0
604132022;;152;18;64;69;66;154;47;129;53;170;9;64;9
604132023;;37;65;32;65;28;65;232;184;8;117;144;167;0
604132024;;106;40;137;4;166;170;81;82;115;2;0;153;7
604132025;;137;2;41;90;1;134;176;2;0;27;0;40;0
604132026;;70;80;66;96;39;35;140;51;192;66;116;137;0
604132027;;81;32;25;19;130;4;2;176;20;132;75;65;14
604132028;;44;168;76;137;128;116;80;138;56;20;0;147;14
604132029;;89;136;2;167;108;84;26;76;136;4;129;32;1
604132030;;34;21;81;115;4;0;194;44;220;48;131;72;1
604132031;;138;0;182;129;14;2;53;139;169;113;86;176;4
604132032;;210;34;136;17;177;131;200;213;36;161;89;7;15
604132033;;20;144;168;73;76;8;37;10;77;57;115;120;1
604132034;;4;90;163;4;81;93;130;3;210;2;176;66;12
604132035;;81;0;116;141;136;60;130;45;79;66;2;2;14
604132036;;134;38;21;36;5;112;32;40;0;10;40;130;2
604132037;;72;98;129;64;193;153;36;212;0;5;168;177;3
604132038;;48;85;130;140;18;230;71;8;35;200;192;160;0
604132039;;164;70;32;32;92;8;89;2;23;164;191;20;2
604132040;;9;224;29;36;98;0;169;32;131;158;2;8;8
604132041;;144;209;10;92;40;121;1;68;97;218;36;159;1
604132042;;50;136;72;162;118;129;124;48;88;9;78;68;0
604132043;;97;101;49;8;136;24;3;1;2;75;129;88;1
604132044;;10;43;68;208;153;2;16;208;52;96;16;4;4
604132045;;196;156;68;74;0;232;64;19;226;161;92;2;3
604132046;;6;5;130;50;32;71;8;213;4;4;36;68;12
604132047;;161;143;50;144;147;160;159;64;48;180;133;255;8
604132048;;41;25;196;6;114;131;100;228;139;64;8;37;0
604133000;;0;64;8;128;128;4;74;0;0;192;0;16;0
604133001;;30;232;105;100;125;101;193;130;129;68;250;198;8
604133002;;242;3;162;72;171;179;227;146;119;60;17;102;3
604133003;;37;125;50;182;62;160;56;64;26;207;179;155;6
604133004;;217;132;196;29;214;221;106;75;47;216;116;114;9
604133005;;81;241;230;175;21;123;85;245;200;243;79;57;7
604133006;;74;23;93;146;130;134;156;125;214;173;160;152;8
604133007;;173;142;31;107;200;90;135;189;232;18;78;5;14
604133008;;166;122;153;209;97;12;62;46;53;35;141;237;5
604133009;;24;21;137;32;130;131;150;129;185;168;54;224;9
604133010;;18;8;35;172;36;92;104;38;129;42;64;65;11
604133011;;97;203;16;8;33;69;241;36;52;116;4;48;2
604133012;;76;194;128;129;70;112;84;88;116;8;139;128;12
604133013;;4;72;226;177;132;106;49;10;31;128;184;73;0
604133014;;9;226;73;102;195;132;8;128;12;70;18;13;2
604133015;;33;166;94;88;72;34;128;66;66;19;44;17;9
604133016;;162;8;228;200;56;9;66;88;32;135;5;130;4
604133017;;174;48;20;22;5;12;14;113;201;101;232;102;5
604133018;;208;16;2;21;120;51;32;149;0;16;1;186;2
604133019;;70;5;57;67;17;144;143;170;66;1;210;4;0
604133020;;145;53;4;2;154;128;1;5;130;216;65;30;4
604133021;;20;130;69;160;16;42;6;11;160;140;103;168;15
604133022;;69;51;26;86;37;196;11;137;73;20;24;20;0
604133023;;153;81;133;8;97;163;97;52;0;97;36;82;4
604133024;;96;228;8;105;130;24;128;96;30;57;8;67;0
604133025;;42;12;98;18;136;16;188;130;100;194;192;137;3
604133026;;130;8;176;133;94;69;80;84;147;2;147;36;8
604133027;;73;36;41;1;16;21;197;40;196;64;13;169;0
604133028;;33;139;64;198;57;161;5;92;234;139;190;56;11
604133029;;84;216;21;20;4;1;82;68;53;128;16;20;2
604133030;;50;136;58;97;16;224;2;161;166;68;102;137;3
604133031;;1;19;113;72;66;22;80;209;41;1;67;200;3
604133032;;138;108;162;32;195;52;68;0;144;67;49;48;0
604133033;;36;123;152;4;104;142;40;12;80;36;217;0;12
604133034;;114;128;130;202;28;28;72;14;80;28;164;236;4
604133035;;21;129;10;31;128;134;39;194;5;5;236;78;0
604133036;;164;160;216;66;128;115;184;224;68;40;0;105;12
604133037;;213;129;0;50;136;10;59;66;83;50;144;32;14
604133038;;200;74;34;225;32;139;40;9;152;70;11;136;1
604133039;;76;240;128;48;78;132;176;5;5;32;96;3;1
604133040;;168;52;1;131;199;51;132;20;41;60;133;2;2
604133041;;82;36;0;20;238;72;128;114;34;91;0;162;4
604133042;;162;80;6;10;161;48;64;185;0;92;1;81;4
604133043;;10;22;37;8;36;21;37;151;0;224;0;68;9
604133044;;129;40;197;105;19;8;74;186;85;128;112;23;0
604133045;;4;8;56;142;24;193;250;0;43;192;2;2;9
604133046;;144;5;213;100;7;72;136;2;24;33;185;18;0
604133047;;10;7;12;20;111;96;128;22;194;168;80;68;10
604133048;;38;21;71;145;112;0;3;169;162;158;138;149;1
604133049;;9;66;214;160;129;96;23;64;136;147;6;129;4
604133050;;81;66;104;153;16;202;21;33;14;19;78;118;14
604134000;;1;160;0;0;200;0;0;0;32;0;33;0;0
604135000;;223;191;251;219;255;173;159;231;253;238;125;190;15
604135001;;229;239;220;237;239;254;106;223;251;255;254;245;15
604135002;;191;253;119;183;251;247;253;59;255;119;251;203;11
604135003;;251;82;191;127;84;95;255;255;159;155;143;127;6
604135004;;142;183;190;200;15;108;221;75;100;150;151;192;13
604135005;;105;68;75;215;255;158;199;38;73;238;224;67;15
604135006;;197;73;211;155;248;243;231;108;145;181;76;109;5
604135007;;181;127;96;47;164;71;10;243;63;39;19;254;0
604135008;;122;178;245;58;80;17;49;217;182;250;250;189;11
604135009;;187;234;31;100;215;252;248;188;206;73;61;187;2
604135010;;194;17;84;114;66;208;158;3;128;132;22;3;4
604135011;;21;224;0;132;40;12;97;216;10;3;65;20;8
604135012;;40;14;171;9;149;35;0;36;117;120;168;232;3
604135013;;1;0;0;12;16;32;8;9;4;4;16;40;2
604136000;;205;39;164;98;31;204;69;38;92;49;251;60;12
604136001;;50;216;91;157;224;51;186;217;163;206;4;195;3
604137000;;153;116;194;191;235;217;72;178;180;224;138;67;9
604137001;;218;205;245;4;92;32;165;19;193;184;222;133;14
604137002;;106;230;45;95;131;93;62;69;123;7;177;109;7
604137003;;37;225;240;122;4;134;242;14;71;211;110;251;0
604137004;;70;146;143;156;167;201;23;58;13;126;69;184;13
604137005;;38;59;17;97;152;190;145;236;230;43;37;48;4
604137006;;241;28;74;131;125;50;75;245;152;213;58;86;10
604137007;;157;11;62;224;114;103;236;201;58;12;209;142;3
604137008;;98;24;77;224;130;68;193;181;192;32;64;184;1
604137009;;152;198;0;12;45;138;2;64;32;148;5;7;4
604137010;;5;33;178;19;80;49;60;10;31;75;186;64;10
604137011;;90;91;216;135;239;28;140;135;8;20;83;7;4
604137012;;14;253;3;178;48;25;117;218;230;115;246;56;5
604137013;;237;44;142;48;54;230;107;44;93;58;184;139;3
604137014;;165;135;171;203;224;119;18;17;1;247;13;182;10
604137015;;201;202;117;105;157;209;170;185;241;137;253;118;6
604137016;;54;48;177;220;147;138;149;86;219;192;103;97;9
604137017;;113;82;118;30;77;226;103;227;38;172;8;204;10
604137018;;146;165;76;101;74;45;216;108;190;79;130;217;13
604137019;;1;0;1;0;4;128;0;8;0;1;16;64;0
604137020;;4;16;128;0;0;24;64;1;0;32;0;1;2
604138000;;34;155;38;252;53;237;177;144;240;238;236;10;10
604138001;;221;100;217;3;202;18;78;111;15;17;19;245;5
604138002;;213;67;95;223;215;202;31;22;159;77;238;187;5
604138003;;217;95;55;198;251;245;148;239;125;221;87;247;14
604138004;;175;247;237;189;234;93;234;217;214;250;173;41;3
604138005;;59;186;246;168;79;242;111;254;227;183;88;110;14
604138006;;126;188;201;127;181;191;241;239;232;171;191;214;11
604138007;;230;237;186;115;60;47;255;49;63;118;243;221;13
604138008;;221;119;188;173;235;121;139;153;37;255;176;127;7
604138009;;27;15;111;127;93;210;28;238;255;162;223;252;13
604138010;;243;250;125;206;223;220;243;97;253;93;115;254;13
604138011;;109;187;159;181;182;47;126;127;174;11;47;165;14
604138012;;190;220;227;123;180;183;229;158;219;254;222;219;11
604138013;;230;229;210;210;107;239;255;247;82;245;237;3;2
604138014;;160;0;16;0;0;33;0;2;0;64;16;0;4
604139000;;203;150;79;214;59;39;219;18;133;192;232;203;14
604139001;;214;189;190;99;218;124;76;163;174;63;69;255;7
604139002;;57;116;15;159;37;203;170;253;247;59;23;244;9
604139003;;222;19;113;252;142;118;167;144;81;151;191;134;10
604139004;;117;234;128;123;213;164;23;255;78;238;33;52;8
604139005;;174;203;244;141;234;155;245;76;123;121;222;11;5
604139006;;33;109;251;32;117;217;120;111;184;196;250;121;7
604139007;;33;28;131;131;65;167;190;83;249;193;119;4;9
604139008;;241;160;249;124;168;9;83;160;6;10;3;145;6
604139009;;74;43;14;96;254;212;0;45;152;22;24;174;5
604139010;;12;195;80;138;1;32;197;76;38;52;132;115;10
604139011;;150;84;36;21;22;90;40;146;65;233;232;72;0
604139012;;84;52;75;160;6;91;129;68;28;2;144;144;1
604139013;;10;195;52;68;168;32;60;3;131;133;103;44;6
604139014;;161;8;128;27;81;132;66;184;96;120;8;67;8
