Row ID,Row Name,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
604153002,,-60,20,-118,52,50,-84,114,-128,40,-86,76,98
604153003,,17,102,28,-48,-115,113,43,2,106,77,1,0
604153004,,-14,16,12,-124,-47,26,96,-58,-128,-28,2,-120
604153005,,26,-63,-60,32,90,58,73,56,57,-89,-128,-55
604153006,,106,4,85,5,67,3,-108,73,69,17,-31,99
604153007,,28,19,19,54,52,0,8,-25,82,64,46,12
604153008,,-127,42,1,67,-119,-51,96,52,12,120,120,22
604153009,,65,-87,-6,10,-124,-60,-121,80,4,19,-79,-67
604153010,,41,68,-93,89,68,-57,-108,33,-106,8,-44,82
604153011,,4,-114,81,40,4,-118,24,52,-126,-110,-32,4
604153012,,105,49,2,23,-120,112,-57,-118,81,5,12,-48
604153013,,-110,64,-84,-64,115,5,32,65,44,104,19,43
604154000,,1,-100,-87,41,-110,8,104,21,60,32,116,-21
604154001,,33,66,31,124,66,0,80,-114,-96,-21,65,-124
604154002,,9,48,-93,19,53,-8,3,-32,6,-124,74,38
604154003,,106,4,0,10,11,5,-113,1,73,8,-96,93
604154004,,18,102,-116,5,-92,6,32,100,38,32,42,8
604154005,,50,19,112,64,8,115,20,35,0,108,-128,10
604154006,,-40,-95,-31,-128,96,61,32,22,-64,2,44,16
604154007,,44,-87,4,-128,-127,-64,-36,40,65,-35,1,32
604154008,,-124,-55,16,83,-28,64,81,-112,58,1,68,65
604154009,,5,22,2,-14,20,-96,-84,73,-119,-105,30,112
604154010,,-62,64,70,-116,11,19,-126,-104,23,16,-111,-125
604154011,,-44,8,88,36,88,-114,3,66,-48,82,-109,-108
604154012,,-118,83,-44,0,13,-118,12,-75,72,12,21,-69
604154013,,96,32,32,95,64,4,-110,0,-74,51,-128,4
604154014,,21,-116,11,-96,-78,113,97,74,1,-64,106,64
604154015,,4,0,-124,0,0,2,0,0,16,-124,2,0
604155000,,73,-119,-30,-124,-1,-14,-59,-3,70,-121,117,-115
604155001,,-26,114,-107,126,99,4,-104,3,-7,106,-86,99
604155002,,-103,45,63,25,24,105,115,12,1,53,74,-76
604155003,,54,-42,72,-29,-124,-97,46,-14,-66,-40,-107,90
604155004,,98,81,24,88,-64,-100,2,101,16,20,-84,72
604155005,,-104,-86,34,-123,11,32,85,26,34,67,19,-94
604155006,,5,4,-59,34,52,67,-88,-128,-51,-88,64,21
604232000,,-122,-127,-111,9,68,21,51,-80,24,8,-56,-126
604232001,,32,52,68,86,-102,34,12,3,-29,-121,54,44
604232002,,2,-128,1,0,32,0,32,17,0,-88,0,16
604232003,,50,-41,81,-73,110,-100,45,-68,-15,-86,-86,-113
604232004,,-43,40,-82,-10,-20,55,-103,46,-3,100,-104,-98
604232005,,65,-71,-92,10,52,-58,116,125,8,49,119,-112
604232006,,-82,-80,115,-26,-120,-71,-56,24,103,-102,127,107
604232007,,-82,7,-98,96,107,-62,-18,-61,30,69,-116,96
604232008,,-102,78,93,25,21,53,83,-46,-128,-90,2,-11
604232009,,69,-20,35,-119,-109,105,-74,-31,-30,95,65,60
604232010,,121,83,-56,93,-45,74,3,7,31,-39,-11,67
604232011,,89,74,42,-96,33,-56,-64,76,4,112,1,81
604232013,,-99,45,116,-36,85,82,-57,-32,53,-5,-31,85
604232014,,73,-61,-38,105,-74,-80,51,89,75,77,-10,106
604232015,,-30,22,13,-94,11,67,82,-84,108,48,7,-6
604232016,,-42,90,-15,-62,-59,-89,-64,-14,-105,55,-73,-81
604232017,,82,112,-114,27,-12,-4,43,-49,3,68,-40,-39
604232018,,45,-81,39,52,73,94,44,29,-24,-113,28,5
604232019,,45,-103,-61,-73,-86,13,-99,34,-12,-118,11,6
604232020,,-78,-28,56,77,58,-87,-4,23,-102,-16,104,-80
604232021,,42,40,-123,19,28,5,34,9,32,74,-23,3
604232022,,-123,114,-60,-116,3,32,-45,-124,6,-73,-126,65
604232023,,-60,64,81,72,99,89,32,17,82,-96,64,-82
604232024,,25,-127,40,-91,-64,-122,12,56,-59,81,16,80
604232025,,66,-114,34,64,-84,106,-47,70,56,4,46,16
604232026,,48,21,26,50,16,-112,12,-30,-119,8,21,-84
604232027,,9,2,-110,64,20,8,88,-128,1,-111,108,-128
604232028,,28,13,-96,9,-55,78,0,6,112,10,19,85
604232029,,65,84,73,17,2,-30,0,-43,8,96,16,76
604232030,,-128,-127,7,48,36,17,-24,32,118,68,32,-110
604232031,,-110,88,72,2,40,5,6,8,-119,11,-122,41
604232032,,100,-96,0,-58,-45,0,-127,1,-128,36,72,34
604232033,,34,34,52,-84,0,-80,55,122,6,-112,-127,0
604233000,,1,4,0,0,-128,41,0,0,-128,8,8,0
604233001,,85,-114,40,26,-128,120,4,-61,3,64,84,-64
604233002,,26,96,84,89,95,-124,-115,64,8,-128,82,-104
604233003,,8,41,-108,65,34,-96,81,-60,-88,104,36,34
604233004,,33,48,-124,49,-28,5,32,-119,92,-38,9,87
604233005,,-62,68,14,-92,9,34,46,29,0,25,-32,106
604233006,,-126,-106,-80,-112,35,68,78,3,35,17,16,12
604233007,,33,9,42,-81,0,15,35,56,64,6,4,37
604233008,,26,65,-53,-30,-123,-14,-48,-88,-79,36,-107,-63
604233009,,36,113,17,64,60,0,16,18,68,-121,107,41
604233010,,-95,-118,98,12,72,-46,0,16,22,56,-88,16
604233011,,92,-124,1,2,-46,9,-37,38,-15,-128,-118,18
604233012,,-60,18,65,4,16,25,-96,100,-114,103,3,-124
604233013,,22,-91,-23,-19,33,70,-66,102,-96,-93,122,-44
604233014,,-23,90,22,18,-34,-71,65,-103,95,92,-123,43
604233015,,2,6,21,-120,8,42,-96,57,-96,10,40,-91
604233016,,-88,100,72,1,-127,17,19,-123,1,48,68,24
604233017,,81,40,112,64,82,0,-55,64,12,100,56,-126
604233018,,17,-61,-56,25,40,-128,100,48,0,97,2,-125
604233019,,65,2,22,0,-127,12,4,22,-103,5,-103,1
604233020,,-92,0,-120,44,21,-64,-112,-124,98,-110,4,64
604233021,,4,36,34,117,52,42,0,-38,16,24,64,12
604233022,,-94,-127,4,-128,-96,117,12,43,-96,14,-51,26
604233023,,4,41,40,64,64,-20,50,64,79,49,-94,96
604233024,,24,-112,-127,-100,32,0,-29,-124,89,-64,-126,64
604233025,,33,72,2,66,-102,5,73,66,6,72,86,-82
604233026,,66,86,81,3,68,18,10,0,0,-128,0,4
604233027,,-118,-111,-93,50,7,65,4,1,22,-122,17,17
604233028,,92,24,4,-90,74,-110,16,40,-32,1,33,112
604233029,,-123,66,87,68,-74,17,74,40,82,-61,118,-63
604233030,,33,9,2,80,48,-24,-109,30,36,96,-95,24
604233031,,8,68,-108,40,65,6,32,-127,64,0,69,41
604233032,,-78,-112,40,0,-120,-7,76,101,-119,60,26,22
604233033,,70,38,97,-77,76,0,-112,80,-94,24,8,66
604233034,,88,-71,-120,-113,3,6,37,-126,29,-121,-128,-92
604234000,,86,74,89,16,30,-47,-36,-57,11,48,-27,-2
604234001,,-87,-75,-90,-17,-31,46,35,56,-12,-49,26,1
604234002,,16,2,2,0,16,10,-126,5,1,0,0,0
604234003,,111,106,-73,12,-9,-105,63,-73,-69,42,-98,19
604234004,,-84,-75,77,88,-119,116,113,-81,-4,117,-114,12
604234005,,58,89,75,-82,-33,11,-38,-19,6,-109,117,-4
604234006,,83,61,-6,-77,114,-68,-51,90,29,125,-30,-127
604234007,,-91,-49,-76,-43,39,-24,-11,68,-25,-45,-39,-9
604234008,,-43,-110,102,119,-4,107,-126,115,-56,-114,55,-21
604234009,,-38,-26,-103,-21,8,-41,46,-104,115,-20,105,126
604234010,,-115,93,-23,57,104,15,101,105,-70,94,12,-51
604234011,,114,-94,22,-58,-105,-16,-102,-106,69,-95,-13,50
604234012,,108,-82,-9,45,99,-17,-17,-10,114,110,-109,127
604234013,,79,109,47,-3,-17,-71,-46,47,-67,-9,-17,-41
604234014,,-102,-1,-9,-69,-106,-67,119,-102,-67,-46,-4,-82
604234015,,-77,119,108,70,-99,123,30,-3,71,-99,-33,107
604234016,,-3,-104,-40,-2,122,-58,-83,71,-49,-65,49,-36
604234017,,-9,-45,-101,-45,-3,86,-7,-7,-6,105,110,-79
604234018,,-124,-95,67,8,0,99,9,14,13,35,100,5
604234019,,-54,17,5,114,48,21,52,-111,-128,32,-64,-88
604234020,,49,8,56,-122,-19,-44,16,52,98,-40,23,34
604234021,,48,86,-120,97,-126,10,-126,65,-70,0,2,-52
604234022,,73,106,-26,-127,4,-128,71,-120,85,29,24,82
604234023,,6,-124,16,28,91,40,-24,98,0,-58,-87,17
604234024,,-120,74,1,13,24,40,50,-55,16,3,-13,32
604234025,,-111,-30,-112,2,104,21,64,18,-30,64,-36,27
604234026,,6,-124,-72,-40,86,-128,-115,48,57,127,2,-58
604234027,,108,52,70,52,3,70,-78,-124,1,0,1,4
604234028,,34,25,7,-93,-123,-47,9,9,-124,-120,4,56
604234029,,81,1,104,64,-96,42,68,102,78,-76,40,-63
604234030,,6,-60,122,-54,29,-116,-112,-126,97,-42,48,0
604234031,,49,44,40,44,112,-59,20,5,-85,0,-61,-93
604234032,,-62,3,65,-112,11,72,-96,112,18,62,-124,-64
604234033,,-24,97,5,1,6,50,79,40,4,0,71,20
604234034,,24,-112,-110,18,-32,33,43,11,-36,33,24,29
604234035,,5,26,-124,101,-128,18,64,-44,0,-55,40,106
604235000,,-60,5,-104,1,113,-82,1,17,-10,80,7,80
604235001,,33,56,66,-86,-122,80,8,104,1,-92,-24,14
604235002,,26,-62,37,84,8,1,-10,-122,8,11,16,-95
604236000,,40,7,4,35,-64,42,90,66,42,1,5,85
604236001,,-59,96,-6,-40,24,-48,-127,4,68,26,72,-96
604236002,,18,-104,1,4,39,5,36,-71,-111,-28,-78,10
604236003,,46,-95,2,102,-27,-32,15,92,-100,-91,48,-20
604236004,,-86,122,77,-107,70,27,-94,98,109,-125,-115,56
604236005,,49,-10,-103,-95,11,-115,116,41,99,20,98,16
604236006,,70,26,-11,-104,20,12,20,-97,19,-22,-68,82
604236007,,20,13,-92,74,-103,122,59,-40,-106,112,99,-81
604236008,,-46,-54,2,46,-52,-112,-31,-57,-120,110,70,-125
604236009,,-27,4,-87,28,98,-47,-35,38,36,-123,73,8
604236010,,89,-127,126,83,58,39,2,0,112,90,-104,-11
604236011,,-119,117,82,-31,-79,102,-56,-79,-53,25,-105,71
604236012,,106,-111,-55,-46,32,68,-33,84,90,39,-22,4
604236013,,-107,76,66,-113,-38,55,64,-123,-80,67,68,24
604236014,,-79,-124,108,-86,28,-70,-92,11,-50,0,11,115
604236015,,108,-19,-88,21,-112,41,73,61,-23,-108,1,23
604236016,,-127,63,23,88,103,78,7,107,37,12,-100,-31
604236017,,73,-54,25,-91,-19,81,-72,-32,23,-84,-20,-8
604236018,,50,50,113,81,-114,-71,-112,26,-118,-5,115,96
604236019,,30,34,-106,40,51,-124,106,-96,116,90,50,-113
604236020,,-58,81,-90,102,65,-62,55,-42,1,-15,-107,-114
604236021,,67,5,-38,-41,-13,-75,99,-2,17,-97,-9,108
604236022,,110,-26,112,29,-42,-17,103,53,-66,-30,13,-45
604236023,,-103,59,-93,-29,-99,-105,-52,26,82,-27,114,14
604236024,,-19,-4,44,-2,42,72,-100,-58,-80,29,126,-11
604236025,,-75,-39,-41,24,-81,3,-4,-61,-17,78,-109,-47
604236026,,-106,-118,-17,-81,104,126,51,-87,-17,48,-116,-86
604236027,,122,119,29,96,85,-8,-101,125,77,-5,-23,63
604236028,,-46,94,97,79,107,86,-67,-23,126,89,43,-104
604236029,,90,38,1,4,44,74,-88,25,-29,-128,104,65
604236030,,6,19,120,52,2,-126,34,1,76,32,-123,-121
604236031,,49,-88,35,83,-48,40,-47,-110,8,74,16,-36
604236032,,-96,73,30,73,84,33,12,38,-77,-99,-126,24
604236033,,12,84,-124,-120,3,85,21,64,20,33,20,32
604236034,,-63,-128,-64,-94,-87,-108,66,-20,0,86,107,34
604237000,,-117,90,-6,28,-121,-1,68,-53,-39,-124,-76,112
604237001,,-12,99,71,-5,123,-80,78,54,62,87,78,-61
604237002,,-42,-83,-16,98,-40,-45,-99,29,31,-5,79,-82
604237003,,105,-74,11,-75,31,119,-13,90,-31,-18,19,122
604237004,,78,87,-68,101,-8,76,-13,-13,-10,85,-31,-99
604237005,,53,-3,-19,-38,-91,8,43,-83,-52,57,-65,-89
604237006,,-69,-120,23,-113,102,-81,-68,-28,35,-86,-8,93
604237007,,-22,-123,54,-115,120,44,-53,-118,-35,93,63,-49
604237008,,6,-81,-82,-13,61,-52,117,127,-13,-19,-62,-76
604237009,,57,86,-7,117,-57,127,24,-60,-23,-113,-74,19
604237010,,53,-71,-43,79,-126,-89,-68,-3,38,112,-23,-7
604237011,,-45,121,121,-48,95,-45,-9,-77,32,10,113,124
604237012,,-19,-22,-62,-66,-26,16,111,57,31,-13,-116,74
604237013,,-34,86,15,42,-71,-5,-126,70,-34,-74,95,-89
604237014,,33,-127,-110,25,64,81,4,-86,-28,-32,33,-48
604237015,,82,-30,-126,7,-110,-126,81,65,32,3,80,-120
604237016,,-108,20,13,-126,12,57,-32,16,74,8,-90,98
604237017,,12,105,112,116,57,4,8,92,30,-74,8,5
604237018,,-62,16,64,-88,39,-94,62,-91,17,8,-117,50
604237019,,41,14,45,64,-64,76,-125,2,-127,85,84,13
604237020,,69,54,114,-108,4,-33,90,-94,-96,-41,50,95
604237021,,-66,-119,-113,67,-5,-124,-119,-119,-47,8,-121,-96
604237022,,81,-54,21,-7,-88,49,-10,116,79,126,93,15
604237023,,-86,117,-24,46,87,106,37,95,62,-95,-24,-16
604237024,,-17,-51,103,-45,117,-23,-25,23,-116,93,-65,-82
604237025,,62,59,92,115,-37,122,-38,-2,-71,-73,-1,-52
604237026,,-14,126,-69,-4,111,-17,-1,-23,127,-38,92,-79
604237027,,-109,-3,-86,-18,-98,-108,7,-24,-41,100,-30,127
604237028,,109,-61,-43,13,-68,119,-68,-65,119,-69,-33,127
604237029,,-35,-74,-1,-65,-29,-97,121,87,-22,-17,33,-45
604237030,,0,64,-127,16,0,0,0,32,24,16,32,0
604237031,,6,65,125,16,51,-127,64,99,66,32,3,41
604237032,,-88,0,0,5,8,79,25,-31,-79,113,6,-127
604237033,,65,39,26,106,-128,18,62,20,96,-106,81,96
604237034,,45,74,97,-128,71,24,-27,0,-116,15,96,26
604237035,,-110,-68,-128,14,-88,-92,-128,8,11,-120,-116,6
604237036,,80,-112,-122,-15,84,96,2,-98,20,64,-72,-44
604238000,,-71,-84,-126,-113,120,122,-56,-15,-31,-8,100,118
604238001,,70,83,125,112,-121,-123,55,14,30,7,-101,-119
604238002,,-90,-77,6,-76,-105,15,69,29,71,78,84,127
604238003,,-123,97,38,-113,32,79,-86,-84,125,-6,-27,-96
604238004,,121,20,122,112,-46,-104,-5,-14,-111,-84,-62,52
604238005,,-111,-53,-103,-8,-19,-14,30,73,-47,69,11,-36
604238006,,25,-11,-125,14,25,-25,-31,-30,-114,-95,-87,-38
604238007,,-18,-114,-36,-125,119,48,20,23,46,86,-79,13
604238008,,106,124,121,73,-50,113,-100,112,-32,-111,30,67
604238009,,86,10,-27,119,40,-116,99,-113,58,59,126,-93
604238010,,-6,-66,-81,-2,-77,104,-73,-50,-1,-44,118,-2
604238011,,62,-97,121,-13,-53,-41,-59,-5,15,-119,-75,3
604238012,,-83,77,-35,-74,-4,-39,-6,-86,-47,63,-39,-67
604238013,,75,113,122,93,53,47,-69,87,-82,122,74,127
604238014,,-11,-6,-57,107,79,-73,78,-67,-14,-17,-81,-44
604238015,,-41,-25,-74,-115,-2,-2,125,117,125,-9,-1,-21
604238016,,-17,-126,79,55,-10,-10,107,-33,-22,-1,44,-5
604238017,,85,-10,29,-85,31,-100,-33,-72,127,-99,-14,-11
604238018,,-77,127,-82,71,-14,-5,53,103,-17,-15,-35,-120
604238019,,-85,-3,-15,-8,109,-25,-26,101,-5,106,-1,78
604238020,,-34,-51,-13,-1,-33,41,-38,-33,21,111,-33,-65
604238021,,124,59,-2,-36,-87,95,-67,-70,-108,-106,35,119
604238022,,0,0,0,1,32,8,36,-127,-128,0,64,0
604238023,,-124,-92,-37,0,17,6,53,-128,-39,34,-112,69
604238024,,34,-92,48,62,26,9,106,48,38,-111,0,-64
604238025,,17,9,98,-96,-32,56,-116,10,1,-104,32,50
604238026,,28,27,8,69,2,-64,65,87,72,2,-123,0
604238027,,-30,64,-123,82,13,-25,2,-127,36,109,127,46
604238028,,73,82,4,-119,-28,16,-112,108,-110,68,74,-103
604239000,,-87,-17,53,-25,-23,29,-21,2,11,106,95,88
604239001,,65,41,27,-8,-74,119,-4,-35,-81,93,121,-63
604239002,,93,66,-24,69,13,-127,-40,-107,-48,-36,-80,61
604239003,,117,-44,68,28,-41,-86,54,58,119,113,-111,-93
604239004,,-114,63,-72,113,-40,82,-121,111,-40,-93,-32,22
604239005,,18,-106,-2,-117,53,-88,115,34,64,-116,102,124
604239006,,-82,-63,67,-98,2,103,13,-47,54,50,15,-125
604239007,,-14,56,-121,34,106,-36,0,-20,-83,-121,-114,-18
604239008,,105,-16,-128,82,1,17,71,-51,-54,66,104,5
604239009,,-44,16,27,-110,85,118,36,8,39,-115,3,-34
604239010,,-87,-113,-16,-51,32,-23,-104,113,96,25,18,75
604239011,,18,71,7,33,-38,-114,-16,50,24,50,-124,48
604239012,,6,40,108,44,-82,0,11,-122,-107,-28,-3,-96
604239013,,-108,62,-21,27,-53,-105,93,49,-79,-82,-49,120
604239014,,-106,-35,86,-24,113,121,-125,31,59,50,-11,-28
604239015,,-70,49,72,-43,-4,-26,111,68,64,-11,78,-98
604239016,,111,-28,-73,127,86,33,-2,-50,94,-21,-78,61
604239017,,121,79,-108,32,-127,126,-6,-18,-19,95,32,3
604239018,,99,-61,109,-42,47,-101,0,-13,-2,-63,-37,-41
604239019,,-51,-70,-69,-81,-66,-52,-75,-71,-121,28,61,-21
604239020,,-108,16,-124,-118,0,-47,0,-123,12,24,-126,-127
604239021,,12,82,0,112,-3,64,-67,64,64,16,101,100
604239022,,42,12,-112,10,64,4,-128,66,-127,68,40,-124
604239023,,1,13,10,4,42,59,8,2,-124,3,26,80
604239024,,-64,-32,97,17,-110,8,64,-68,10,-124,0,24
604239025,,82,2,114,1,1,38,118,16,113,99,81,11
604239026,,33,-95,13,-28,4,-128,3,41,50,-88,-124,34
604239027,,-14,71,-126,-83,14,111,-83,-38,-92,105,-44,-81
604239028,,43,-66,105,70,-61,-31,-35,-89,125,112,110,105
604239029,,61,-3,84,-102,-69,83,99,-82,115,-105,-71,-9
604239030,,-87,-106,-73,105,-2,-36,29,-127,-89,-49,-73,-103
604239031,,-35,-56,127,-100,89,-72,-78,124,-119,-65,-18,110
604239032,,86,35,-37,115,53,-65,90,125,-34,34,9,84
604239033,,-58,121,-84,-9,-28,6,-26,83,90,-36,83,-110
604239034,,2,16,0,18,0,1,0,1,6,0,6,64
604239035,,36,-124,-108,-125,18,-120,48,4,-29,3,20,68
604239036,,-88,56,16,28,-112,55,-100,-52,0,-120,36,2
604239037,,81,35,-62,73,4,91,72,104,8,64,99,22
604239038,,26,-51,10,-80,-60,0,-61,35,-75,-12,-112,0
604239039,,6,80,101,100,105,-28,33,-112,20,14,-119,-87
604239040,,-63,2,41,2,43,0,6,19,74,49,74,-7
604239041,,66,2,97,-124,0,122,7,25,-96,13,-115,-104
604239042,,24,-116,72,12,48,119,-78,33,83,8,19,26
604239043,,76,108,10,38,87,-64,65,76,30,16,32,69
604239044,,-116,65,32,8,-63,2,-19,1,54,-58,2,80
604239045,,32,74,18,-127,112,-127,96,16,40,-127,12,-30
604239046,,76,19,93,49,-86,4,36,88,98,96,-124,25
604239047,,17,44,2,0,7,120,-120,-121,11,98,-103,70
604239048,,-119,22,37,126,-120,12,-88,2,20,108,10,-111
604239049,,50,-119,8,8,-64,-102,10,-108,37,-24,100,72
604239050,,41,56,-12,-118,10,0,56,100,13,-120,-48,45
604239051,,-123,32,-95,-112,-62,37,-63,73,-56,-12,0,-20
604239052,,38,69,8,-108,20,56,70,64,32,1,32,-7
604239053,,97,-126,74,66,74,-53,17,2,0,67,-48,34
604239054,,6,8,31,101,13,22,9,16,-58,5,-74,7
604239055,,17,-77,84,-110,-108,74,30,-74,-61,60,104,17
604239056,,25,4,-80,80,23,33,-64,-120,5,19,1,66
604239057,,32,-110,49,33,-86,97,2,67,8,8,-128,32
604239058,,-46,-48,-108,-23,0,24,33,-126,16,2,99,-112
604239059,,-111,1,-94,70,89,-125,90,20,-120,-128,84,4
604239060,,40,98,0,73,44,4,18,-78,-79,38,74,-126
604239061,,-62,9,76,106,-92,37,-128,-28,-64,20,11,-124
604239062,,-44,-92,-125,-112,16,-128,-107,105,112,-102,28,42
604239063,,-126,-47,-63,5,33,-128,20,-85,93,-79,35,37
604239064,,102,116,-122,51,97,-44,100,44,-126,83,-11,0
604239065,,36,48,67,0,52,64,121,-124,60,9,0,8
604239066,,-94,-62,32,-84,67,34,-27,69,-30,6,44,52
604239067,,74,44,-104,90,-108,-102,20,-94,0,34,-128,-126
604239068,,-108,81,-47,-111,-117,-104,2,26,3,52,81,-32
604239069,,9,11,14,100,8,5,0,72,-123,-39,98,23
604239070,,81,-124,36,3,96,101,-118,49,88,-64,-97,73
604253000,,-111,96,16,45,31,-63,21,18,8,96,-81,24
604253001,,-126,-119,8,8,28,64,-109,-29,53,3,82,2
604253002,,12,86,43,3,10,-88,8,-99,2,-61,49,-121
604253003,,-47,12,9,0,96,-100,109,69,68,120,24,8
604253004,,18,-109,-126,-64,-44,30,-26,4,104,100,-96,83
604253005,,-84,0,-80,49,-64,44,8,-84,57,-100,4,57
604253006,,50,-100,-57,118,-108,-94,4,80,-37,-128,29,-90
604253007,,74,49,68,-50,97,1,-86,18,-89,60,-64,104
604253008,,36,39,111,20,41,118,50,104,-46,-110,-54,-28
604253009,,101,-56,52,-119,34,19,64,-125,0,1,102,-128
604253010,,73,98,-48,-14,-125,65,-47,40,-124,15,1,85
604253011,,9,70,47,-128,-121,0,3,112,21,33,79,65
604253012,,-44,1,-48,30,16,94,12,-128,-126,70,-96,28
604253013,,34,-72,0,97,104,-95,-16,15,104,-104,16,-94
604254000,,124,-3,92,61,-1,-68,-17,12,-34,-121,-87,-82
604254001,,-121,-23,-109,-11,119,105,-75,-5,-21,-36,-33,62
604254002,,-43,-98,-27,-42,-40,-1,114,20,63,122,-17,83
604254003,,-5,-58,107,-1,-110,-65,45,-17,113,-31,118,-49
604254004,,-85,63,-2,-86,-19,-58,-34,-13,-19,127,122,-7
604254005,,126,115,-65,75,47,83,-37,-1,-106,-65,-107,-11
604254006,,2,83,-79,20,52,29,16,-110,-82,0,-87,50
604254007,,-23,32,66,75,2,64,97,45,17,95,0,-123
604254008,,20,-116,12,-96,-55,-94,-114,64,64,-96,86,72
604331000,,61,-66,-124,-17,-7,-4,-106,-40,-7,-2,15,-8
604331000,,4,32,-118,0,32,4,40,32,0,4,0,32
604331001,,-11,127,-21,117,-3,59,-17,-65,38,62,-43,53
604331001,,8,8,4,65,-128,-103,-123,0,36,32,32,16
604331002,,2,20,80,10,8,0,2,68,0,3,-112,8
604331002,,123,-108,117,-61,38,83,-39,-17,-37,-99,-66,63
604331003,,-53,-1,-2,60,-53,-89,-6,115,-116,-5,115,-25
604331003,,1,-64,0,48,81,2,80,16,2,0,64,-61
604331004,,-66,99,-69,-2,-10,-4,117,-121,127,-63,-18,-33
604331004,,64,3,33,0,6,96,0,-117,-128,8,11,0
604331005,,-58,-55,95,-101,31,-49,47,124,-9,103,-7,-54
604331005,,-80,0,0,-124,0,0,0,0,89,-48,4,4
604331006,,-1,-3,-7,31,-65,-25,-1,-1,-83,-17,-65,-9
604331007,,-3,94,-1,-3,126,-1,-13,127,127,-12,-3,-99
604331008,,-9,-13,-34,-1,-37,-33,-49,-77,-1,-97,-22,127
604331009,,94,-17,127,-9,-3,-7,124,-17,-2,123,95,-18
604331010,,-85,-65,-89,-22,-25,62,-65,-36,-45,-1,-9,-5
604331011,,20,43,2,48,99,32,-94,41,36,120,-128,33
604331011,,20,43,2,48,99,32,-94,41,36,120,-128,33
604331012,,6,40,100,98,12,121,49,6,-117,29,80,74
604331012,,6,40,100,98,12,121,49,6,-117,29,80,74
604331013,,34,-62,25,4,24,-108,-64,-15,-111,2,49,17
604331013,,34,-62,25,4,24,-108,-64,-15,-111,2,49,17
604331014,,-87,-44,-127,76,69,1,11,-54,64,36,-116,-98
604331014,,-87,-44,-127,76,69,1,11,-54,64,36,-116,-98
604331015,,89,20,8,-103,-126,70,12,4,112,-127,107,-28
604331015,,89,20,8,-103,-126,70,12,4,112,-127,107,-28
604331016,,-64,1,-10,-125,-80,-118,84,16,14,-62,6,0
604331016,,-64,1,-10,-125,-80,-118,84,16,14,-62,6,0
604331017,,6,85,1,15,-107,4,-125,32,48,30,-91,-96
604331018,,9,60,77,-126,-122,-8,34,-40,64,96,8,69
604331019,,56,-118,-120,-56,82,-126,121,35,-93,32,10,-77
604331020,,86,32,-62,80,40,54,-120,0,25,-115,-16,8
604331021,,-127,66,50,53,8,9,68,76,70,64,2,12
604331022,,-32,-127,52,32,97,65,20,-105,-116,-109,85,82
604332000,,-42,92,-42,-109,-78,-79,64,58,54,-23,-80,104
604332001,,41,-93,41,108,77,78,-65,-59,-55,22,79,-105
604332002,,48,-62,44,81,24,12,8,20,103,1,74,4
604332003,,-103,-128,49,42,66,-64,-69,-104,98,0,9,-20
604332004,,-63,51,66,44,-128,33,84,15,29,96,36,19
604332005,,12,105,20,-64,50,28,-95,97,-112,-7,-111,67
604332006,,38,4,-117,-122,-123,-14,2,32,-128,30,68,-80
604332007,,66,28,-64,17,109,3,68,-62,8,-122,-78,8
604332008,,0,-124,0,68,16,0,4,0,0,64,0,-122
604332009,,-34,94,-14,-44,-13,-73,-5,-37,-75,62,106,-35
604332010,,-79,-1,91,-113,106,95,-56,-26,43,-41,-57,-18
604332011,,126,-25,-19,122,-74,47,119,53,-54,-23,-79,71
604332012,,95,-79,-107,-77,-3,-40,94,-1,-3,-65,125,-80
604332013,,-89,-87,127,125,-113,-17,-67,122,-42,83,-2,59
604332014,,-23,94,-82,-17,93,-16,-89,-115,127,-20,-97,-1
604332015,,24,19,0,38,65,0,-70,42,16,122,43,66
604332016,,-108,36,39,-120,32,29,4,77,18,-60,-60,0
604332017,,-30,10,20,17,13,-64,-32,68,101,1,68,-100
604332018,,9,-52,-47,-47,-112,42,70,16,-22,6,-77,-96
604332019,,37,80,40,76,-54,87,17,-94,13,-71,0,123
604332020,,66,-95,-54,34,54,-96,9,-111,-128,0,24,5
604332021,,-2,82,-33,105,-50,123,109,-53,123,-54,-9,-3
604332022,,-15,111,66,-66,-6,31,-41,-10,-17,-74,102,-2
604332023,,63,-75,-17,-53,61,-59,104,63,-60,63,-100,106
604332024,,106,-82,118,-42,-5,-2,-1,-26,-16,105,111,69
604332025,,-105,-3,-71,-65,23,-9,-102,-35,63,-33,-37,-73
604332026,,-51,-37,-67,117,-27,-88,-73,57,-97,-11,-71,-101
604333000,,2,64,4,0,1,0,0,20,0,8,64,0
604333001,,80,0,2,0,0,1,0,-128,0,34,4,34
604333002,,4,0,1,4,1,8,-128,0,32,0,0,64
604333003,,0,5,8,8,0,20,0,68,0,4,8,0
604333004,,32,0,0,17,20,0,0,0,-128,16,0,9
604333005,,1,0,16,-96,0,2,16,0,20,0,-111,16
604333006,,0,96,-96,0,0,0,1,0,8,0,96,4
604333007,,2,8,0,0,0,64,96,32,0,8,0,-128
604333008,,0,-128,0,2,96,-128,12,16,65,-64,2,0
604333009,,-128,0,68,0,8,32,0,3,2,1,0,0
604333010,,8,18,0,64,-126,0,2,8,0,0,0,0
