Row ID;Row Name;correctStrength
9031100;Meteoric Ore Blade [Blood];56
9031200;Meteoric Ore Blade [Occult];23
9040000;Rivers of Blood;13
9040100;Rivers of Blood [Heavy];78
9040200;Rivers of Blood [Keen];32
9040300;Rivers of Blood [Quality];84
9040400;Rivers of Blood [Fire];48
9040500;Rivers of Blood [Flame Art];16
9040600;Rivers of Blood [Lightning];16
9040700;Rivers of Blood [Sacred];16
9040800;Rivers of Blood [Magic];16
9040900;Rivers of Blood [Cold];61
9041000;Rivers of Blood [Poison];61
9041100;Rivers of Blood [Blood];61
9041200;Rivers of Blood [Occult];26
9060000;Moonveil;16
9060100;Moonveil [Heavy];93
9060200;Moonveil [Keen];39
9060300;Moonveil [Quality];101
9060400;Moonveil [Fire];58
9060500;Moonveil [Flame Art];19
9060600;Moonveil [Lightning];19
9060700;Moonveil [Sacred];19
9060800;Moonveil [Magic];19
9060900;Moonveil [Cold];74
9061000;Moonveil [Poison];74
9061100;Moonveil [Blood];74
9061200;Moonveil [Occult];31
9070000;Dragonscale Blade;39
9070100;Dragonscale Blade [Heavy];93
9070200;Dragonscale Blade [Keen];39
9070300;Dragonscale Blade [Quality];101
9070400;Dragonscale Blade [Fire];58
9070500;Dragonscale Blade [Flame Art];19
9070600;Dragonscale Blade [Lightning];19
9070700;Dragonscale Blade [Sacred];19
9070800;Dragonscale Blade [Magic];19
9070900;Dragonscale Blade [Cold];74
9071000;Dragonscale Blade [Poison];74
9071100;Dragonscale Blade [Blood];74
9071200;Dragonscale Blade [Occult];31
9080000;Serpentbone Blade;10
9080100;Serpentbone Blade [Heavy];90
9080200;Serpentbone Blade [Keen];37
9080300;Serpentbone Blade [Quality];97
9080400;Serpentbone Blade [Fire];56
9080500;Serpentbone Blade [Flame Art];18
9080600;Serpentbone Blade [Lightning];18
9080700;Serpentbone Blade [Sacred];18
9080800;Serpentbone Blade [Magic];18
9080900;Serpentbone Blade [Cold];71
9081000;Serpentbone Blade [Poison];71
9081100;Serpentbone Blade [Blood];71
9081200;Serpentbone Blade [Occult];30
9900000;;35
9910000;;35
9911000;;35
9920000;;35
9930000;;35
10000000;Twinblade;35
10000100;Twinblade [Heavy];45
10000200;Twinblade [Keen];15
10000300;Twinblade [Quality];54
10000400;Twinblade [Fire];33
10000500;Twinblade [Flame Art];10
10000600;Twinblade [Lightning];11
10000700;Twinblade [Sacred];10
10000800;Twinblade [Magic];10
10000900;Twinblade [Cold];31
10001000;Twinblade [Poison];31
10001100;Twinblade [Blood];31
10001200;Twinblade [Occult];14
10010000;Godskin Peeler;19
10010100;Godskin Peeler [Heavy];45
10010200;Godskin Peeler [Keen];15
10010300;Godskin Peeler [Quality];52
10010400;Godskin Peeler [Fire];33
10010500;Godskin Peeler [Flame Art];5
10010600;Godskin Peeler [Lightning];11
10010700;Godskin Peeler [Sacred];5
10010800;Godskin Peeler [Magic];5
10010900;Godskin Peeler [Cold];17
10011000;Godskin Peeler [Poison];17
10011100;Godskin Peeler [Blood];17
10011200;Godskin Peeler [Occult];7
10030000;Twinned Knight Swords;54
10030100;Twinned Knight Swords [Heavy];48
10030200;Twinned Knight Swords [Keen];15
10030300;Twinned Knight Swords [Quality];54
10030400;Twinned Knight Swords [Fire];33
10030500;Twinned Knight Swords [Flame Art];16
10030600;Twinned Knight Swords [Lightning];11
10030700;Twinned Knight Swords [Sacred];16
10030800;Twinned Knight Swords [Magic];16
10030900;Twinned Knight Swords [Cold];48
10031000;Twinned Knight Swords [Poison];48
10031100;Twinned Knight Swords [Blood];48
10031200;Twinned Knight Swords [Occult];21
10050000;Eleonora's Poleblade;13
10050100;Eleonora's Poleblade [Heavy];62
10050200;Eleonora's Poleblade [Keen];26
10050300;Eleonora's Poleblade [Quality];67
10050400;Eleonora's Poleblade [Fire];39
10050500;Eleonora's Poleblade [Flame Art];13
10050600;Eleonora's Poleblade [Lightning];13
10050700;Eleonora's Poleblade [Sacred];13
10050800;Eleonora's Poleblade [Magic];13
10050900;Eleonora's Poleblade [Cold];49
10051000;Eleonora's Poleblade [Poison];49
10051100;Eleonora's Poleblade [Blood];49
10051200;Eleonora's Poleblade [Occult];20
10080000;Gargoyle's Twinblade;66
10080100;Gargoyle's Twinblade [Heavy];61
10080200;Gargoyle's Twinblade [Keen];30
10080300;Gargoyle's Twinblade [Quality];53
10080400;Gargoyle's Twinblade [Fire];36
10080500;Gargoyle's Twinblade [Flame Art];26
10080600;Gargoyle's Twinblade [Lightning];7
10080700;Gargoyle's Twinblade [Sacred];26
10080800;Gargoyle's Twinblade [Magic];26
10080900;Gargoyle's Twinblade [Cold];59
10081000;Gargoyle's Twinblade [Poison];62
10081100;Gargoyle's Twinblade [Blood];62
10081200;Gargoyle's Twinblade [Occult];26
10090000;Gargoyle's Black Blades;86
10090100;Gargoyle's Black Blades [Heavy];103
10090200;Gargoyle's Black Blades [Keen];43
10090300;Gargoyle's Black Blades [Quality];111
10090400;Gargoyle's Black Blades [Fire];64
10090500;Gargoyle's Black Blades [Flame Art];21
10090600;Gargoyle's Black Blades [Lightning];21
10090700;Gargoyle's Black Blades [Sacred];21
10090800;Gargoyle's Black Blades [Magic];21
10090900;Gargoyle's Black Blades [Cold];81
10091000;Gargoyle's Black Blades [Poison];81
10091100;Gargoyle's Black Blades [Blood];81
10091200;Gargoyle's Black Blades [Occult];34
11000000;Mace;50
11000100;Mace [Heavy];51
11000200;Mace [Keen];8
11000300;Mace [Quality];57
11000400;Mace [Fire];36
11000500;Mace [Flame Art];10
11000600;Mace [Lightning];8
11000700;Mace [Sacred];10
11000800;Mace [Magic];7
11000900;Mace [Cold];45
11001000;Mace [Poison];45
11001100;Mace [Blood];45
11001200;Mace [Occult];20
11010000;Club;72
11010100;Club [Heavy];55
11010200;Club [Keen];7
11010300;Club [Quality];59
11010400;Club [Fire];39
11010500;Club [Flame Art];18
11010600;Club [Lightning];7
11010700;Club [Sacred];18
11010800;Club [Magic];28
11010900;Club [Cold];64
11011000;Club [Poison];68
11011100;Club [Blood];68
11011200;Club [Occult];57
11030000;Curved Club;59
11030100;Curved Club [Heavy];65
11030200;Curved Club [Keen];7
11030300;Curved Club [Quality];55
11030400;Curved Club [Fire];35
11030500;Curved Club [Flame Art];14
11030600;Curved Club [Lightning];7
11030700;Curved Club [Sacred];14
11030800;Curved Club [Magic];14
11030900;Curved Club [Cold];53
11031000;Curved Club [Poison];56
11031100;Curved Club [Blood];56
11031200;Curved Club [Occult];23
11040000;Warpick;39
11040100;Warpick [Heavy];45
11040200;Warpick [Keen];15
11040300;Warpick [Quality];51
11040400;Warpick [Fire];32
11040500;Warpick [Flame Art];7
11040600;Warpick [Lightning];7
11040700;Warpick [Sacred];7
11040800;Warpick [Magic];5
11040900;Warpick [Cold];35
11041000;Warpick [Poison];35
11041100;Warpick [Blood];35
11041200;Warpick [Occult];15
11050000;Morning Star;45
11050100;Morning Star [Heavy];45
11050200;Morning Star [Keen];8
11050300;Morning Star [Quality];54
11050400;Morning Star [Fire];33
11050500;Morning Star [Flame Art];9
11050600;Morning Star [Lightning];8
11050700;Morning Star [Sacred];9
11050800;Morning Star [Magic];6
11050900;Morning Star [Cold];40
11051000;Morning Star [Poison];40
11051100;Morning Star [Blood];40
11051200;Morning Star [Occult];18
11060000;Varre's Bouquet;13
11060100;Varre's Bouquet [Heavy];55
11060200;Varre's Bouquet [Keen];23
11060300;Varre's Bouquet [Quality];59
11060400;Varre's Bouquet [Fire];34
11060500;Varre's Bouquet [Flame Art];11
11060600;Varre's Bouquet [Lightning];11
11060700;Varre's Bouquet [Sacred];11
11060800;Varre's Bouquet [Magic];11
11060900;Varre's Bouquet [Cold];43
11061000;Varre's Bouquet [Poison];43
11061100;Varre's Bouquet [Blood];43
11061200;Varre's Bouquet [Occult];18
11070000;Spiked Club;52
11070100;Spiked Club [Heavy];52
11070200;Spiked Club [Keen];9
11070300;Spiked Club [Quality];59
11070400;Spiked Club [Fire];39
11070500;Spiked Club [Flame Art];15
11070600;Spiked Club [Lightning];9
11070700;Spiked Club [Sacred];15
11070800;Spiked Club [Magic];15
11070900;Spiked Club [Cold];46
11071000;Spiked Club [Poison];49
11071100;Spiked Club [Blood];49
11071200;Spiked Club [Occult];20
11080000;Hammer;57
11080100;Hammer [Heavy];59
11080200;Hammer [Keen];8
11080300;Hammer [Quality];51
11080400;Hammer [Fire];35
11080500;Hammer [Flame Art];17
11080600;Hammer [Lightning];8
11080700;Hammer [Sacred];17
11080800;Hammer [Magic];17
11080900;Hammer [Cold];51
11081000;Hammer [Poison];54
11081100;Hammer [Blood];54
11081200;Hammer [Occult];22
11090000;Monk's Flamemace;20
11090100;Monk's Flamemace [Heavy];41
11090200;Monk's Flamemace [Keen];7
11090300;Monk's Flamemace [Quality];50
11090400;Monk's Flamemace [Fire];33
11090500;Monk's Flamemace [Flame Art];6
11090600;Monk's Flamemace [Lightning];7
11090700;Monk's Flamemace [Sacred];6
11090800;Monk's Flamemace [Magic];6
11090900;Monk's Flamemace [Cold];18
11091000;Monk's Flamemace [Poison];19
11091100;Monk's Flamemace [Blood];19
11091200;Monk's Flamemace [Occult];8
11100000;Envoy's Horn;46
11100100;Envoy's Horn [Heavy];66
11100200;Envoy's Horn [Keen];27
11100300;Envoy's Horn [Quality];71
11100400;Envoy's Horn [Fire];41
11100500;Envoy's Horn [Flame Art];13
11100600;Envoy's Horn [Lightning];13
11100700;Envoy's Horn [Sacred];13
11100800;Envoy's Horn [Magic];13
11100900;Envoy's Horn [Cold];52
11101000;Envoy's Horn [Poison];52
11101100;Envoy's Horn [Blood];52
11101200;Envoy's Horn [Occult];22
11110000;Scepter of the All-Knowing;26
11110100;Scepter of the All-Knowing [Heavy];70
11110200;Scepter of the All-Knowing [Keen];29
11110300;Scepter of the All-Knowing [Quality];76
11110400;Scepter of the All-Knowing [Fire];44
11110500;Scepter of the All-Knowing [Flame Art];14
11110600;Scepter of the All-Knowing [Lightning];14
11110700;Scepter of the All-Knowing [Sacred];14
11110800;Scepter of the All-Knowing [Magic];14
11110900;Scepter of the All-Knowing [Cold];56
11111000;Scepter of the All-Knowing [Poison];56
11111100;Scepter of the All-Knowing [Blood];56
11111200;Scepter of the All-Knowing [Occult];23
11120000;Nox Flowing Hammer;86
11120100;Nox Flowing Hammer [Heavy];103
11120200;Nox Flowing Hammer [Keen];43
11120300;Nox Flowing Hammer [Quality];111
11120400;Nox Flowing Hammer [Fire];64
11120500;Nox Flowing Hammer [Flame Art];21
11120600;Nox Flowing Hammer [Lightning];21
11120700;Nox Flowing Hammer [Sacred];21
11120800;Nox Flowing Hammer [Magic];21
11120900;Nox Flowing Hammer [Cold];81
11121000;Nox Flowing Hammer [Poison];81
11121100;Nox Flowing Hammer [Blood];81
11121200;Nox Flowing Hammer [Occult];34
11130000;Ringed Finger;72
11130100;Ringed Finger [Heavy];86
11130200;Ringed Finger [Keen];36
11130300;Ringed Finger [Quality];93
11130400;Ringed Finger [Fire];54
11130500;Ringed Finger [Flame Art];18
11130600;Ringed Finger [Lightning];18
11130700;Ringed Finger [Sacred];18
11130800;Ringed Finger [Magic];18
11130900;Ringed Finger [Cold];68
11131000;Ringed Finger [Poison];68
11131100;Ringed Finger [Blood];68
11131200;Ringed Finger [Occult];28
11140000;Stone Club;70
11140100;Stone Club [Heavy];63
11140200;Stone Club [Keen];21
11140300;Stone Club [Quality];57
11140400;Stone Club [Fire];39
11140500;Stone Club [Flame Art];21
11140600;Stone Club [Lightning];8
11140700;Stone Club [Sacred];21
11140800;Stone Club [Magic];21
11140900;Stone Club [Cold];63
11141000;Stone Club [Poison];66
11141100;Stone Club [Blood];66
11141200;Stone Club [Occult];28
11150000;Marika's Hammer;65
11150100;Marika's Hammer [Heavy];78
11150200;Marika's Hammer [Keen];32
11150300;Marika's Hammer [Quality];84
11150400;Marika's Hammer [Fire];48
11150500;Marika's Hammer [Flame Art];16
11150600;Marika's Hammer [Lightning];16
11150700;Marika's Hammer [Sacred];16
11150800;Marika's Hammer [Magic];16
11150900;Marika's Hammer [Cold];61
11151000;Marika's Hammer [Poison];61
11151100;Marika's Hammer [Blood];61
11151200;Marika's Hammer [Occult];26
11170000;;35
12000000;Large Club;71
12000100;Large Club [Heavy];61
12000200;Large Club [Keen];14
12000300;Large Club [Quality];54
12000400;Large Club [Fire];36
12000500;Large Club [Flame Art];21
12000600;Large Club [Lightning];7
12000700;Large Club [Sacred];21
12000800;Large Club [Magic];21
12000900;Large Club [Cold];63
12001000;Large Club [Poison];67
12001100;Large Club [Blood];67
12001200;Large Club [Occult];56
12010000;Greathorn Hammer;51
12010100;Greathorn Hammer [Heavy];52
12010200;Greathorn Hammer [Keen];13
12010300;Greathorn Hammer [Quality];58
12010400;Greathorn Hammer [Fire];38
12010500;Greathorn Hammer [Flame Art];15
12010600;Greathorn Hammer [Lightning];9
12010700;Greathorn Hammer [Sacred];15
12010800;Greathorn Hammer [Magic];15
12010900;Greathorn Hammer [Cold];45
12011000;Greathorn Hammer [Poison];48
12011100;Greathorn Hammer [Blood];48
12011200;Greathorn Hammer [Occult];20
12020000;Battle Hammer;75
12020100;Battle Hammer [Heavy];65
12020200;Battle Hammer [Keen];22
12020300;Battle Hammer [Quality];59
12020400;Battle Hammer [Fire];40
12020500;Battle Hammer [Flame Art];22
12020600;Battle Hammer [Lightning];8
12020700;Battle Hammer [Sacred];22
12020800;Battle Hammer [Magic];22
12020900;Battle Hammer [Cold];67
12021000;Battle Hammer [Poison];71
12021100;Battle Hammer [Blood];71
12021200;Battle Hammer [Occult];30
12060000;Great Mace;77
12060100;Great Mace [Heavy];66
12060200;Great Mace [Keen];15
12060300;Great Mace [Quality];57
12060400;Great Mace [Fire];40
12060500;Great Mace [Flame Art];23
12060600;Great Mace [Lightning];7
12060700;Great Mace [Sacred];23
12060800;Great Mace [Magic];23
12060900;Great Mace [Cold];69
12061000;Great Mace [Poison];73
12061100;Great Mace [Blood];73
12061200;Great Mace [Occult];61
12080000;Curved Great Club;46
12080100;Curved Great Club [Heavy];44
12080200;Curved Great Club [Keen];12
12080300;Curved Great Club [Quality];52
12080400;Curved Great Club [Fire];34
12080500;Curved Great Club [Flame Art];13
12080600;Curved Great Club [Lightning];8
12080700;Curved Great Club [Sacred];13
12080800;Curved Great Club [Magic];13
12080900;Curved Great Club [Cold];41
12081000;Curved Great Club [Poison];43
12081100;Curved Great Club [Blood];43
12081200;Curved Great Club [Occult];18
12130000;Celebrant's Skull;40
12130100;Celebrant's Skull [Heavy];45
12130200;Celebrant's Skull [Keen];12
12130300;Celebrant's Skull [Quality];53
12130400;Celebrant's Skull [Fire];34
12130500;Celebrant's Skull [Flame Art];12
12130600;Celebrant's Skull [Lightning];8
12130700;Celebrant's Skull [Sacred];12
12130800;Celebrant's Skull [Magic];12
12130900;Celebrant's Skull [Cold];36
12131000;Celebrant's Skull [Poison];38
12131100;Celebrant's Skull [Blood];38
12131200;Celebrant's Skull [Occult];16
12140000;Pickaxe;53
12140100;Pickaxe [Heavy];56
12140200;Pickaxe [Keen];15
12140300;Pickaxe [Quality];49
12140400;Pickaxe [Fire];33
12140500;Pickaxe [Flame Art];15
12140600;Pickaxe [Lightning];7
12140700;Pickaxe [Sacred];15
12140800;Pickaxe [Magic];15
12140900;Pickaxe [Cold];47
12141000;Pickaxe [Poison];50
12141100;Pickaxe [Blood];50
12141200;Pickaxe [Occult];21
12150000;Beastclaw Greathammer;52
12150100;Beastclaw Greathammer [Heavy];62
12150200;Beastclaw Greathammer [Keen];26
12150300;Beastclaw Greathammer [Quality];67
12150400;Beastclaw Greathammer [Fire];39
12150500;Beastclaw Greathammer [Flame Art];13
12150600;Beastclaw Greathammer [Lightning];13
12150700;Beastclaw Greathammer [Sacred];13
12150800;Beastclaw Greathammer [Magic];13
12150900;Beastclaw Greathammer [Cold];49
12151000;Beastclaw Greathammer [Poison];49
12151100;Beastclaw Greathammer [Blood];49
12151200;Beastclaw Greathammer [Occult];20
12160000;Envoy's Long Horn;47
12160100;Envoy's Long Horn [Heavy];78
12160200;Envoy's Long Horn [Keen];32
12160300;Envoy's Long Horn [Quality];84
12160400;Envoy's Long Horn [Fire];48
12160500;Envoy's Long Horn [Flame Art];16
12160600;Envoy's Long Horn [Lightning];16
12160700;Envoy's Long Horn [Sacred];16
12160800;Envoy's Long Horn [Magic];16
12160900;Envoy's Long Horn [Cold];61
12161000;Envoy's Long Horn [Poison];61
12161100;Envoy's Long Horn [Blood];61
12161200;Envoy's Long Horn [Occult];26
12170000;Cranial Vessel Candlestand;65
12170100;Cranial Vessel Candlestand [Heavy];81
12170200;Cranial Vessel Candlestand [Keen];34
12170300;Cranial Vessel Candlestand [Quality];88
12170400;Cranial Vessel Candlestand [Fire];51
12170500;Cranial Vessel Candlestand [Flame Art];17
12170600;Cranial Vessel Candlestand [Lightning];17
12170700;Cranial Vessel Candlestand [Sacred];17
12170800;Cranial Vessel Candlestand [Magic];17
12170900;Cranial Vessel Candlestand [Cold];64
12171000;Cranial Vessel Candlestand [Poison];64
12171100;Cranial Vessel Candlestand [Blood];64
12171200;Cranial Vessel Candlestand [Occult];27
12180000;Great Stars;50
12180100;Great Stars [Heavy];50
12180200;Great Stars [Keen];17
12180300;Great Stars [Quality];56
12180400;Great Stars [Fire];36
12180500;Great Stars [Flame Art];15
12180600;Great Stars [Lightning];8
12180700;Great Stars [Sacred];15
12180800;Great Stars [Magic];15
12180900;Great Stars [Cold];45
12181000;Great Stars [Poison];47
12181100;Great Stars [Blood];47
12181200;Great Stars [Occult];20
12190000;Brick Hammer;94
12190100;Brick Hammer [Heavy];78
12190200;Brick Hammer [Keen];23
12190300;Brick Hammer [Quality];68
12190400;Brick Hammer [Fire];50
12190500;Brick Hammer [Flame Art];39
12190600;Brick Hammer [Lightning];9
12190700;Brick Hammer [Sacred];39
12190800;Brick Hammer [Magic];50
12190900;Brick Hammer [Cold];84
12191000;Brick Hammer [Poison];84
12191100;Brick Hammer [Blood];84
12191200;Brick Hammer [Occult];75
12200000;Devourer's Scepter;60
12200100;Devourer's Scepter [Heavy];72
12200200;Devourer's Scepter [Keen];30
12200300;Devourer's Scepter [Quality];78
12200400;Devourer's Scepter [Fire];45
12200500;Devourer's Scepter [Flame Art];15
12200600;Devourer's Scepter [Lightning];15
12200700;Devourer's Scepter [Sacred];15
12200800;Devourer's Scepter [Magic];15
12200900;Devourer's Scepter [Cold];57
12201000;Devourer's Scepter [Poison];57
12201100;Devourer's Scepter [Blood];57
12201200;Devourer's Scepter [Occult];24
12210000;Rotten Battle Hammer;75
12210100;Rotten Battle Hammer [Heavy];67
12210200;Rotten Battle Hammer [Keen];23
12210300;Rotten Battle Hammer [Quality];58
12210400;Rotten Battle Hammer [Fire];40
12210500;Rotten Battle Hammer [Flame Art];22
12210600;Rotten Battle Hammer [Lightning];9
12210700;Rotten Battle Hammer [Sacred];22
12210800;Rotten Battle Hammer [Magic];22
12210900;Rotten Battle Hammer [Cold];67
12211000;Rotten Battle Hammer [Poison];71
12211100;Rotten Battle Hammer [Blood];71
12211200;Rotten Battle Hammer [Occult];30
12900000;;35
12910000;;35
13000000;Nightrider Flail;20
13000100;Nightrider Flail [Heavy];46
13000200;Nightrider Flail [Keen];8
13000300;Nightrider Flail [Quality];53
13000400;Nightrider Flail [Fire];35
13000500;Nightrider Flail [Flame Art];4
13000600;Nightrider Flail [Lightning];8
13000700;Nightrider Flail [Sacred];4
13000800;Nightrider Flail [Magic];6
13000900;Nightrider Flail [Cold];18
13001000;Nightrider Flail [Poison];19
13001100;Nightrider Flail [Blood];19
13001200;Nightrider Flail [Occult];8
13010000;Flail;32
13010100;Flail [Heavy];46
13010200;Flail [Keen];8
13010300;Flail [Quality];56
13010400;Flail [Fire];34
13010500;Flail [Flame Art];6
13010600;Flail [Lightning];8
13010700;Flail [Sacred];6
13010800;Flail [Magic];9
13010900;Flail [Cold];28
13011000;Flail [Poison];30
13011100;Flail [Blood];30
13011200;Flail [Occult];12
13020000;Family Heads;26
13020100;Family Heads [Heavy];117
13020200;Family Heads [Keen];49
13020300;Family Heads [Quality];127
13020400;Family Heads [Fire];73
13020500;Family Heads [Flame Art];24
13020600;Family Heads [Lightning];24
13020700;Family Heads [Sacred];24
13020800;Family Heads [Magic];24
13020900;Family Heads [Cold];93
13021000;Family Heads [Poison];93
13021100;Family Heads [Blood];93
13021200;Family Heads [Occult];39
13030000;Bastard's Stars;13
13030100;Bastard's Stars [Heavy];117
13030200;Bastard's Stars [Keen];49
13030300;Bastard's Stars [Quality];127
13030400;Bastard's Stars [Fire];73
13030500;Bastard's Stars [Flame Art];24
13030600;Bastard's Stars [Lightning];24
13030700;Bastard's Stars [Sacred];24
13030800;Bastard's Stars [Magic];24
13030900;Bastard's Stars [Cold];93
13031000;Bastard's Stars [Poison];93
13031100;Bastard's Stars [Blood];93
13031200;Bastard's Stars [Occult];39
13040000;Chainlink Flail;74
13040100;Chainlink Flail [Heavy];67
13040200;Chainlink Flail [Keen];17
13040300;Chainlink Flail [Quality];59
13040400;Chainlink Flail [Fire];40
13040500;Chainlink Flail [Flame Art];14
13040600;Chainlink Flail [Lightning];17
13040700;Chainlink Flail [Sacred];14
13040800;Chainlink Flail [Magic];22
13040900;Chainlink Flail [Cold];66
13041000;Chainlink Flail [Poison];70
13041100;Chainlink Flail [Blood];70
13041200;Chainlink Flail [Occult];29
14000000;Battle Axe;45
14000100;Battle Axe [Heavy];47
14000200;Battle Axe [Keen];7
14000300;Battle Axe [Quality];51
14000400;Battle Axe [Fire];30
14000500;Battle Axe [Flame Art];9
14000600;Battle Axe [Lightning];7
14000700;Battle Axe [Sacred];9
14000800;Battle Axe [Magic];13
14000900;Battle Axe [Cold];40
14001000;Battle Axe [Poison];40
14001100;Battle Axe [Blood];40
14001200;Battle Axe [Occult];18
14010000;Forked Hatchet;28
14010100;Forked Hatchet [Heavy];47
14010200;Forked Hatchet [Keen];8
14010300;Forked Hatchet [Quality];54
14010400;Forked Hatchet [Fire];33
14010500;Forked Hatchet [Flame Art];5
14010600;Forked Hatchet [Lightning];8
14010700;Forked Hatchet [Sacred];5
14010800;Forked Hatchet [Magic];8
14010900;Forked Hatchet [Cold];25
14011000;Forked Hatchet [Poison];26
14011100;Forked Hatchet [Blood];26
14011200;Forked Hatchet [Occult];11
14020000;Hand Axe;30
14020100;Hand Axe [Heavy];47
14020200;Hand Axe [Keen];8
14020300;Hand Axe [Quality];52
14020400;Hand Axe [Fire];32
14020500;Hand Axe [Flame Art];6
14020600;Hand Axe [Lightning];8
14020700;Hand Axe [Sacred];6
14020800;Hand Axe [Magic];9
14020900;Hand Axe [Cold];27
14021000;Hand Axe [Poison];28
14021100;Hand Axe [Blood];28
14021200;Hand Axe [Occult];12
14030000;Jawbone Axe;58
14030100;Jawbone Axe [Heavy];60
14030200;Jawbone Axe [Keen];7
14030300;Jawbone Axe [Quality];53
14030400;Jawbone Axe [Fire];31
14030500;Jawbone Axe [Flame Art];11
14030600;Jawbone Axe [Lightning];7
14030700;Jawbone Axe [Sacred];11
14030800;Jawbone Axe [Magic];17
14030900;Jawbone Axe [Cold];52
14031000;Jawbone Axe [Poison];55
14031100;Jawbone Axe [Blood];55
14031200;Jawbone Axe [Occult];23
14040000;Iron Cleaver;70
14040100;Iron Cleaver [Heavy];66
14040200;Iron Cleaver [Keen];8
14040300;Iron Cleaver [Quality];57
14040400;Iron Cleaver [Fire];35
14040500;Iron Cleaver [Flame Art];14
14040600;Iron Cleaver [Lightning];8
14040700;Iron Cleaver [Sacred];14
14040800;Iron Cleaver [Magic];21
14040900;Iron Cleaver [Cold];63
14041000;Iron Cleaver [Poison];66
14041100;Iron Cleaver [Blood];66
14041200;Iron Cleaver [Occult];28
14050000;Ripple Blade;0
14050100;Ripple Blade [Heavy];0
14050200;Ripple Blade [Keen];0
14050300;Ripple Blade [Quality];0
14050400;Ripple Blade [Fire];0
14050500;Ripple Blade [Flame Art];0
14050600;Ripple Blade [Lightning];0
14050700;Ripple Blade [Sacred];0
14050800;Ripple Blade [Magic];0
14050900;Ripple Blade [Cold];0
14051000;Ripple Blade [Poison];0
14051100;Ripple Blade [Blood];0
14051200;Ripple Blade [Occult];0
14060000;Celebrant's Cleaver;46
14060100;Celebrant's Cleaver [Heavy];44
14060200;Celebrant's Cleaver [Keen];7
14060300;Celebrant's Cleaver [Quality];52
14060400;Celebrant's Cleaver [Fire];30
14060500;Celebrant's Cleaver Blades [Flame Art];9
14060600;Celebrant's Cleaver [Lightning];7
14060700;Celebrant's Cleaver [Sacred];9
14060800;Celebrant's Cleaver [Magic];13
14060900;Celebrant's Cleaver [Cold];41
14061000;Celebrant's Cleaver [Poison];41
14061100;Celebrant's Cleaver [Blood];41
14061200;Celebrant's Cleaver [Occult];18
14080000;Icerind Hatchet;26
14080100;Icerind Hatchet [Heavy];86
14080200;Icerind Hatchet [Keen];36
14080300;Icerind Hatchet [Quality];93
14080400;Icerind Hatchet [Fire];54
14080500;Icerind Hatchet [Flame Art];18
14080600;Icerind Hatchet [Lightning];18
14080700;Icerind Hatchet [Sacred];18
14080800;Icerind Hatchet [Magic];18
14080900;Icerind Hatchet [Cold];68
14081000;Icerind Hatchet [Poison];68
14081100;Icerind Hatchet [Blood];68
14081200;Icerind Hatchet [Occult];28
14100000;Highland Axe;40
14100100;Highland Axe [Heavy];44
14100200;Highland Axe [Keen];7
14100300;Highland Axe [Quality];51
14100400;Highland Axe [Fire];29
14100500;Highland Axe [Flame Art];8
14100600;Highland Axe [Lightning];7
14100700;Highland Axe [Sacred];8
14100800;Highland Axe [Magic];12
14100900;Highland Axe [Cold];36
14101000;Highland Axe [Poison];36
14101100;Highland Axe [Blood];36
14101200;Highland Axe [Occult];16
14110000;Sacrificial Axe;43
14110100;Sacrificial Axe [Heavy];45
14110200;Sacrificial Axe [Keen];7
14110300;Sacrificial Axe [Quality];50
14110400;Sacrificial Axe [Fire];29
14110500;Sacrificial Axe [Flame Art];8
14110600;Sacrificial Axe [Lightning];7
14110700;Sacrificial Axe [Sacred];8
14110800;Sacrificial Axe [Magic];12
14110900;Sacrificial Axe [Cold];38
14111000;Sacrificial Axe [Poison];38
14111100;Sacrificial Axe [Blood];38
14111200;Sacrificial Axe [Occult];17
14120000;Rosus' Axe;60
14120100;Rosus' Axe [Heavy];72
14120200;Rosus' Axe [Keen];30
14120300;Rosus' Axe [Quality];78
14120400;Rosus' Axe [Fire];45
14120500;Rosus' Axe [Flame Art];15
14120600;Rosus' Axe [Lightning];15
14120700;Rosus' Axe [Sacred];15
14120800;Rosus' Axe [Magic];15
14120900;Rosus' Axe [Cold];57
14121000;Rosus' Axe [Poison];57
14121100;Rosus' Axe [Blood];57
14121200;Rosus' Axe [Occult];24
14140000;Stormhawk Axe;54
14140100;Stormhawk Axe [Heavy];64
14140200;Stormhawk Axe [Keen];27
14140300;Stormhawk Axe [Quality];70
14140400;Stormhawk Axe [Fire];40
14140500;Stormhawk Axe [Flame Art];13
14140600;Stormhawk Axe [Lightning];13
14140700;Stormhawk Axe [Sacred];13
14140800;Stormhawk Axe [Magic];13
14140900;Stormhawk Axe [Cold];51
14141000;Stormhawk Axe [Poison];51
14141100;Stormhawk Axe [Blood];51
14141200;Stormhawk Axe [Occult];21
15000000;Greataxe;50
15000100;Greataxe [Heavy];47
15000200;Greataxe [Keen];12
15000300;Greataxe [Quality];53
15000400;Greataxe [Fire];32
15000500;Greataxe [Flame Art];15
15000600;Greataxe [Lightning];8
15000700;Greataxe [Sacred];15
15000800;Greataxe [Magic];15
15000900;Greataxe [Cold];45
15001000;Greataxe [Poison];47
15001100;Greataxe [Blood];47
15001200;Greataxe [Occult];20
15010000;Warped Axe;83
15010100;Warped Axe [Heavy];71
15010200;Warped Axe [Keen];24
